PatternID,Text,Cause,Effect
15,"Q: How does Nina use Newtons first law to stop her skateboard? A: Once the skateboard starts moving, it would keep moving at the same speed and in the same direction if not for another unbalanced force. That force is friction between the skateboard and the pavement.",the skateboard starts moving,it would keep moving at the same speed and in the same direction if not for another unbalanced force .
76,That force is friction between the skateboard and the pavement. The force of friction is unbalanced because Nina is no longer pushing with her foot to keep the skateboard moving. Thats why the skateboard stops.,Nina is no longer pushing with her foot to keep the skateboard moving .,The force of friction is unbalanced
0,"The unbalanced force causes the skateboard to turn toward the other side. In the picture, Jerod is pressing down with his heels, so the skateboard turns toward his toes. ","In the picture , Jerod is pressing down with his heels",the skateboard turns toward his toes .
15,"Did you ever ride a skateboard? Even if you didnt, you probably know that to start a skateboard rolling over a level surface, you need to push off with one foot against the ground. Thats what Coreys friend Nina is doing in this picture 1.1.",you didnt,"you probably know that to start a skateboard rolling over a level surface , you need to push off with one foot against the ground ."
15,"Look how Ninas friend Laura does it in the Figure the skateboard. Even if Laura didnt try to stop the skateboard, it would stop sooner or later. Thats because theres also friction between the wheels and the pavement.",Laura didnt try to stop the skateboard,it would stop sooner or later .
76,"Even if Laura didnt try to stop the skateboard, it would stop sooner or later. Thats because theres also friction between the wheels and the pavement. Friction is a force that counters all kinds of motion.",theres also friction between the wheels and the pavement .,"if Laura didnt try to stop the skateboard , it would stop sooner or later . Thats"
0,Newtons law of universal gravitation had a huge impact on how people thought about the universe. Why do you think it was so important? A: Newtons law was the first scientific law that applied to the entire universe.,Why do you think it was,important ? A : Newtons law was the first scientific law that applied to the entire
82,"Objects with greater mass have a stronger force of gravity between them. For example, because Earth is so massive, it attracts you and your desk more strongly that you and your desk attract each other. Thats why you and the desk remain in place on the floor rather than moving toward one another.","For example , because Earth is so massive",you and your desk attract each other .
0,"Objects that are closer together have a stronger force of gravity between them. For example, the moon is closer to Earth than it is to the more massive sun, so the force of gravity is greater between the moon and Earth than between the moon and the sun. Thats why the moon circles around Earth rather than the sun.",", the moon is closer to Earth than it is to the more massive sun",the force of gravity is greater between the moon and Earth than between the moon and the sun .
80,"A : Tony exerts a backward force against the ground, as you can see in the Figure 1.1, first with one skate and then with the other. This force pushes him forward.","you can see in the Figure 1.1 , first with one skate and then with the other .",Tony exerts a backward force against the ground
1,"Although friction partly counters the forward motion of the skates, it is weaker than the force Tony exerts. Therefore, there is a net forward force on the skates. ","Although friction partly counters the forward motion of the skates , it is weaker than the force Tony exerts",there is a net forward force on the skates .
0,"Q: If Jerod pushes against the ground with greater force, how will this affect his forward motion? A: His action force will be greater, so the reaction force will be greater as well. Jerod will be pushed forward with more force, and this will make him go faster and farther.",: His action force will be greater,the reaction force will be greater as well .
75," Because action and reaction forces are equal and opposite, you might think they would cancel out, as balanced forces do. But you would be wrong.",action and reaction forces are equal and opposite,"you might think they would cancel out , as balanced forces do ."
80," Because action and reaction forces are equal and opposite, you might think they would cancel out, as balanced forces do. But you would be wrong.",balanced forces do .,you might think they would cancel out
0,"Thats why they cancel out. Action-reaction forces are equal and opposite forces that act on different objects, so they dont cancel out. In fact, they often result in motion.",Action-reaction forces are equal and opposite forces that act on different objects,they dont cancel out .
15,": Heres one example. If you lean on something like a wall or your locker, you are applying force to it. The wall or locker applies an equal and opposite force to you.",you lean on something like a wall or your locker,you are applying force to it .
15,"The wall or locker applies an equal and opposite force to you. If it didnt, you would go right through it or else it would tip over.",it didnt,you would go right through it
76,"Noble gases are the least reactive of all known elements. Thats because with eight valence electrons, their outer energy levels are full. The only exception is helium, which has just two electrons.","with eight valence electrons , their outer energy levels are full .",gases are the least reactive of all known elements . Thats
76,"The only exception is helium, which has just two electrons. But helium also has a full outer energy level, because its only energy level (energy level 1) can hold a maximum of two electrons. A full outer energy level is the most stable arrangement of electrons.",its only energy level -LRB- energy level 1 -RRB- can hold a maximum of two electrons .,But helium also has a full outer energy level
5,"A full outer energy level is the most stable arrangement of electrons. As a result, noble gases cannot become more stable by reacting with other elements and gaining or losing valence electrons. Therefore, noble gases are rarely involved in chemical reactions and almost never form compounds with other elements.",A full outer energy level is the most stable arrangement of electrons,noble gases can not become more stable by reacting with other elements and gaining or losing valence electrons .
1,"As a result, noble gases cannot become more stable by reacting with other elements and gaining or losing valence electrons. Therefore, noble gases are rarely involved in chemical reactions and almost never form compounds with other elements. ","As a result , noble gases can not become more stable by reacting with other elements and gaining or losing valence electrons",noble gases are rarely involved in chemical reactions and almost never form compounds with other elements .
80,"Noble gases are nonreactive, nonmetallic elements in group 18 of the periodic table. As you can see in the periodic table below, noble gases include helium (He), neon (Ne), argon (Ar), krypton (Kr), xenon (Xe), and radon (Rn). All noble gases are colorless and odorless.","you can see in the periodic table below , noble gases include helium -LRB- He -RRB- , neon -LRB- Ne -RRB- , argon -LRB- Ar -RRB- , krypton -LRB- Kr -RRB- , xenon -LRB- Xe -RRB- , and radon -LRB- Rn -RRB- .","Noble gases are nonreactive , nonmetallic elements in group 18 of the periodic table ."
0,"They also have low boiling points, explaining why they are gases at room temperature. Radon, at the bottom of the group, is radioactive, so it constantly decays to other elements. Click image to the left or use the URL below.","Radon , at the bottom of the group , is radioactive",it constantly decays to other elements .
47,"Q: Based on their position in the periodic table (Figure 1.1), how many valence electrons do you think noble gases have? A: The number of valence electrons starts at one for elements in group 1.",their position in the periodic table -LRB- Figure 1.1 -RRB-,how many valence electrons do you think noble gases
1,"It then increases by one from left to right across each period (row) of the periodic table for groups 1-2 and 13-18 (numbered 3-0 in the table above). Therefore, noble gases have eight valence electrons. ",It then increases by one from left to right across each period -LRB- row -RRB- of the periodic table for groups 1-2 and 13-18 -LRB- numbered 3-0 in the table above -RRB-,noble gases have eight valence electrons .
0,"The gas is pumped from a tank into a Mylar balloon. Unlike a balloon filled with air, a balloon filled with helium needs to be weighted down so it wont float away. Q: Why does a helium balloon float away if its not weighted down?","Unlike a balloon filled with air , a balloon filled with helium needs to be weighted down",it wont float away .
14,"Unlike a balloon filled with air, a balloon filled with helium needs to be weighted down so it wont float away. Q: Why does a helium balloon float away if its not weighted down? A:",its not weighted down ?,a helium balloon float away
0,"A: Helium atoms have just two protons, two neutrons, and two electrons, so they have less mass than any other atoms except hydrogen. As a result, helium is lighter than air, explaining why a helium balloon floats up into the air unless weighted down.","Helium atoms have just two protons , two neutrons , and two electrons",they have less mass than any other atoms except hydrogen .
5,"Helium atoms have just two protons, two neutrons, and two electrons, so they have less mass than any other atoms except hydrogen. As a result, helium is lighter than air, explaining why a helium balloon floats up into the air unless weighted down. Early incandescent light bulbs, like the one pictured in the Figure 1.3, didnt last very long.","atoms have just two protons , two neutrons , and two electrons , so they have less mass than any other atoms except hydrogen","helium is lighter than air , explaining why a helium balloon floats up into the air unless weighted down ."
68,"Noble gases are also used to fill the glass tubes of lighted signs like the one in the Figure 1.4. Although noble gases are chemically nonreactive, their electrons can be energized by sending an electric current through them. When this happens, the electrons jump to a higher energy level.",sending an electric current through them,"Although noble gases are chemically nonreactive , their electrons can be energized"
75," Because the noble gases are the least reactive of all elements, their eight valence electrons are used as the standard for nonreactivity and to explain how other elements interact. This is stated as the octet (group of eight) rule.",the noble gases are the least reactive of all elements,their eight valence electrons are used as the standard for nonreactivity and to explain how other elements interact .
56,"This is stated as the octet (group of eight) rule. According to this rule, atoms react to form compounds that allow them to have a group of eight valence electrons like the noble gases. For example, sodium (with one valence electron) reacts with chlorine (with seven valence electrons) to form the stable compound sodium chloride (table salt).",this rule,atoms react to form compounds that allow them to have a group of eight valence electrons like the noble gases .
75,"How might this be related to the properties of nonmetals? A: Because nonmetals are on the right side of the periodic table, they have more electrons in their outer energy level than elements on the left side or in the middle of the periodic table. The number of electrons in the outer energy level of an atom determines many of its properties.",nonmetals are on the right side of the periodic table,they have more electrons in their outer energy level than elements on the left side or in the middle of the periodic table .
75,"A: Fluorine is more reactive than neon. Thats because it has seven of eight possible electrons in its outer energy level, whereas neon already has eight electrons in this energy level. Although neon has just one more electron than fluorine in its outer energy level, that one electron makes a huge difference.",it has seven of eight possible electrons in its outer energy level,whereas neon already has eight electrons in this energy level .
1,"Fluorine needs one more electron to fill its outer energy level in order to have the most stable arrangement of electrons. Therefore, fluorine readily accepts an electron from any element that is equally eager to give one up, Click image to the left or use the URL below. URL:",Fluorine needs one more electron to fill its outer energy level in order to have the most stable arrangement of electrons,"fluorine readily accepts an electron from any element that is equally eager to give one up , Click image to the left or use the URL below ."
76,An electric current is a flow of electrons. Elements that readily give up electrons (the metals) can carry electric current because their electrons can flow freely. Elements that gain electrons instead of giving them up cannot carry electric current.,their electrons can flow freely .,Elements that readily give up electrons -LRB- the metals -RRB- can carry electric current
0,Elements that gain electrons instead of giving them up cannot carry electric current. They hold onto their electrons so they cannot flow. ,They hold onto their electrons,they can not flow .
5,"In either case, the nucleus of uranium-235 becomes extremely unstable with the extra neutron. As a result, it splits into two smaller nuclei, krypton-92 and barium-141. The reaction also releases three neutrons and a great deal of energy.","In either case , the nucleus of uranium-235 becomes extremely unstable with the extra neutron","it splits into two smaller nuclei , krypton-92 and barium-141 ."
0,"The air pollution also causes acid rain and contributes to global warming. In addition, fossil fuels are nonrenewable resources, so if we keep using them, they will eventually run out. The main advantage of nuclear energy is that it doesnt release air pollution or cause the other environmental problems associated with the burning of fossil fuels.",", fossil fuels are nonrenewable resources","if we keep using them , they will eventually run out ."
15,"The air pollution also causes acid rain and contributes to global warming. In addition, fossil fuels are nonrenewable resources, so if we keep using them, they will eventually run out. The main advantage of nuclear energy is that it doesnt release air pollution or cause the other environmental problems associated with the burning of fossil fuels.",we keep using them,they will eventually run out .
1,"It takes thousands of years for it to decay until it no longer releases harmful radiation. Therefore, used fuel must be stored securely to protect people and other living things. Click image to the left or use the URL below.",It takes thousands of years for it to decay until it no longer releases harmful radiation,used fuel must be stored securely to protect people and other living things .
0,"You can see how this happens in the Figure 1.3. In a chain reaction, one fission reaction leads to others, which lead to others, and so on. A nuclear chain reaction is similar to a pile of wood burning.","In a chain reaction , one fission reaction leads to others , which lead to others",on . A nuclear chain reaction is similar to a pile of wood burning
15,"A nuclear chain reaction is similar to a pile of wood burning. If you start one piece of wood burning, enough heat is produced by the burning wood to start the rest of the pile burning without any further help from you. Click image to the left or use the URL below.",you start one piece of wood burning,enough heat is produced by the burning wood to start the rest of the pile burning without any further help from you .
15," If a nuclear chain reaction is uncontrolled, it produces a lot of energy all at once. This is what happens in an atomic bomb.",a nuclear chain reaction is uncontrolled,it produces a lot of energy all at once .
15,"This is what happens in an atomic bomb. However, if a nuclear chain reaction is controlled, it produces energy much more slowly. This is what occurs in a nuclear power plant.",a nuclear chain reaction is controlled,it produces energy much more slowly .
68,This is what occurs in a nuclear power plant. The reaction is controlled by inserting rods of nonfissioning material into the fissioning material. You can see this in the Figure 1.4.,inserting rods of nonfissioning material into the fissioning material,The reaction is controlled
76,"It takes place only at extremely high temperatures. Thats because a great deal of energy is needed to overcome the force of repulsion between the positively charged nuclei. The suns energy comes from fusion in its core, shown in the Figure 1.2.",a great deal of energy is needed to overcome the force of repulsion between the positively charged nuclei .,takes place only at extremely high temperatures . Thats
76,The Sun Q: Why doesnt nuclear fusion occur naturally on Earth? A: Nuclear fusion doesnt occur naturally on Earth because it requires temperatures far higher than Earth tempera- tures. ,it requires temperatures far higher than Earth tempera - tures .,A : Nuclear fusion doesnt occur naturally on Earth
76,"There are no known materials that can contain plasma, although a magnet might be able to do it. Thats because plasma consists of ions and responds to magnetism. Click image to the left or use the URL below.",plasma consists of ions and responds to magnetism .,"are no known materials that can contain plasma , although a magnet might be able to do it . Thats"
48,The instructions are encoded in the sequence of nitrogen bases in the nucleotide chains of DNA. RNA copies and interprets the genetic code in DNA and is also involved in the synthesis of proteins based on the code. Click image to the left or use the URL below.,the code,RNA copies and interprets the genetic code in DNA and is also involved in the synthesis of proteins
0,"DNA is found only in the nucleus of cells, but proteins are synthesized in the cytoplasm of cells, outside of the nucleus. How do you think the instructions encoded in DNA reach the cytoplasm so they can be used to make proteins? A: After RNA copies the instructions in DNA, it carries them from the nucleus to a site of protein synthesis in the cytoplasm, where the instructions are translated into a protein.",How do you think the instructions encoded in DNA reach the cytoplasm,they can be used to make proteins ?
76,"Like microscopes, telescopes use convex lenses to make enlarged images. However, telescopes make enlarged images of objectssuch as distant starsthat only appear tiny because they are very far away. There are two basic types of telescopes: reflecting telescopes and refracting telescopes.",they are very far away .,"However , telescopes make enlarged images of objectssuch as distant starsthat only appear tiny"
80,"Like microscopes, telescopes use convex lenses to make enlarged images. However, telescopes make enlarged images of objectssuch as distant starsthat only appear tiny because they are very far away. There are two basic types of telescopes: reflecting telescopes and refracting telescopes.",distant starsthat only appear tiny,"However , telescopes make enlarged images of objectssuch"
80,"Light passes through the lens at the front of the camera and enters the camera through an opening called the aperture. As light passes through the lens, it forms a reduced real image. The image focuses on film (or a sensor) at the back of the camera.","light passes through the lens , it forms a reduced real image .",Light passes through the lens at the front of the camera and enters the camera through an opening called the aperture .
0,A laser is a device that produces a very focused beam of visible light of just one wavelength and color. Waves of laser light are synchronized so the crests and troughs of the waves line up. The diagram in Figure 1.4 shows why a beam of laser light is so focused compared with ordinary light from a flashlight.,Waves of laser light are synchronized,the crests and troughs of the waves line up .
0,Waves of laser light are synchronized so the crests and troughs of the waves line up. The diagram in Figure 1.4 shows why a beam of laser light is so focused compared with ordinary light from a flashlight. The following Figure 1.5 provides a closer look at the tube where laser light is created.,The diagram in Figure 1.4 shows why a beam of laser light is,focused compared with ordinary light from a flashlight .
0,"Sounds or pictures are encoded in pulses of laser light, which are then sent through an optical fiber. All of the light reflects off the inside of the fiber, so none of it escapes. As a result, the signal remains strong even over long distances.",All of the light reflects off the inside of the fiber,none of it escapes .
5,"All of the light reflects off the inside of the fiber, so none of it escapes. As a result, the signal remains strong even over long distances. More than one signal can travel through an optical fiber at the same time, as you can see in the Figure Q: When lasers were invented in 1960, they were called ""a solution looking for a problem.","of the light reflects off the inside of the fiber , so none of it escapes",the signal remains strong even over long distances .
80,"As a result, the signal remains strong even over long distances. More than one signal can travel through an optical fiber at the same time, as you can see in the Figure Q: When lasers were invented in 1960, they were called ""a solution looking for a problem. Since then, they have been put to thousands of different uses.","you can see in the Figure Q : When lasers were invented in 1960 , they were called ``",More than one signal can travel through an optical fiber at the same time
79,"More than one signal can travel through an optical fiber at the same time, as you can see in the Figure Q: When lasers were invented in 1960, they were called ""a solution looking for a problem. Since then, they have been put to thousands of different uses. Can you name other ways that lasers are used?","then , they have been put to thousands of different uses .",", as you can see in the Figure Q : When lasers were invented in 1960 , they were called `` a solution looking for a problem ."
76,"Just as Earth orbits the sun, the moon also orbits Earth. The moon is affected by Earths gravity more than it is by the gravity of the sun because the moon is much closer to Earth. The gravity between Earth and the moon pulls the moon toward Earth.",the moon is much closer to Earth .,The moon is affected by Earths gravity more than it is by the gravity of the sun
0,"At the same time, the moon has forward velocity that partly counters the force of Earths gravity. So the moon orbits Earth instead of falling down to the surface of the planet. The Figure 1.2 shows the forces involved in the moons orbital motion around Earth.","At the same time , the moon has forward velocity that partly counters the force of Earths gravity",the moon orbits Earth instead of falling down to the surface of the planet .
72,"The Figure 1.2 shows the forces involved in the moons orbital motion around Earth. In the diagram, v represents the forward velocity of the moon, and a represents the acceleration due to gravity between Earth and the moon. The line encircling Earth shows the moons actual orbit, which results from the combination of v and a.",gravity between Earth and the moon,"In the diagram , v represents the forward velocity of the moon , and a represents the acceleration"
29,"You can see the shape of Earths orbit in the Figure 1.1. Because of the suns relatively strong gravity, Earth and the other bodies constantly fall toward the sun, but they stay far enough away from the sun because of their forward velocity to fall around the sun instead of into it. As a result, they keep orbiting the sun and never crash to its surface.","Because of the suns relatively strong gravity , Earth and the other bodies constantly fall toward the sun , but they stay far enough away from the sun",to fall around the sun instead of into it .
45,"You can see the shape of Earths orbit in the Figure 1.1. Because of the suns relatively strong gravity, Earth and the other bodies constantly fall toward the sun, but they stay far enough away from the sun because of their forward velocity to fall around the sun instead of into it. As a result, they keep orbiting the sun and never crash to its surface.",the suns relatively strong gravity,"Earth and the other bodies constantly fall toward the sun , but they stay far enough away from the sun"
5,"Because of the suns relatively strong gravity, Earth and the other bodies constantly fall toward the sun, but they stay far enough away from the sun because of their forward velocity to fall around the sun instead of into it. As a result, they keep orbiting the sun and never crash to its surface. The motion of Earth and the other bodies around the sun is called orbital motion.","Because of the suns relatively strong gravity , Earth and the other bodies constantly fall toward the sun , but they stay far enough away from the sun because of their forward velocity to fall around the sun instead of into it",they keep orbiting the sun and never crash to its surface .
5,"The pH chart in the Figure lowers the pH of surface waters such as ponds and lakes. As a result, the water may become too acidic for fish and other water organisms to survive. Acid fog and acid rain killed the trees in this forest.",The pH chart in the Figure lowers the pH of surface waters such as ponds and lakes,the water may become too acidic for fish and other water organisms to survive .
76,"Even normal (clean) rain is somewhat acidic. Thats because carbon dioxide (CO2 ) in the air dissolves in raindrops, producing a weak acid called carbonic acid (H2 CO3 ), which has a pH of about 5.5. When rainwater soaks into the ground, it can slowly dissolve rocks, particularly those containing calcium carbonate.","carbon dioxide -LRB- CO2 -RRB- in the air dissolves in raindrops , producing a weak acid called carbonic acid -LRB- H2 CO3 -RRB- , which has a pH of about 5.5 .",normal -LRB- clean -RRB- rain is somewhat acidic . Thats
76,"A stronger acid produces more hydrogen ions than a weaker acid. For example, sulfuric acid (H2 SO4 ), which is found in car batteries, is a strong acid because nearly all of it breaks down into ions when it dissolves in water. On the other hand, acetic acid (CH3 CO2 H), which is the acid in vinegar, is a weak acid because less than 1 percent of it breaks down into ions in water.",nearly all of it breaks down into ions when it dissolves in water .,"For example , sulfuric acid -LRB- H2 SO4 -RRB- , which is found in car batteries , is a strong acid"
76,"For example, sulfuric acid (H2 SO4 ), which is found in car batteries, is a strong acid because nearly all of it breaks down into ions when it dissolves in water. On the other hand, acetic acid (CH3 CO2 H), which is the acid in vinegar, is a weak acid because less than 1 percent of it breaks down into ions in water. The strength of a base depends on how many hydroxide ions it produces when it dissolves in water.",less than 1 percent of it breaks down into ions in water .,"On the other hand , acetic acid -LRB- CH3 CO2 H -RRB- , which is the acid in vinegar , is a weak acid"
76,"A stronger base produces more hydroxide ions than a weaker base. For example, sodium hydroxide (NaOH), a base in drain cleaner, is a strong base because all of it breaks down into ions when it dissolves in water. Calcium carbonate (CaCO3 ), a base in antacids, is a weak base because only a small percentage of it breaks down into ions in water.",all of it breaks down into ions when it dissolves in water .,"For example , sodium hydroxide -LRB- NaOH -RRB- , a base in drain cleaner , is a strong base"
76,"For example, sodium hydroxide (NaOH), a base in drain cleaner, is a strong base because all of it breaks down into ions when it dissolves in water. Calcium carbonate (CaCO3 ), a base in antacids, is a weak base because only a small percentage of it breaks down into ions in water. ",only a small percentage of it breaks down into ions in water .,"Calcium carbonate -LRB- CaCO3 -RRB- , a base in antacids , is a weak base"
48,"Bases have a pH greater than 7, and the strongest bases have a pH close to 14. Its important to realize that the pH scale is based on powers of ten. For example, a solution with a pH of 8 is 10 times more basic than a solution with a pH of 7, and a solution with a pH of 9 is 100 times more basic than a solution with a pH of 7.",powers of ten,Its important to realize that the pH scale is
76,Most of the energy used by living things comes either directly or indirectly from the sun. Thats because sunlight provides the energy for photosynthesis. This is the process in which plants and certain other organisms synthesize glucose (C6 H12 O6 ).,sunlight provides the energy for photosynthesis .,of the energy used by living things comes either directly or indirectly from the sun . Thats
16,"In a position-time graph, the velocity of the moving object is represented by the slope, or steepness, of the graph line. If the graph line is horizontal, like the line after time = 5 seconds in Graph 2 in the Figure 1.2, then the slope is zero and so is the velocity.","the graph line is horizontal , like the line after time = 5 seconds in Graph 2 in the Figure 1.2",the slope is zero
0,"If the graph line is horizontal, like the line after time = 5 seconds in Graph 2 in the Figure 1.2, then the slope is zero and so is the velocity. The position of the object is not changing.","If the graph line is horizontal , like the line after time = 5 seconds in Graph 2 in the Figure 1.2 , then the slope is zero",is the velocity .
29, The diver has energy because of her position high above the pool. The type of energy she has is called potential energy.,The diver has energy,. The type of energy she has is called potential energy
46,"Potential energy is energy that is stored in a person or object. Often, the person or object has potential energy because of its position or shape. Q:",its position or shape,"Often , the person or object has potential energy"
75,"A : Because the diver is high above the water, she has the potential to fall toward Earth because of gravity. This gives her potential energy.",the diver is high above the water,she has the potential to fall toward Earth because of gravity .
46,"A : Because the diver is high above the water, she has the potential to fall toward Earth because of gravity. This gives her potential energy.",gravity,she has the potential to fall toward Earth
71," Potential energy due to the position of an object above Earths surface is called gravitational potential energy. Like the diver on the diving board, anything that is raised up above Earths surface has the potential to fall because of gravity.",the position of an object above Earths surface,is called gravitational potential energy .
29,"Potential energy due to the position of an object above Earths surface is called gravitational potential energy. Like the diver on the diving board, anything that is raised up above Earths surface has the potential to fall because of gravity. You can see another example of people with gravitational potential energy in the Figure 1.1.","Like the diver on the diving board , anything that is raised up above Earths surface has the potential to fall",. You can see another example of people with gravitational potential energy in the Figure 1.1
80,"She weighs 140 Newtons, and the top of the hill is 4 meters higher than the bottom of the hill. As she sits at the top of the hill, the childs gravitational potential energy is: GPE = 140 N  ","she sits at the top of the hill , the childs gravitational potential energy is : GPE = 140",", and the top of the hill is 4 meters higher than the bottom of the hill ."
29,"For example, food and batteries both contain chemical energy. Nuclear energy is stored in the nuclei of atoms because of the strong forces that hold the nucleus together. Nuclei of radioactive elements such as uranium are unstable, so they break apart and release the stored energy.",Nuclear energy is stored in the nuclei of atoms,that hold the nucleus together .
0,"Nuclear energy is stored in the nuclei of atoms because of the strong forces that hold the nucleus together. Nuclei of radioactive elements such as uranium are unstable, so they break apart and release the stored energy. ",Nuclei of radioactive elements such as uranium are unstable,they break apart and release the stored energy .
71, Potential energy due to an objects shape is called elastic potential energy. This energy results when an elastic object is stretched or compressed.,an objects shape,is called elastic potential energy .
68,Q: The girl in the Figure 1.3 is giving the elastic band of her slingshot potential energy by stretching it. Shes holding a small stone against the stretched band.,stretching it,The girl in the Figure 1.3 is giving the elastic band of her slingshot potential energy
76,"If the team of horses and the tractor do the same amount of work plowing a field, which will get the job done faster? A: The tractor will get the job done faster because it has more power. In fact, because the tractor has 30 times the power of the six-horse team, ideally it can do the same work 30 times faster!",it has more power .,A : The tractor will get the job done faster
75,"A: The tractor will get the job done faster because it has more power. In fact, because the tractor has 30 times the power of the six-horse team, ideally it can do the same work 30 times faster! ",the tractor has 30 times the power of the six-horse team,ideally it can do the same work 30 times faster !
14," You can also calculate work if you know power and time by rewriting the power equation above as: Work = Power  Time For example, if you use a 1000-watt microwave oven for 20 seconds, how much work does it do?",you know power and time by rewriting the power equation above as : Work = Power Time,You can also calculate work
67," You can also calculate work if you know power and time by rewriting the power equation above as: Work = Power  Time For example, if you use a 1000-watt microwave oven for 20 seconds, how much work does it do?",rewriting the power equation above as,: Work = Power Time
14," Power can be calculated using the formula above if the amount of work and time are known. For example, assume that a microwave oven does 24,000 joules of work in 30 seconds.",the amount of work and time are known .,Power can be calculated using the formula above
0,"A: The 1000-watt microwave oven has more power, so it will heat the same amount of food in less time. ",The 1000-watt microwave oven has more power,it will heat the same amount of food in less time .
0,"Power can be represented by the equation: Power = Work Time In this equation, work is measured in joules (J) and time is measured in seconds (s), so power is expressed in joules per second (J/s). This is the SI unit for power, also known as the watt (W).",", work is measured in joules -LRB- J -RRB- and time is measured in seconds -LRB- s -RRB-",power is expressed in joules per second -LRB- J/s -RRB- .
0,"A: The 60-watt bulb is more powerful, so it produces brighter light. Compared with a less powerful device, a more powerful device can either do more work in the same time or do the same work in less time.",The 60-watt bulb is more powerful,it produces brighter light .
76,"This type of motion is called projectile motion. It occurs whenever an object curves down toward the ground because it has both a horizontal force and the downward force of gravity acting on it. Because of projectile motion, to hit the bulls eye of a target with an arrow, you actually have to aim for a spot above the bulls eye.",it has both a horizontal force and the downward force of gravity acting on it .,It occurs whenever an object curves down toward the ground
29,"It occurs whenever an object curves down toward the ground because it has both a horizontal force and the downward force of gravity acting on it. Because of projectile motion, to hit the bulls eye of a target with an arrow, you actually have to aim for a spot above the bulls eye. You can see in theFigure 1.2 what happens if you aim at the bulls eye instead of above it.",It occurs whenever an object curves down toward the ground because it has both a horizontal force and the downward force of gravity acting on it,", to hit the bulls eye of a target with an arrow , you actually have to aim for a spot above the bulls eye ."
14,"Because of projectile motion, to hit the bulls eye of a target with an arrow, you actually have to aim for a spot above the bulls eye. You can see in theFigure 1.2 what happens if you aim at the bulls eye instead of above it. ",you aim at the bulls eye instead of above it .,You can see in theFigure 1.2 what happens
68,Ionic compounds are compounds that contain positive metal ions and negative nonmetal ions held together by ionic bonds. (Ions are atoms that have become charged particles by gaining or losing electrons.) An example of an acid is hydrogen chloride (HCl).,gaining or losing electrons,Ions are atoms that have become charged particles
88,"The pH value of a solution represents its concentration of hydrogen ions. A pH value of 7 indicates a neutral solution, and a pH value less than 7 indicates an acidic solution. The lower the pH value is, the greater is the concentration of hydrogen ions and the stronger the acid.",A pH value of 7,"a neutral solution , and a pH value less than 7 indicates an acidic solution ."
76,"Acids have certain other properties as well. For example, acids can conduct electricity when dissolved in water because they consist of charged particles in solution. (Electric current is a flow of charged particles.)",they consist of charged particles in solution .,"For example , acids can conduct electricity when dissolved in water"
0," Certain compounds, called indicators, change color when acids come into contact with them, so indicators can be used to detect acids. An example of an indicator is the compound called litmus.","Certain compounds , called indicators , change color when acids come into contact with them",indicators can be used to detect acids .
15,"It is placed on small strips of paper that may be red or blue. If you place a few drops of acid on a strip of blue litmus paper, the paper will turn red. You can see this in the Figure 1.2.",you place a few drops of acid on a strip of blue litmus paper,the paper will turn red .
44,"You can see this in the Figure 1.2. Litmus isnt the only indicator for detecting acids. Red cabbage juice also works well, as you can see in this entertaining video.",detecting acids,Litmus isnt the only indicator
80,"Litmus isnt the only indicator for detecting acids. Red cabbage juice also works well, as you can see in this entertaining video. Click image to the left or use the URL below.",you can see in this entertaining video .,Red cabbage juice also works well
88,"The strength of bases is measured on a scale called the pH scale, which ranges from 0 to 14. On this scale, a pH value of 7 indicates a neutral solution, and a pH value greater than 7 indicates a basic solution. The higher the pH value is, the stronger the base.",a pH value of 7,"a neutral solution , and a pH value greater than 7 indicates a basic solution ."
88,"The strength of bases is measured on a scale called the pH scale, which ranges from 0 to 14. On this scale, a pH value of 7 indicates a neutral solution, and a pH value greater than 7 indicates a basic solution. The higher the pH value is, the stronger the base.","a neutral solution , and a pH value greater than 7",a basic solution
0," Certain compounds, called indicators, change color when bases come into contact with them, so they can be used to detect bases. An example of an indicator is a compound called litmus.","Certain compounds , called indicators , change color when bases come into contact with them",they can be used to detect bases .
15,"It is placed on small strips of paper that may be red or blue. If you place a few drops of a base on a strip of red litmus paper, the paper will turn blue. You can see this in the Figure 1.1.",you place a few drops of a base on a strip of red litmus paper,the paper will turn blue .
80,"Litmus isnt the only detector of bases. Red cabbage juice can also detect bases, as you can see in this video. Click image to the left or use the URL below.",you can see in this video .,Red cabbage juice can also detect bases
76,An ionic com- pound contains positive metal ions and negative nonmetal ions held together by ionic bonds. (Ions are atoms that have become charged particles because they have either lost or gained electrons.) An example of a base is sodium hydroxide (NaOH).,they have either lost or gained electrons .,-LRB- Ions are atoms that have become charged particles
76,"Thats because its a base. In addition, bases conduct electricity when dissolved in water because they consist of charged particles in solution. (Electric current is a flow of charged particles.)",they consist of charged particles in solution .,"In addition , bases conduct electricity when dissolved in water"
15,"The sun is about 150 million kilometers (93 million miles) from Earth, but it takes electromagnetic radiation only 8 minutes to reach Earth from the sun. If you could move that fast, you would be able to travel around Earth 7.5 times in just 1 second! ",you could move that fast,you would be able to travel around Earth 7.5 times in just 1 second !
