,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
1889,1889,"UK law only required # 1 of capital to start a company, while Denmark 's legislature took the view companies should only be started up if they had 200,000 Danish krone (around $ 27,000) to protect creditors if the company failed and went insolvent. The Court of Justice held that Denmark 's minimum capital law infringed Centros Ltd 's freedom of establishment and could not be justified, because a company in the UK could admittedly provide services in Denmark without being established there, and there were less restrictive means of achieving the aim of creditor protection. This approach was criticised as potentially opening the EU to unjustified regulatory competition, and a race to the bottom in standards, like in the US where the state Delaware attracts most companies and is often argued to have the worst standards of accountability of boards, and low corporate taxes as a result.",and there were less restrictive means of achieving the aim of creditor protection,"why did the court of justice believe centros ltd could not be established in the uk ?
",495,575,denmark ' s minimum capital law infringed centros ltd ' s freedom of establishment,0.08333333333333333
1890,1890,"Some scientists argue that the rainforest was reduced to small, isolated refugia separated by open forest and grassland; other scientists argue that the rainforest remained largely intact but extended less far to the north, south, and east than is seen today. This debate has proved difficult to resolve because the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin, and both explanations are reasonably well supported by the available data. ",the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin,"why has the debate over the extent of the rainforest been difficult to resolve ?
",312,440,the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the amazon basin,1.0
1891,1891,"Some scientists argue that the rainforest was reduced to small, isolated refugia separated by open forest and grassland; other scientists argue that the rainforest remained largely intact but extended less far to the north, south, and east than is seen today. This debate has proved difficult to resolve because the practical limitations of working in the rainforest mean that data sampling is biased away from the center of the Amazon basin, and both explanations are reasonably well supported by the available data. ",and both explanations are reasonably well supported by the available data,"are the two explanations supported by the available data ?
",443,515,both explanations are reasonably well supported by the available data,0.9473684210526316
1892,1892,"The phylum has a wide range of body forms, including the flattened, deep-sea platyctenids, in which the adults of most species lack combs, and the coastal beroids, which lack tentacles and prey on other ctenophores by using huge mouths armed with groups of large, stiffened cilia that act as teeth. These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use. ",they specialize in different types of prey,"why do different species build huge populations in the same area ?
",393,434,they specialize in different types of prey,1.0
1893,1893,"The phylum has a wide range of body forms, including the flattened, deep-sea platyctenids, in which the adults of most species lack combs, and the coastal beroids, which lack tentacles and prey on other ctenophores by using huge mouths armed with groups of large, stiffened cilia that act as teeth. These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use. ",which they capture by as wide a range of methods as spiders use,"how do different species of spiders capture different types of prey ?
",437,499,by as wide a range of methods,0.6666666666666666
1894,1894,"The two-tentacled ""cydippid"" Lampea feeds exclusively on salps, close relatives of sea-squirts that form large chain-like floating colonies, and juveniles of Lampea attach themselves like parasites to salps that are too large for them to swallow. Members of the cydippid genus Pleurobrachia and the lobate Bolinopsis often reach high population densities at the same place and time because they specialize in different types of prey: Pleurobrachia 's long tentacles mainly capture relatively strong swimmers such as adult copepods, while Bolinopsis generally feeds on smaller, weaker swimmers such as rotifers and mollusc and crustacean larvae. ",they specialize in different types of prey: Pleurobrachia 's long tentacles mainly capture relatively strong swimmers such as adult copepods,"why do members of the genus pleurobrachia and the lobate bolinopsis often reach high population densities at the same time ?
",390,529,they specialize in different types of prey,0.5185185185185185
1895,1895,"The two-tentacled ""cydippid"" Lampea feeds exclusively on salps, close relatives of sea-squirts that form large chain-like floating colonies, and juveniles of Lampea attach themselves like parasites to salps that are too large for them to swallow. Members of the cydippid genus Pleurobrachia and the lobate Bolinopsis often reach high population densities at the same place and time because they specialize in different types of prey: Pleurobrachia 's long tentacles mainly capture relatively strong swimmers such as adult copepods, while Bolinopsis generally feeds on smaller, weaker swimmers such as rotifers and mollusc and crustacean larvae. ","while Bolinopsis generally feeds on smaller, weaker swimmers such as rotifers and mollusc and crustacean larvae","what type of prey does the lobate bolinopsis eat ?
",532,642,"smaller , weaker swimmers",0.3157894736842105
1896,1896,"The simplicity of Frame Relay makes it faster and more efficient than X. 25. Because Frame relay is a data link layer protocol, like X. 25 it does not define internal network routing operations. For X. 25 its packet IDs--the virtual circuit and virtual channel numbers have to be correlated to network addresses.",Frame relay is a data link layer protocol,"why does frame relay not define internal network routing operations ?
",85,125,because frame relay is a data link layer protocol,0.9333333333333333
1897,1897,"The simplicity of Frame Relay makes it faster and more efficient than X. 25. Because Frame relay is a data link layer protocol, like X. 25 it does not define internal network routing operations. For X. 25 its packet IDs--the virtual circuit and virtual channel numbers have to be correlated to network addresses.",like X. 25 it does not define internal network routing operations,"why is frame relay faster than x . 25 ?
",128,192,the simplicity,0.0
1898,1898,"In the shallow crust, where brittle deformation can occur, thrust faults form, which cause deeper rock to move on top of shallower rock. Because deeper rock is often older, as noted by the principle of superposition, this can result in older rocks moving on top of younger ones. Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault.",deeper rock is often older,"why do thrust faults cause older rocks to move on top of younger ones ?
",145,170,because deeper rock is often older,0.9090909090909091
1899,1899,"In the shallow crust, where brittle deformation can occur, thrust faults form, which cause deeper rock to move on top of shallower rock. Because deeper rock is often older, as noted by the principle of superposition, this can result in older rocks moving on top of younger ones. Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault.","as noted by the principle of superposition, this can result in older rocks moving on top of younger ones","why does deeper rock move on top of shallower rock ?
",173,276,thrust faults form,0.0
1900,1900,"Because deeper rock is often older, as noted by the principle of superposition, this can result in older rocks moving on top of younger ones. Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault. Deeper in the Earth, rocks behave plastically, and fold instead of faulting.",rock layers are dragged along,"why are faults not planar ?
",239,267,"movement along faults can result in folding , either because the faults are not planar or because rock layers are dragged along , forming drag folds as slip occurs along the fault",0.30303030303030304
1901,1901,"Because deeper rock is often older, as noted by the principle of superposition, this can result in older rocks moving on top of younger ones. Movement along faults can result in folding, either because the faults are not planar or because rock layers are dragged along, forming drag folds as slip occurs along the fault. Deeper in the Earth, rocks behave plastically, and fold instead of faulting.",forming drag folds as slip occurs along the fault,"what happens when rock layers are dragged along a fault ?
",270,318,drag folds,0.4
1902,1902,"Likewise, when Carter Wentworth was charged for his role in the Clamshell Alliance 's 1977 illegal occupation of the Seabrook Station Nuclear Power Plant, the judge instructed the jury to disregard his competing harms defense, and he was found guilty. Fully Informed Jury Association activists have sometimes handed out educational leaflets inside courthouses despite admonitions not to; according to FIJA, many of them have escaped prosecution because ""prosecutors have reasoned (correctly) that if they arrest fully informed jury leafleters, the leaflets will have to be given to the leafleter 's own jury as evidence."" ",prosecutors have reasoned (correctly) that if they arrest fully informed jury leafleters,"why haven ' t fully informed jury association activists been prosecuted ?
",454,541,,0.0
1903,1903,"Likewise, when Carter Wentworth was charged for his role in the Clamshell Alliance 's 1977 illegal occupation of the Seabrook Station Nuclear Power Plant, the judge instructed the jury to disregard his competing harms defense, and he was found guilty. Fully Informed Jury Association activists have sometimes handed out educational leaflets inside courthouses despite admonitions not to; according to FIJA, many of them have escaped prosecution because ""prosecutors have reasoned (correctly) that if they arrest fully informed jury leafleters, the leaflets will have to be given to the leafleter 's own jury as evidence."" ",the leaflets will have to be given to the leafleter 's own jury as evidence,"what happens if prosecutors arrest fully informed jury leafleters ?
",544,618,the leaflets will have to be given to the leafleter ' s own jury as evidence,1.0
1904,1904,"Underbids happen when builders ask for too little money to complete the project. Cash flow problems exist when the present amount of funding cannot cover the current costs for labour and materials, and because they are a matter of having sufficient funds at a specific time, can arise even when the overall total is enough. Fraud is a problem in many fields, but is notoriously prevalent in the construction field.",they are a matter of having sufficient funds at a specific time,"why can cash flow problems arise even when the overall total is insufficient ?
",210,272,because they are a matter of having sufficient funds at a specific time,0.9523809523809523
1905,1905,"Underbids happen when builders ask for too little money to complete the project. Cash flow problems exist when the present amount of funding cannot cover the current costs for labour and materials, and because they are a matter of having sufficient funds at a specific time, can arise even when the overall total is enough. Fraud is a problem in many fields, but is notoriously prevalent in the construction field.",can arise even when the overall total is enough,"when can cash flow problems arise ?
",275,321,when the present amount of funding cannot cover the current costs for labour and materials,0.09523809523809525
1906,1906,"High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth. Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict. Policies aiming at controlling unemployment and in particular at reducing its inequality-associated effects support economic growth.",it generates redistributive pressures and subsequent distortions,"why can unemployment harm growth ?
",218,281,it is a waste of resources,0.16666666666666666
1907,1907,"High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth. Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict. Policies aiming at controlling unemployment and in particular at reducing its inequality-associated effects support economic growth.","drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict","what are some negative effects of unemployment ?
",284,427,"it generates redistributive pressures and subsequent distortions , drives people to poverty , constrains liquidity limiting labor mobility , and erodes self - esteem promoting social dislocation , unrest and conflict",0.7727272727272727
1908,1908,"High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth. Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict. Policies aiming at controlling unemployment and in particular at reducing its inequality-associated effects support economic growth.",it generates redistributive pressures and subsequent distortions,"why can unemployment harm growth ?
",218,281,it is a waste of resources,0.16666666666666666
1909,1909,"High and persistent unemployment, in which inequality increases, has a negative effect on subsequent long-run economic growth. Unemployment can harm growth not only because it is a waste of resources, but also because it generates redistributive pressures and subsequent distortions, drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict. Policies aiming at controlling unemployment and in particular at reducing its inequality-associated effects support economic growth.","drives people to poverty, constrains liquidity limiting labor mobility, and erodes self-esteem promoting social dislocation, unrest and conflict","what are some negative effects of unemployment ?
",284,427,"it generates redistributive pressures and subsequent distortions , drives people to poverty , constrains liquidity limiting labor mobility , and erodes self - esteem promoting social dislocation , unrest and conflict",0.7727272727272727
1910,1910," When the Mongols placed the Uighurs of the Kingdom of Qocho over the Koreans at the court the Korean King objected, then the Mongol Emperor Kublai Khan rebuked the Korean King, saying that the Uighur King of Qocho was ranked higher than the Karluk Kara-Khanid ruler, who in turn was ranked higher than the Korean King, who was ranked last, because the Uighurs surrendered to the Mongols first, the Karluks surrendered after the Uighurs, and the Koreans surrendered last, and that the Uighurs surrendered peacefully without violently resisting. ",the Uighurs surrendered to the Mongols first,"why were the uighurs higher than the karluk kara - khanid ruler ?
",349,392,the uighurs surrendered to the mongols,0.888888888888889
1911,1911," When the Mongols placed the Uighurs of the Kingdom of Qocho over the Koreans at the court the Korean King objected, then the Mongol Emperor Kublai Khan rebuked the Korean King, saying that the Uighur King of Qocho was ranked higher than the Karluk Kara-Khanid ruler, who in turn was ranked higher than the Korean King, who was ranked last, because the Uighurs surrendered to the Mongols first, the Karluks surrendered after the Uighurs, and the Koreans surrendered last, and that the Uighurs surrendered peacefully without violently resisting. ","the Karluks surrendered after the Uighurs, and the Koreans surrendered last, and that the Uighurs surrendered peacefully without violently resisting","why did kublai khan rebuke the korean king ?
",395,542,the uighur king of qocho was ranked higher than the karluk kara - khanid ruler,0.0
1912,1912,"A natural number greater than 1 that is not a prime number is called a composite number. For example, 5 is prime because 1 and 5 are its only positive integer factors, whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6. The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering.",1 and 5 are its only positive integer factors,"why is 5 a prime number ?
",121,165,1 and 5 are its only positive integer factors,1.0
1913,1913,"A natural number greater than 1 that is not a prime number is called a composite number. For example, 5 is prime because 1 and 5 are its only positive integer factors, whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6. The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering.",whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6,"why is 6 a composite number ?
",168,248,it has the divisors 2 and 3 in addition to 1 and 6,0.8275862068965517
1914,1914,"Deterministic algorithms provide a way to tell for sure whether a given number is prime or not. For example, trial division is a deterministic algorithm because, if performed correctly, it will always identify a prime number as prime and a composite number as composite. Probabilistic algorithms are normally faster, but do not completely prove that a number is prime.",if performed correctly,"when will trial division always identify a prime number as prime and a composite number as composite ?
",162,183,if performed correctly,1.0
1915,1915,"Deterministic algorithms provide a way to tell for sure whether a given number is prime or not. For example, trial division is a deterministic algorithm because, if performed correctly, it will always identify a prime number as prime and a composite number as composite. Probabilistic algorithms are normally faster, but do not completely prove that a number is prime.",it will always identify a prime number as prime and a composite number as composite,"why is trial division a deterministic algorithm ?
",186,268,"because , if performed correctly , it will always identify a prime number as prime and a composite number as composite",0.8666666666666666
1916,1916," Throughout the 1980s and 1990s, demand for a Scottish Parliament grew, in part because the government of the United Kingdom was controlled by the Conservative Party, while Scotland itself elected relatively few Conservative MPs. In the aftermath of the 1979 referendum defeat, the Campaign for a Scottish Assembly was initiated as a pressure group, leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches, political parties and representatives of industry taking part.",the government of the United Kingdom was controlled by the Conservative Party,"why did demand for a scottish parliament grow in the 1980s and 1990s ?
",88,164,the government of the united kingdom was controlled by the conservative party,1.0
1917,1917," Throughout the 1980s and 1990s, demand for a Scottish Parliament grew, in part because the government of the United Kingdom was controlled by the Conservative Party, while Scotland itself elected relatively few Conservative MPs. In the aftermath of the 1979 referendum defeat, the Campaign for a Scottish Assembly was initiated as a pressure group, leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches, political parties and representatives of industry taking part.",while Scotland itself elected relatively few Conservative MPs,"why did the demand for a scottish parliament grow ?
",167,227,the government of the united kingdom was controlled by the conservative party,0.11764705882352941
1918,1918," Islamism is a controversial concept not just because it posits a political role for Islam but also because its supporters believe their views merely reflect Islam, while the contrary idea that Islam is, or can be, apolitical is an error. Scholars and observers who do not believe that Islam is merely a political ideology include Fred Halliday, John Esposito and Muslim intellectuals like Javed Ahmad Ghamidi.",its supporters believe their views merely reflect Islam,"why is islamism controversial ?
",108,162,its supporters believe their views merely reflect islam,1.0
1919,1919," Islamism is a controversial concept not just because it posits a political role for Islam but also because its supporters believe their views merely reflect Islam, while the contrary idea that Islam is, or can be, apolitical is an error. Scholars and observers who do not believe that Islam is merely a political ideology include Fred Halliday, John Esposito and Muslim intellectuals like Javed Ahmad Ghamidi.","while the contrary idea that Islam is, or can be, apolitical is an error","what is the difference between islamism and islamism ?
",165,236,"islam is , or can be , apolitical is an error",0.8
1920,1920,"Key to their thinking is the idea of empire ` informally if possible and formally if necessary. '""-LSB-attribution needed-RSB-Because of the resources made available by imperialism, the world 's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous. ",of the resources made available by,"why did the world ' s economy grow significantly before world war i ?
",134,167,because of the resources made available by imperialism,0.8333333333333333
1921,1921,"Key to their thinking is the idea of empire ` informally if possible and formally if necessary. '""-LSB-attribution needed-RSB-Because of the resources made available by imperialism, the world 's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous. ","the world 's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous","what happened to the world ' s economy as a result of imperialism ?
",182,343,grew significantly,0.16
1922,1922," Pushing against an object on a frictional surface can result in a situation where the object does not move because the applied force is opposed by static friction, generated between the object and the table surface. For a situation with no movement, the static friction force exactly balances the applied force resulting in no acceleration.",the applied force is opposed by static friction,"why does an object not move when pushing against a frictional surface ?
",116,162,the applied force is opposed by static friction,1.0
1923,1923," Pushing against an object on a frictional surface can result in a situation where the object does not move because the applied force is opposed by static friction, generated between the object and the table surface. For a situation with no movement, the static friction force exactly balances the applied force resulting in no acceleration.",generated between the object and the table surface,"what is static friction ?
",165,214,generated between the object and the table surface,1.0
1924,1924,"O 2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky, which is due to Rayleigh scattering of blue light). High-purity liquid O",Rayleigh scattering of blue light,"what causes the blue color of the sky ?
",146,178,rayleigh scattering of blue light,1.0
1925,1925,"O 2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky, which is due to Rayleigh scattering of blue light). High-purity liquid O",2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky,"what is the definition of o ?
",2,127,,0.0
1926,1926," The unusually high concentration of oxygen gas on Earth is the result of the oxygen cycle. This biogeochemical cycle describes the movement of oxygen within and between its three main reservoirs on Earth: the atmosphere, the biosphere, and the lithosphere.",the oxygen cycle,"what causes the unusually high concentration of oxygen gas on earth ?
",74,89,the oxygen cycle,1.0
1927,1927," The unusually high concentration of oxygen gas on Earth is the result of the oxygen cycle. This biogeochemical cycle describes the movement of oxygen within and between its three main reservoirs on Earth: the atmosphere, the biosphere, and the lithosphere.",The unusually high concentration of oxygen gas on Earth,"what is the result of the oxygen cycle ?
",1,55,the unusually high concentration of oxygen gas,0.8571428571428571
1928,1928,"This recognition signal triggers a rapid killing response. The speed of the response is a result of signal amplification that occurs following sequential proteolytic activation of complement molecules, which are also proteases. After complement proteins initially bind to the microbe, they activate their protease activity, which in turn activates other complement proteases, and so on.","signal amplification that occurs following sequential proteolytic activation of complement molecules, which are also proteases","what causes the speed of the response ?
",100,225,signal amplification,0.23529411764705882
1929,1929,"This recognition signal triggers a rapid killing response. The speed of the response is a result of signal amplification that occurs following sequential proteolytic activation of complement molecules, which are also proteases. After complement proteins initially bind to the microbe, they activate their protease activity, which in turn activates other complement proteases, and so on.",The speed of the response,"what is the result of signal amplification that occurs following sequential proteolytic activation of complement molecules ?
",59,83,the speed of the response,1.0
1930,1930,"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling.",market demand,"what caused the value of the dollar to rise and fall ?
",316,328,market demand,1.0
1931,1931,"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling.","The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall","what happened to the value of the dollar after the bretton woods accord ?
",91,301,float,0.05882352941176471
1932,1932,"but they can refer questions to the EU court for a preliminary ruling. The CJEU 's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.",the principles it deems to be appropriate,"what does the cjeu have the ability to expand and develop the law according to ?
",268,308,the principles it deems to be appropriate,1.0
1933,1933,"but they can refer questions to the EU court for a preliminary ruling. The CJEU 's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.","The CJEU 's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law","what is the duty of the cjeu ?
",71,253,"to "" ensure that in the interpretation and application of the treaties the law is observed",0.631578947368421
1934,1934,"Packets are normally forwarded by intermediate network nodes asynchronously using first-in, first-out buffering, but may be forwarded according to some scheduling discipline for fair queuing, traffic shaping, or for differentiated or guaranteed quality of service, such as weighted fair queuing or leaky bucket. In case of a shared physical medium (such as radio or 10BASE5), the packets may be delivered according to a multiple access scheme. ",a multiple access scheme,"how are packets delivered in the case of a shared physical medium ?
",418,441,according to a multiple access scheme,0.7499999999999999
1935,1935,"Packets are normally forwarded by intermediate network nodes asynchronously using first-in, first-out buffering, but may be forwarded according to some scheduling discipline for fair queuing, traffic shaping, or for differentiated or guaranteed quality of service, such as weighted fair queuing or leaky bucket. In case of a shared physical medium (such as radio or 10BASE5), the packets may be delivered according to a multiple access scheme. ","In case of a shared physical medium (such as radio or 10BASE5), the packets may be delivered","what happens if there is a multiple access scheme ?
",312,403,a shared physical medium,0.33333333333333337
1936,1936,"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts ' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",the courts ' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments,"why is government funding of religious schools subject to restrictions ?
",303,418,the courts ' interpretation of the establishment clause of the first amendment or individual state blaine amendments,1.0
1937,1937,"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts ' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",Government funding for religious schools is either subject to restrictions or possibly forbidden,"is government funding for religious schools allowed ?
",192,287,government funding for religious schools is either subject to restrictions or possibly forbidden,1.0
1938,1938,"As of 2010-LSB-update-RSB-, there were 821,784 people and 366,273 households in the city. Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census. Jacksonville has Florida 's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census.",the 2000 United States Census,"what census found a population of 5 , 751 in jacksonville ?
",199,227,2000 united states census,1.0
1939,1939,"As of 2010-LSB-update-RSB-, there were 821,784 people and 366,273 households in the city. Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census. Jacksonville has Florida 's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census.","Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751","what is the largest arab population in florida ?
",90,184,"jacksonville has the country ' s tenth - largest arab population , with a total population of 5 , 751",0.7692307692307692
1940,1940," Wealth concentration is a theoretical-LSB-according to whom?-RSB-process by which, under certain conditions, newly created wealth concentrates in the possession of already-wealthy individuals or entities.",whom?-RSB,"according to what does lsb stand for ?
",56,64,whom,0.0
1941,1941," Wealth concentration is a theoretical-LSB-according to whom?-RSB-process by which, under certain conditions, newly created wealth concentrates in the possession of already-wealthy individuals or entities.",Wealth concentration is a theoretical-LSB,"what type of lsb is wealth concentration ?
",1,41,theoretical,0.0
1942,1942,"This contrasts with the formal style of ""Prayers"", which is the first item of business in meetings of the House of Commons. Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census. Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau.",the Scottish census,"who determines the balance of religious beliefs in the house of commons ?
",238,256,the scottish census,1.0
1943,1943,"This contrasts with the formal style of ""Prayers"", which is the first item of business in meetings of the House of Commons. Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census. Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau.",Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs,"how are the speakers chosen in prayers ?
",124,223,to represent the balance of religious beliefs,0.5714285714285715
1944,1944,"The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote. Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line. MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties.",the party line,"what do whips ensure party members vote according to ?
",229,242,the party line,1.0
1945,1945,"The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote. Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line. MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties.","Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote","what do parties do to ensure that members vote according to the party line ?
",123,214,whips,0.125
1946,1946,"It was re-established in April 1991, following the end of the post-war communist control of the country and the reintroduction of a free-market economy. Today, the Warsaw Stock Exchange (WSE) is, according to many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009. From 1991 until 2000, the stock exchange was, ironically, located in the building previously used as the headquarters of the Polish United Workers ' Party (PZPR).","many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009","how many companies are listed on the warsaw stock exchange ?
",209,349,374,0.08333333333333333
1947,1947,"It was re-established in April 1991, following the end of the post-war communist control of the country and the reintroduction of a free-market economy. Today, the Warsaw Stock Exchange (WSE) is, according to many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009. From 1991 until 2000, the stock exchange was, ironically, located in the building previously used as the headquarters of the Polish United Workers ' Party (PZPR).","Today, the Warsaw Stock Exchange (WSE) is","what is the largest market in the region ?
",153,193,the warsaw stock exchange,0.6666666666666666
1948,1948,"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted.",the referendum in France and the referendum in the Netherlands,"what caused the 2004 treaty establishing a constitution for europe to never come into force ?
",221,282,the referendum in france and the referendum in the netherlands,1.0
1949,1949,"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted.",the 2004 Treaty establishing a Constitution for Europe never came into force,"what happened as a result of the referendums in france and the netherlands ?
",285,360,the 2004 treaty establishing a constitution for europe never came into force,1.0
1950,1950,"Neutrophils are normally found in the bloodstream and are the most abundant type of phagocyte, normally representing 50% to 60% of the total circulating leukocytes. During the acute phase of inflammation, particularly as a result of bacterial infection, neutrophils migrate toward the site of inflammation in a process called chemotaxis, and are usually the first cells to arrive at the scene of infection. Macrophages are versatile cells that reside within tissues and produce a wide array of chemicals including enzymes, complement proteins, and regulatory factors such as interleukin 1.",bacterial infection,"neutrophils migrate to the site of inflammation due to what ?
",233,251,bacterial infection,1.0
1951,1951,"Neutrophils are normally found in the bloodstream and are the most abundant type of phagocyte, normally representing 50% to 60% of the total circulating leukocytes. During the acute phase of inflammation, particularly as a result of bacterial infection, neutrophils migrate toward the site of inflammation in a process called chemotaxis, and are usually the first cells to arrive at the scene of infection. Macrophages are versatile cells that reside within tissues and produce a wide array of chemicals including enzymes, complement proteins, and regulatory factors such as interleukin 1.","neutrophils migrate toward the site of inflammation in a process called chemotaxis, and are usually the first cells to arrive at the scene of infection","how do neutrophils respond to acute inflammation ?
",254,404,chemotaxis,0.0909090909090909
1952,1952,"Since ~ 3000 yr BP (= years Before Present), human impact is seen in the delta. As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up. This caused increased flooding and sedimentation, ending peat formation in the delta.",increasing land clearance (Bronze Age agriculture),"what caused the sediment load of the rhine to speed up ?
",95,144,increasing land clearance,0.6666666666666666
