,Unnamed: 0,Unnamed: 0.1,PatternID,Text,Cause,Effect,cause_question,effect_question
821,821,880,72,"It is generally agreed within the legal community, and is often believed within the activist community, that a suspect 's talking to criminal investigators can serve no useful purpose, and may be harmful. However, some civil disobedients have nonetheless found it hard to resist responding to investigators ' questions, sometimes due to a lack of understanding of the legal ramifications, or due to a fear of seeming rude. Also, some civil disobedients seek to use the arrest as an opportunity to make an impression on the officers.",a lack of understanding of the legal ramifications,"However, some civil disobedients have nonetheless found it hard to resist responding to investigators ' questions, sometimes","why do some civil disobedients resist responding to investigators ' questions ?
","why do some civil disobedients refuse to answer investigators ' questions ?
"
822,822,881,72,"An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job.",the expendable nature of the worker in relation to his or her particular job,Competition amongst workers tends to drive down wages,"why does competition amongst workers drive down wages ?
","what happens when there is a shortage of workers ?
"
823,823,882,72,"Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members.",the nature of the job,Competition amongst employers tends to drive up wages,"why does competition among employers drive up wages ?
","what happens when there is a relative shortage of workers for the job ?
"
824,824,883,72,"Although the traditional Chinese elite were not given their share of power, the Mongols and the Semuren (various allied groups from Central Asia and the western end of the empire) largely remained strangers to the mainstream Chinese culture, and this dichotomy gave the Yuan regime a somewhat strong ""colonial"" coloration. The unequal treatment is possibly due to the fear of transferring power to the ethnic Chinese under their rule. The Mongols and Semuren were given certain advantages in the dynasty, and this would last even after the restoration of the imperial examination in the early 14th century.",the fear of transferring power to the ethnic Chinese under their rule,The unequal treatment is possibly,"why was the unequal treatment of the mongols and semuren ?
","why was there a fear of transferring power to the ethnic chinese under the yuan dynasty ?
"
825,825,884,72,"As people age, two things happen that negatively affect their vitamin D levels. First, they stay indoors more due to decreased activity levels. This means that they get less sun and therefore produce less cholecalciferol via UVB radiation.",decreased activity levels,"First, they stay indoors more","why do people stay indoors more as they age ?
","what happens as people age ?
"
826,826,885,72,"First, inflammation would cause serious cognitive and physical impairments if it were to occur during wake times. Second, inflammation may occur during sleep times due to the presence of melatonin. Inflammation causes a great deal of oxidative stress and the presence of melatonin during sleep times could actively counteract free radical production during this time.",the presence of melatonin,"Second, inflammation may occur during sleep times","why can inflammation occur during sleep times ?
","what happens when melatonin is present ?
"
827,827,886,72,"However, the harmonic series 1+1/2+1/3+1/4+... diverges (i.e., exceeds any given number), so there must be infinitely many primes. Another example of the richness of the zeta function and a glimpse of modern algebraic number theory is the following identity (Basel problem), due to Euler, ",Euler,Another example of the richness of the zeta function and a glimpse of modern algebraic number theory is the following identity (Basel problem),"who created the identity ( basel problem ) ?
","what is an example of the richness of the zeta function ?
"
828,828,887,72,"For the next three hundred years, Scotland was directly governed by the Parliament of Great Britain and the subsequent Parliament of the United Kingdom, both seated at Westminster, and the lack of a Parliament of Scotland remained an important element in Scottish national identity. Suggestions for a ` devolved ' Parliament were made before 1914, but were shelved due to the outbreak of the First World War. A sharp rise in nationalism in Scotland during the late 1960s fuelled demands for some form of home rule or complete independence, and in 1969 prompted the incumbent Labour government of Harold Wilson to set up the Kilbrandon Commission to consider the British constitution.",the outbreak of the First World War,"Suggestions for a ` devolved ' Parliament were made before 1914, but were shelved","why were suggestions for a devolved parliament shelved before 1914 ?
","what happened during the first world war ?
"
829,829,888,72,"Chamber debates and committee meetings are open to the public. Entry is free, but booking in advance is recommended due to limited space. Meetings are broadcast on the Parliament 's own channel Holyrood.tv and on the BBC 's parliamentary channel BBC Parliament.",limited space,"Entry is free, but booking in advance is recommended","why is booking in advance recommended ?
","why are chamber debates and committee meetings open to the public ?
"
830,830,889,72,"Given the geographical distribution of population in Scotland, this results in constituencies of a smaller area in the Central Lowlands, where the bulk of Scotland 's population live, and much larger constituency areas in the north and west of the country, which have a low population density. The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors, due to their dispersed population and distance from the Scottish Parliament in Edinburgh. If a Constituency MSP resigns from Parliament, this triggers a by-election in his or her constituency, where a replacement MSP is returned from one of the parties by the plurality system.",their dispersed population and distance from the Scottish Parliament in Edinburgh,"The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors","why are the island archipelagos of orkney , shetland and the western isles so small ?
","why is there a smaller number of electors ?
"
831,831,890,72,"The Islamic Republic has also maintained its hold on power in Iran in spite of US economic sanctions, and has created or assisted like-minded Shia terrorist groups in Iraq, Egypt, Syria, Jordan (SCIRI) and Lebanon (Hezbollah) (two Muslim countries that also have large Shiite populations). During the 2006 Israel-Lebanon conflict, the Iranian government enjoyed something of a resurgence in popularity amongst the predominantly Sunni ""Arab street,"" due to its support for Hezbollah and to President Mahmoud Ahmadinejad 's vehement opposition to the United States and his call that Israel shall vanish. ",its support for Hezbollah and to President Mahmoud Ahmadinejad 's vehement opposition to the United States and his call that Israel shall vanish,"During the 2006 Israel-Lebanon conflict, the Iranian government enjoyed something of a resurgence in popularity amongst the predominantly Sunni ""Arab street","why did the iranian government enjoy a resurgence in popularity during the 2006 israel - lebanon conflict ?
","what happened during the 2006 israel - lebanon conflict ?
"
832,832,891,72," In Afghanistan, the mujahideen 's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth. In 1992, the Democratic Republic of Afghanistan ruled by communist forces collapsed, and democratic Islamist elements of mujahdeen founded the Islamic State of Afghanistan.","a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth","In Afghanistan, the mujahideen 's victory against the Soviet Union in the 1980s did not lead to justice and prosperity","why did afghanistan ' s victory against the soviet union not lead to justice and prosperity ?
","why is afghanistan one of the poorest countries on earth ?
"
833,833,892,72,This idea from Lenin stresses how important new political world order has become in our modern era. Geopolitics now focuses on states becoming major economic players in the market; some states today are viewed as empires due to their political and economic authority over other nations. ,their political and economic authority over other nations,Geopolitics now focuses on states becoming major economic players in the market; some states today are viewed as empires,"why are some states today viewed as empires ?
","what has happened to geopolitics ?
"
834,834,893,72,"However, this internal colonialism faced resistance, as external colonialism did, but the anti-colonial presence was far less prominent due to the nearly complete dominance that the United States was able to assert over both indigenous peoples and African-Americans. In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient, ""due to their backward living, lack of democracy and the violation of women 's rights. The western world forgets during this process of converting the other that enlightenment and democracy are concepts that not all will agree upon"".",their backward living,"In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient","why did edward said say the united states was using aggressive means of attack against the orient ?
","what did edward said do in 2003 ?
"
835,835,894,72,"The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial proportions of close-to-wilderness areas (natural forests, wetlands along the Vistula) as well as arable land, meadows and forests. Bielany Forest, located within the borders of Warsaw, is the remaining part of the Masovian Primeval Forest.","the location of Warsaw within the border region of several big floral regions comprising substantial proportions of close-to-wilderness areas (natural forests, wetlands along the Vistula) as well as arable land, meadows and forests",The species richness is mainly,"why is warsaw ' s flora very rich ?
","why is the flora of warsaw so rich ?
"
836,836,895,72,"Like many cities in Central and Eastern Europe, infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy--though it is worth mentioning that the initial Three-Year Plan to rebuild Poland (especially Warsaw) was a major success, but what followed was very much the opposite. However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union. In particular, the city 's metro, roads, sidewalks, health care facilities and sanitation facilities have improved markedly.","solid economic growth, an increase in foreign investment as well as funding from the European Union","However, over the past decade Warsaw has seen many improvements","why has warsaw seen many improvements over the past decade ?
","what happened to warsaw ' s infrastructure over the past decade ?
"
837,837,896,72,"For many native populations, the elimination of French power in North America meant the disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession. The Ohio Country was particularly vulnerable to legal and illegal settlement due to the construction of military roads to the area by Braddock and Forbes. Although the Spanish takeover of the Louisiana territory (which was not completed until 1769) had modest repercussions, the British takeover of Spanish Florida resulted in the westward migration of tribes that did not want to do business with the British, and a rise in tensions between the Choctaw and the Creek, historic enemies whose divisions the British at times exploited.",the construction of military roads to the area by Braddock and Forbes,The Ohio Country was particularly vulnerable to legal and illegal settlement,"why was the ohio country vulnerable to legal and illegal settlement ?
","why did braddock and forbes build military roads to the area ?
"
838,838,897,72,"This is why, for example, astronauts experience weightlessness when in free-fall orbit around the Earth, and why Newton 's Laws of Motion are more easily discernible in such environments. If an astronaut places an object with mass in mid-air next to himself, it will remain stationary with respect to the astronaut due to its inertia. This is the same thing that would occur if the astronaut and the object were in intergalactic space with no net force of gravity acting on their shared reference frame.",its inertia,it will remain stationary with respect to the astronaut,"why will an object remain stationary with respect to the astronaut ?
","what happens if an astronaut places an object with mass in mid - air next to him ?
"
839,839,898,72,"Newton, however, realized that since all celestial bodies followed the same laws of motion, his law of gravity had to be universal. Succinctly stated, Newton 's Law of Gravitation states that the force on a spherical object of mass due to the gravitational pull of mass is ",the gravitational pull of mass,"Succinctly stated, Newton 's Law of Gravitation states that the force on a spherical object of mass","why is the force on a spherical object of mass due to ?
","what happened to newton ' s law of gravitation ?
"
840,840,899,72,"The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:",the magnetic field,This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (,"what causes the magnetic force ?
","what happens when a unified electromagnetic force acts on a charge ?
"
841,841,900,72,"The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:",the electric field,This force can be written as a sum of the electrostatic force (,"why is the electrostatic force caused ?
","what happens when the electric field acts on a charge ?
"
842,842,901,82,"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County.",The cities and communities along Interstate 15 and Interstate 215 are so inter-related,Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire,"why do temecula and murrieta have as much connection with the san diego metropolitan area as they do with the inland empire ?
","why are the cities and communities along interstate 15 and interstate 215 so inter - related ?
"
843,843,902,82,"Each year, the southern California area has about 10,000 earthquakes. Nearly all of them are so small that they are not felt. Only several hundred are greater than magnitude 3.0, and only about 15--20 are greater than magnitude 4.0.",Nearly all of them are so small,they are not felt,"why are most of the earthquakes not felt ?
","why are nearly all of the earthquakes so small ?
"
844,844,903,82," In 2004, declassified documents revealed that the U.S. was so distraught by the rise in oil prices and being challenged by under-developed countries that they briefly considered military action to forcibly seize Middle Eastern oilfields in late 1973. Although no explicit plan was mentioned, a conversation between U.S. Secretary of Defense James Schlesinger and British Ambassador to the United States Lord Cromer revealed Schlesinger had told him that ""it was no longer obvious to him that the U.S. could not use force.""","In 2004, declassified documents revealed that the U.S. was so distraught",they briefly considered military action to forcibly seize Middle Eastern oilfields in late 1973,"why did the us consider seizing middle eastern oilfields in 1973 ?
","what happened when the us was upset by the rise in oil prices ?
"
845,845,904,82,"The view of the German Constitutional Court from the Solange I and Solange II decisions is that if the EU does not comply with its basic constitutional rights and principles (particularly democracy, the rule of law and the social state principles) then it cannot override German law. However, as the nicknames of the judgments go, ""so long as"" the EU works towards the democratisation of its institutions, and has a framework that protects fundamental human rights, it would not review EU legislation for compatibility with German constitutional principles. Most other member states have expressed similar reservations.","However, as the nicknames of the judgments go, ""so long","protects fundamental human rights, it would not review EU legislation for compatibility with German constitutional principles","why does the german constitutional court believe the eu cannot override german law ?
","why does the german constitutional court believe the eu can override german law ?
"
846,846,905,82,"For a phylum with relatively few species, ctenophores have a wide range of body plans. Coastal species need to be tough enough to withstand waves and swirling sediment particles, while some oceanic species are so fragile that it is very difficult to capture them intact for study. In addition oceanic species do not preserve well, and are known mainly from photographs and from observers ' notes.","Coastal species need to be tough enough to withstand waves and swirling sediment particles, while some oceanic species are so fragile",it is very difficult to capture them intact for study,"why do ctenophores have a wide range of body plans ?
","why are some oceanic species so fragile ?
"
847,847,906,82,"A molecular phylogeny analysis in 2001, using 26 species, including 4 recently discovered ones, confirmed that the cydippids are not monophyletic and concluded that the last common ancestor of modern ctenophores was cydippid-like. It also found that the genetic differences between these species were very small--so small that the relationships between the Lobata, Cestida and Thalassocalycida remained uncertain. This suggests that the last common ancestor of modern ctenophores was relatively recent, and perhaps was lucky enough to survive the Cretaceous--Paleogene extinction event 65.5 million years ago while other lineages perished.",It also found that the genetic differences between these species were very small,"the relationships between the Lobata, Cestida and Thalassocalycida remained uncertain","why were the relationships between the lobata , cestida and thalassocalycida uncertain ?
","what happened when the genetic differences between the cydippids were small ?
"
848,848,907,82,"Symptoms are high fevers and purple skin patches (purpura due to disseminated intravascular coagulation). In cases of pneumonic and particularly septicemic plague, the progress of the disease is so rapid that there would often be no time for the development of the enlarged lymph nodes that were noted as buboes. ","In cases of pneumonic and particularly septicemic plague, the progress of the disease is so rapid",there would often be no time for the development of the enlarged lymph nodes that were noted as buboes,"why is there no time for the development of enlarged lymph nodes ?
","what happens when the progress of the plague is so rapid ?
"
849,849,908,82,"Before 1350, there were about 170,000 settlements in Germany, and this was reduced by nearly 40,000 by 1450. In 1348, the plague spread so rapidly that before any physicians or government authorities had time to reflect upon its origins, about a third of the European population had already perished. In crowded cities, it was not uncommon for as much as 50% of the population to die.","In 1348, the plague spread so rapidly","before any physicians or government authorities had time to reflect upon its origins, about a third of the European population had already perished","why did about a third of the european population die in 1348 ?
","why did the plague spread so rapidly in 1348 ?
"
850,850,909,82,"Despite the high position given to Muslims, some policies of the Yuan Emperors severely discriminated against them, restricting Halal slaughter and other Islamic practices like circumcision, as well as Kosher butchering for Jews, forcing them to eat food the Mongol way. Toward the end, corruption and the persecution became so severe that Muslim generals joined Han Chinese in rebelling against the Mongols. The Ming founder Zhu Yuanzhang had Muslim generals like Lan Yu who rebelled against the Mongols and defeated them in combat.","Toward the end, corruption and the persecution became so severe",Muslim generals joined Han Chinese in rebelling against the Mongols,"why did muslim generals join han chinese in rebelling against the mongols ?
","what happened when corruption and persecution became so severe ?
"
851,851,910,82," The concept of prime number is so important that it has been generalized in different ways in various branches of mathematics. Generally, ""prime"" indicates minimality or indecomposability, in an appropriate sense.",The concept of prime number is so important,it has been generalized in different ways in various branches of mathematics,"why has it been generalized in different ways in various branches of mathematics ?
","why is the concept of prime number so important ?
"
852,852,911,82,"Since 7500 yr ago, a situation with tides and currents, very similar to present has existed. Rates of sea-level rise had dropped so far, that natural sedimentation by the Rhine and coastal processes together, could compensate the transgression by the sea; in the last 7000 years, the coast line was roughly at the same location. In the southern North Sea, due to ongoing tectonic subsidence, the sea level is still rising, at the rate of about 1--3 cm (0.39--1.18 in) per century (1 metre or 39 inches in last 3000 years).",Rates of sea-level rise had dropped so far,"natural sedimentation by the Rhine and coastal processes together, could compensate the transgression by the sea; in the last 7000 years, the coast line was roughly at the same location","why did natural sedimentation by the rhine and coastal processes together compensate the transgression by the sea ?
","why did the sea level drop so far ?
"
853,853,912,82," Since then, and so far, general relativity has been acknowledged as the theory that best explains gravity. In GR, gravitation is not viewed as a force, but rather, objects moving freely in gravitational fields travel under their own inertia in straight lines through curved space-time--defined as the shortest space-time path between two space-time events.",and so far,best explains gravity,"how long has general relativity been acknowledged as the theory that best explains gravity ?
","why has general relativity been acknowledged as the theory that ?
"
854,854,913,47," Victoria has a written constitution enacted in 1975, but based on the 1855 colonial constitution, passed by the United Kingdom Parliament as the Victoria Constitution Act 1855, which establishes the Parliament as the state 's law-making body for matters coming under state responsibility. The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision.",the 1855 colonial constitution,"passed by the United Kingdom Parliament as the Victoria Constitution Act 1855, which establishes the Parliament as the state 's law-making body for matters coming under state responsibility","what is the basis of victoria ' s constitution ?
","why is victoria ' s constitution based on the 1855 colonial constitution ?
"
855,855,914,47,"Highly combustible materials that leave little residue, such as wood or coal, were thought to be made mostly of phlogiston; whereas non-combustible substances that corrode, such as iron, contained very little. Air did not play a role in phlogiston theory, nor were any initial quantitative experiments conducted to test the idea; instead, it was based on observations of what happens when something burns, that most common objects appear to become lighter and seem to lose something in the process. The fact that a substance like wood gains overall weight in burning was hidden by the buoyancy of the gaseous combustion products.",observations of what happens when something burns,that most common objects appear to become lighter and seem to lose something in the process,"why was phlogiston theory based on ?
","why was the theory based on observations of what happens when something burns ?
"
856,856,915,47,"Chemical catalysts can be used as well, such as in chemical oxygen generators or oxygen candles that are used as part of the life-support equipment on submarines, and are still part of standard equipment on commercial airliners in case of depressurization emergencies. Another air separation technology involves forcing air to dissolve through ceramic membranes based on zirconium dioxide by either high pressure or an electric current, to produce nearly pure O ",zirconium dioxide by either high pressure or an electric current,to produce nearly pure O,"what causes air to dissolve through ceramic membranes to produce nearly pure o ?
","why does air dissolve through ceramic membranes based on zirconium dioxide ?
"
857,857,916,47," In 1965, at the instigation of Warner Sinback, a data network based on this voice-phone network was designed to connect GE 's four computer sales and service centers (Schenectady, Phoenix, Chicago, and Phoenix) to facilitate a computer time-sharing service, apparently the world 's first commercial online service. (In addition to selling GE computers, the centers were computer service bureaus, offering batch processing services.",this voice-phone network was designed to connect GE 's four computer sales and service centers (Schenectady,"Phoenix, Chicago, and Phoenix) to facilitate a computer time-sharing service, apparently the world 's first commercial online service","what was the purpose of the ge data network ?
","why was the data network designed ?
"
858,858,917,47,"The results of the Haensch study have since been confirmed and amended. Based on genetic evidence derived from Black Death victims in the East Smithfield burial site in England, Schuenemann et al. concluded in 2011 ""that the Black Death in medieval Europe was caused by a variant of Y. pestis that may no longer exist. ''",genetic evidence derived from Black Death victims in the East Smithfield burial site in England,"Schuenemann et al. concluded in 2011 ""that the Black Death in medieval Europe was caused by a variant of Y. pestis that may no longer exist","why did schuenemann conclude that the black death in medieval europe was caused by a variant of y . pestis ?
","what did schuenemann conclude in 2011
"
859,859,918,47,"As organisms exist at the same time period throughout the world, their presence or (sometimes) absence may be used to provide a relative age of the formations in which they are found. Based on principles laid out by William Smith almost a hundred years before the publication of Charles Darwin 's theory of evolution, the principles of succession were developed independently of evolutionary thought. The principle becomes quite complex, however, given the uncertainties of fossilization, the localization of fossil types due to lateral changes in habitat (facies change in sedimentary strata), and that not all fossils may be found globally at the same time.",principles laid out by William Smith almost a hundred years before the publication of Charles Darwin 's theory of evolution,the principles of succession were developed independently of evolutionary thought,"why were the principles of succession developed independently of evolutionary thought ?
","why was the principle of succession developed ?
"
860,860,919,47,"Drawing from Greek and Indian scientific literature that were not destroyed by the Muslim conquests, the Persian scholar Ibn Sina (Avicenna, 981--1037) proposed detailed explanations for the formation of mountains, the origin of earthquakes, and other topics central to modern geology, which provided an essential foundation for the later development of the science. In China, the polymath Shen Kuo (1031--1095) formulated a hypothesis for the process of land formation: based on his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean, he inferred that the land was formed by erosion of the mountains and by deposition of silt. ",his observation of fossil animal shells in a geological stratum in a mountain hundreds of miles from the ocean,he inferred that the land was formed by erosion of the mountains and by deposition of silt,"why did shen kuo believe that land was formed by erosion and deposition of silt ?
","why did shen kuo believe that land was formed ?
"
861,861,920,47,"Materials readily available in the area generally dictate the construction materials used (e.g. brick versus stone, versus timber). Cost of construction on a per square meter (or per square foot) basis for houses can vary dramatically based on site conditions, local regulations, economies of scale (custom designed homes are often more expensive to build) and the availability of skilled tradespeople. As residential construction (as well as all other types of construction) can generate a lot of waste, careful planning again is needed here.",site conditions,"local regulations, economies of scale (custom designed homes are often more expensive to","what can affect the cost of construction on a per square meter basis ?
","why can cost of construction vary dramatically on a per square meter basis ?
"
862,862,921,47,"Private schools in Australia may be favoured for many reasons: prestige and the social status of the ` old school tie '; better quality physical infrastructure and more facilities (e.g. playing fields, swimming pools, etc.), higher-paid teachers; and/or the belief that private schools offer a higher quality of education. Some schools offer the removal of the purported distractions of co-education; the presence of boarding facilities; or stricter discipline based on their power of expulsion, a tool not readily available to government schools. Student uniforms for Australian private schools are generally stricter and more formal than in government schools-for example, a compulsory blazer.",their power of expulsion,a tool not readily available to government schools,"why are private schools stricter than government schools ?
","why is the power of expulsion important to private schools ?
"
863,863,922,47,"Buddhism (especially Tibetan Buddhism) flourished, although Taoism endured certain persecutions in favor of Buddhism from the Yuan government. Confucian governmental practices and examinations based on the Classics, which had fallen into disuse in north China during the period of disunity, were reinstated by the Yuan court, probably in the hope of maintaining order over Han society. Advances were realized in the fields of travel literature, cartography, geography, and scientific education.",the Classics,"which had fallen into disuse in north China during the period of disunity, were reinstated by the Yuan court, probably in the hope of maintaining order over Han society","what were confucian governmental practices and examinations based on ?
","why did the yuan court reinstate confucian governmental practices ?
"
864,864,923,47,"The Chinese medical tradition of the Yuan had ""Four Great Schools"" that the Yuan inherited from the Jin dynasty. All four schools were based on the same intellectual foundation, but advocated different theoretical approaches toward medicine. Under the Mongols, the practice of Chinese medicine spread to other parts of the empire.",the same intellectual foundation,but advocated different theoretical approaches toward medicine,"why were the four great schools based on ?
","why were the four great schools different ?
"
865,865,924,47," The third assessment report (TAR) prominently featured a graph labeled ""Millennial Northern Hemisphere temperature reconstruction"" based on a 1999 paper by Michael E. Mann, Raymond S. Bradley and Malcolm K. Hughes (MBH99), which has been referred to as the ""hockey stick graph"". This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century.",a 1999 paper by Michael E. Mann,"Raymond S. Bradley and Malcolm K. Hughes (MBH99), which has been referred to as the ""hockey stick graph","what was the millennial northern hemisphere temperature reconstruction based on ?
","what was the name of the paper that was featured in the tar ?
"
866,866,925,47,"This graph extended the similar graph in Figure 3.20 from the IPCC Second Assessment Report of 1995, and differed from a schematic in the first assessment report that lacked temperature units, but appeared to depict larger global temperature variations over the past 1000 years, and higher temperatures during the Medieval Warm Period than the mid 20th century. The schematic was not an actual plot of data, and was based on a diagram of temperatures in central England, with temperatures increased on the basis of documentary evidence of Medieval vineyards in England. Even with this increase, the maximum it showed for the Medieval Warm Period did not reach temperatures recorded in central England in 2007.",a diagram of temperatures in central England,with temperatures increased on the basis of documentary evidence of Medieval vineyards in,"what was the schematic based on ?
","why was the schematic based on a diagram of temperatures ?
"
867,867,926,47,"The IPCC process on climate change and its efficiency and success has been compared with dealings with other environmental challenges (compare Ozone depletion and global warming). In case of the Ozone depletion global regulation based on the Montreal Protocol has been successful, in case of Climate Change, the Kyoto Protocol failed. The Ozone case was used to assess the efficiency of the IPCC process.",the Montreal Protocol has been successful,"in case of Climate Change, the Kyoto Protocol failed","what happened to the ozone depletion global regulation ?
","what happened to the kyoto protocol ?
"
868,868,927,47," Several public-key cryptography algorithms, such as RSA and the Diffie--Hellman key exchange, are based on large prime numbers (for example, 512-bit primes are frequently used for RSA and 1024-bit primes are typical for Diffie--Hellman.). RSA relies on the assumption that it is much easier (i.e., more efficient) to perform the multiplication of two (large) numbers",large prime numbers,512-bit primes are frequently used for RSA and 1024-bit primes are typical for Diffie--Hellman.),"why are several public - key cryptography algorithms based on ?
","why are some public - key cryptography algorithms based on large prime numbers ?
"
869,869,928,47," The First British Empire was based on mercantilism, and involved colonies and holdings primarily in North America, the Caribbean, and India. Its growth was reversed by the loss of the American colonies in 1776.",mercantilism,"and involved colonies and holdings primarily in North America, the Caribbean, and India","what was the first british empire based on ?
","what was the purpose of the first british empire ?
"
870,870,929,47,"He distinguished between the innate tendency of objects to find their ""natural place"" (e.g., for heavy bodies to fall), which led to ""natural motion"", and unnatural or forced motion, which required continued application of a force. This theory, based on the everyday experience of how objects move, such as the constant application of a force needed to keep a cart moving, had conceptual trouble accounting for the behavior of projectiles, such as the flight of arrows. The place where the archer moves the projectile was at the start of the flight, and while the projectile sailed through the air, no discernible efficient cause acts on it.",the everyday experience of how objects move,"such as the constant application of a force needed to keep a cart moving, had conceptual trouble accounting for the behavior of projectiles, such as the flight of arrows","why was the theory of natural motion based ?
","why was the theory of natural motion difficult to explain ?
"
871,871,930,90,"Victoria has a written constitution enacted in 1975, but based on the 1855 colonial constitution, passed by the United Kingdom Parliament as the Victoria Constitution Act 1855, which establishes the Parliament as the state 's law-making body for matters coming under state responsibility. The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions that require either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum, depending on the provision. ","either an absolute majority in both houses, a three-fifths majority in both houses, or the approval of the Victorian people in a referendum","The Victorian Constitution can be amended by the Parliament of Victoria, except for certain ""entrenched"" provisions","what happens to entrenched provisions ?
","what can happen to the constitution of victoria ?
"
872,872,931,90,"Textbooks (though not the Court itself) often called this ""indirect effect"". In Marleasing SA v La Comercial SA the Court of Justice held that a Spanish Court had to interpret its general Civil Code provisions, on contracts lacking cause or defrauding creditors, to conform with the First Company Law Directive article 11, that required incorporations would only be nullified for a fixed list of reasons. The Court of Justice quickly acknowledged that the duty of interpretation cannot contradict plain words in a national statute.",incorporations,"In Marleasing SA v La Comercial SA the Court of Justice held that a Spanish Court had to interpret its general Civil Code provisions, on contracts lacking cause or defrauding creditors, to conform with the First Company Law Directive article 11","what would only be nullified for a fixed list of reasons ?
","what happened in marleasing sa v la comercial sa ?
"
873,873,932,90,"Hospital pharmacists and trained pharmacy technicians compound sterile products for patients including total parenteral nutrition (TPN), and other medications given intravenously. This is a complex process that requires adequate training of personnel, quality assurance of products, and adequate facilities. Several hospital pharmacies have decided to outsource high risk preparations and some other compounding functions to companies who specialize in compounding.","adequate training of personnel, quality assurance of products, and adequate facilities",This is a complex process,"why is compounding complex ?
","why does compounding require adequate training ?
"
874,874,933,90,"This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position.","highly developed skills, rare abilities, or a high level of risk",Examples of this would include jobs,"what are some examples of jobs that require competition between employers ?
","what would require highly developed skills , rare abilities , or a high level of risk ?
"
875,875,934,90,"Such ramification questions occur even in number-theoretic questions solely concerned with integers. For example, prime ideals in the ring of integers of quadratic number fields can be used in proving quadratic reciprocity, a statement that concerns the solvability of quadratic equations ",the solvability of quadratic equations,"For example, prime ideals in the ring of integers of quadratic number fields can be used in proving quadratic reciprocity, a statement","why is quadratic reciprocity a statement ?
","what happens when the solvability of quadratic equations is concerned ?
"
876,876,935,90,"A further type of committee is normally set up to scrutinise private bills submitted to the Scottish Parliament by an outside party or promoter who is not a member of the Scottish Parliament or Scottish Government. Private bills normally relate to large-scale development projects such as infrastructure projects that require the use of land or property. Private Bill Committees have been set up to consider legislation on issues such as the development of the Edinburgh Tram Network, the Glasgow Airport Rail Link, the Airdrie-Bathgate Rail Link and extensions to the National Gallery of Scotland.",the use of land or property,Private bills normally relate to large-scale development projects such as infrastructure projects,"why do private bills usually relate to infrastructure projects ?
","why is a private bill committee set up ?
"
