,context,answer,question,start_idx,end_idx
2003,"As the university garden it is open to the public every day .Like many cities in Central and Eastern Europe , infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy -- though it is worth mentioning that the initial Three-Year Plan to rebuild Poland -LRB- especially Warsaw -RRB- was a major success , but what followed was very much the opposite .However , over the past decade Warsaw has seen many improvements due to solid economic growth , an increase in foreign investment as well as funding from the European Union .","Like many cities in Central and Eastern Europe , infrastructure in Warsaw suffered considerably during its time","how did the infrastructure of warsaw fare during the eastern bloc economy ?
",61,171
2004,"Like many cities in Central and Eastern Europe , infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy -- though it is worth mentioning that the initial Three-Year Plan to rebuild Poland -LRB- especially Warsaw -RRB- was a major success , but what followed was very much the opposite .However , over the past decade Warsaw has seen many improvements due to solid economic growth , an increase in foreign investment as well as funding from the European Union .In particular , the city 's metro , roads , sidewalks , health care facilities and sanitation facilities have improved markedly .","solid economic growth , an increase in foreign investment as well as funding from the European Union","what has led to improvements in warsaw ' s infrastructure ?
",393,492
2005,"Like many cities in Central and Eastern Europe , infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy -- though it is worth mentioning that the initial Three-Year Plan to rebuild Poland -LRB- especially Warsaw -RRB- was a major success , but what followed was very much the opposite .However , over the past decade Warsaw has seen many improvements due to solid economic growth , an increase in foreign investment as well as funding from the European Union .In particular , the city 's metro , roads , sidewalks , health care facilities and sanitation facilities have improved markedly .","However , over the past decade Warsaw has seen many improvements","what has happened to warsaw ' s infrastructure over the past decade ?
",321,384
2006,"Each Midsummer 's Eve , apart from the official floating of wreaths , jumping over fires , looking for the fern flower , there are musical performances , dignitaries ' speeches , fairs and fireworks by the river bank .As interesting examples of expositions the most notable are : the world 's first Museum of Posters boasting one of the largest collections of art posters in the world , Museum of Hunting and Riding and the Railway Museum .From among Warsaw 's 60 museums , the most prestigious ones are National Museum with a collection of works whose origin ranges in time from antiquity till the present epoch as well as one of the best collections of paintings in the country including some paintings from Adolf Hitler 's private collection , and Museum of the Polish Army whose set portrays the history of arms .","interesting examples of expositions the most notable are : the world 's first Museum of Posters boasting one of the largest collections of art posters in the world , Museum of Hunting and Riding and the Railway Museum .","what are the most notable expositions of midsummer ' s eve ?
",221,439
2007,"Each Midsummer 's Eve , apart from the official floating of wreaths , jumping over fires , looking for the fern flower , there are musical performances , dignitaries ' speeches , fairs and fireworks by the river bank .As interesting examples of expositions the most notable are : the world 's first Museum of Posters boasting one of the largest collections of art posters in the world , Museum of Hunting and Riding and the Railway Museum .From among Warsaw 's 60 museums , the most prestigious ones are National Museum with a collection of works whose origin ranges in time from antiquity till the present epoch as well as one of the best collections of paintings in the country including some paintings from Adolf Hitler 's private collection , and Museum of the Polish Army whose set portrays the history of arms .","Each Midsummer 's Eve , apart from the official floating of wreaths , jumping over fires , looking for the fern flower , there are musical performances , dignitaries ' speeches , fairs and fireworks by the river bank .","what types of events take place on midsummer ' s eve ?
",0,217
2008,"Polonia 's home venue is located at Konwiktorska Street , a ten-minute walk north from the Old Town .Polonia was relegated from the country 's top flight in 2013 because of their disastrous financial situation .They are now playing in the 4th league -LRB- 5th tier in Poland -RRB- - the bottom professional league in the National -- Polish Football Association -LRB- PZPN -RRB- structure .",Polonia was relegated from the country 's top flight in 2013,"what happened to polonia in 2013 ?
",101,160
2009,"Polonia 's home venue is located at Konwiktorska Street , a ten-minute walk north from the Old Town .Polonia was relegated from the country 's top flight in 2013 because of their disastrous financial situation .They are now playing in the 4th league -LRB- 5th tier in Poland -RRB- - the bottom professional league in the National -- Polish Football Association -LRB- PZPN -RRB- structure .",. They are now playing in the 4th league -LRB- 5th tier in Poland -RRB- - the bottom professional league in the National -- Polish Football Association -LRB- PZPN -RRB- structure,"where are polonia now playing ?
",-1,176
2010,"In British America , wars were often named after the sitting British monarch , such as King William 's War or Queen Anne 's War .As there had already been a King George 's War in the 1740s , British colonists named the second war in King George 's reign after their opponents , and it became known as the French and Indian War .This traditional name continues as the standard in the United States , but it obscures the fact that Indians fought on both sides of the conflict , and that this was part of the Seven Years ' War , a much larger conflict between France and Great Britain .","there had already been a King George 's War in the 1740s , British colonists named the second war in King George 's reign after their opponents , and it","why was the second war named the french and indian war ?
",132,283
2011,"In British America , wars were often named after the sitting British monarch , such as King William 's War or Queen Anne 's War .As there had already been a King George 's War in the 1740s , British colonists named the second war in King George 's reign after their opponents , and it became known as the French and Indian War .This traditional name continues as the standard in the United States , but it obscures the fact that Indians fought on both sides of the conflict , and that this was part of the Seven Years ' War , a much larger conflict between France and Great Britain .","In British America , wars were often named after the sitting British monarch , such as King William 's War or Queen Anne 's War .","what were the names of the wars in british america ?
",0,128
2012,"As there had already been a King George 's War in the 1740s , British colonists named the second war in King George 's reign after their opponents , and it became known as the French and Indian War .This traditional name continues as the standard in the United States , but it obscures the fact that Indians fought on both sides of the conflict , and that this was part of the Seven Years ' War , a much larger conflict between France and Great Britain .American historians generally use the traditional name or sometimes the Seven Years ' War .","the standard in the United States , but it obscures the fact that Indians fought on both sides of the conflict , and that this was part of the Seven Years ' War , a much larger conflict between France and Great","what is the traditional name of the french and indian war in the us ?
",234,443
2013,"As there had already been a King George 's War in the 1740s , British colonists named the second war in King George 's reign after their opponents , and it became known as the French and Indian War .This traditional name continues as the standard in the United States , but it obscures the fact that Indians fought on both sides of the conflict , and that this was part of the Seven Years ' War , a much larger conflict between France and Great Britain .American historians generally use the traditional name or sometimes the Seven Years ' War .",This traditional name continues,"what is the standard name in the united states ?
",199,229
2014,"5 million ranged along the eastern coast of the continent , from Nova Scotia and Newfoundland in the north , to Georgia in the south .Many of the older colonies had land claims that extended arbitrarily far to the west , as the extent of the continent was unknown at the time their provincial charters were granted .While their population centers were along the coast , the settlements were growing into the interior .",the extent of the continent was unknown at the time their provincial charters were granted .,"why did older colonies have land claims that extended far to the west ?
",224,315
2015,"5 million ranged along the eastern coast of the continent , from Nova Scotia and Newfoundland in the north , to Georgia in the south .Many of the older colonies had land claims that extended arbitrarily far to the west , as the extent of the continent was unknown at the time their provincial charters were granted .While their population centers were along the coast , the settlements were growing into the interior .",Many of the older colonies had land claims that extended arbitrarily far to the west,"why was the extent of the continent unknown at the time of their provincial charters ?
",134,217
2016,"The Creek and Cherokee were subject to diplomatic efforts by both the French and British to gain either their support or neutrality in the conflict .It was not uncommon for small bands to participate on the `` other side '' of the conflict from formally negotiated agreements , as most tribes were decentralized and bands made their own decisions about warfare .At the start of the war , no French regular army troops were stationed in North America , and few British troops .",most tribes were decentralized and bands made their own decisions about warfare,"why were small bands able to participate in the conflict ?
",281,359
2017,"The Creek and Cherokee were subject to diplomatic efforts by both the French and British to gain either their support or neutrality in the conflict .It was not uncommon for small bands to participate on the `` other side '' of the conflict from formally negotiated agreements , as most tribes were decentralized and bands made their own decisions about warfare .At the start of the war , no French regular army troops were stationed in North America , and few British troops .",It was not uncommon for small bands to participate on the `` other side '' of the conflict from formally negotiated agreements,"how did small bands participate in the conflict ?
",149,274
2018,"By the late 17th century , the Iroquois had pushed many tribes out of the Ohio Valley , and kept it as hunting ground by right of conquest .The War of the Austrian Succession -LRB- whose North American theater is known as King George 's War -RRB- formally ended in 1748 with the signing of the Treaty of Aix-la-Chapelle .The treaty was primarily focused on resolving issues in Europe .",King George 's War -RRB- formally ended in 1748 with the signing of the Treaty of Aix-la-Chapelle .,"when did the war of the austrian succession end ?
",222,320
2019,"By the late 17th century , the Iroquois had pushed many tribes out of the Ohio Valley , and kept it as hunting ground by right of conquest .The War of the Austrian Succession -LRB- whose North American theater is known as King George 's War -RRB- formally ended in 1748 with the signing of the Treaty of Aix-la-Chapelle .The treaty was primarily focused on resolving issues in Europe .",The War of the Austrian Succession -LRB- whose North American theater is known,"what is king george ' s war - rrb ?
",140,217
2020,"Marin constructed a second fort at Fort Le Boeuf -LRB- present-day Waterford , Pennsylvania -RRB- , designed to guard the headwaters of LeBoeuf Creek .As he moved south , he drove off or captured British traders , alarming both the British and the Iroquois .Tanaghrisson , a chief of the Mingo , who were remnants of Iroquois and other tribes who had been driven west by colonial expansion .","he moved south , he drove off or captured British traders , alarming both the British and the Iroquois .","why did marin alarm the british and the iroquois ?
",154,257
2021,"Marin constructed a second fort at Fort Le Boeuf -LRB- present-day Waterford , Pennsylvania -RRB- , designed to guard the headwaters of LeBoeuf Creek .As he moved south , he drove off or captured British traders , alarming both the British and the Iroquois .Tanaghrisson , a chief of the Mingo , who were remnants of Iroquois and other tribes who had been driven west by colonial expansion .","Marin constructed a second fort at Fort Le Boeuf -LRB- present-day Waterford , Pennsylvania -RRB- , designed to guard the headwaters of LeBoeuf Creek .","what was the purpose of the second fort ?
",0,150
2022,"He intensely disliked the French -LRB- whom he accused of killing and eating his father -RRB- .Traveling to Fort Le Boeuf , he threatened the French with military action , which Marin contemptuously dismissed .The Iroquois sent runners to the manor of William Johnson in upstate New York .",Traveling to Fort Le Boeuf,"where did he threaten the french with military action ?
",95,120
2023,"He intensely disliked the French -LRB- whom he accused of killing and eating his father -RRB- .Traveling to Fort Le Boeuf , he threatened the French with military action , which Marin contemptuously dismissed .The Iroquois sent runners to the manor of William Johnson in upstate New York .","he threatened the French with military action , which Marin contemptuously dismissed .","what did marin do to the french ?
",124,209
2024,"When Clinton did not respond to his satisfaction , Chief Hendrick said that the `` Covenant Chain '' , a long-standing friendly relationship between the Iroquois Confederacy and the British Crown , was broken .Governor Robert Dinwiddie of Virginia was an investor in the Ohio Company , which stood to lose money if the French held their claim .To counter the French military presence in Ohio , in October 1753 Dinwiddie ordered the 21-year-old Major George Washington -LRB- whose brother was another Ohio Company investor -RRB- of the Virginia Regiment to warn the French to leave Virginia territory .",the French held their claim .,"what could cause the ohio company to lose money ?
",315,343
2025,"When Clinton did not respond to his satisfaction , Chief Hendrick said that the `` Covenant Chain '' , a long-standing friendly relationship between the Iroquois Confederacy and the British Crown , was broken .Governor Robert Dinwiddie of Virginia was an investor in the Ohio Company , which stood to lose money if the French held their claim .To counter the French military presence in Ohio , in October 1753 Dinwiddie ordered the 21-year-old Major George Washington -LRB- whose brother was another Ohio Company investor -RRB- of the Virginia Regiment to warn the French to leave Virginia territory .","Governor Robert Dinwiddie of Virginia was an investor in the Ohio Company , which stood to lose money","was dinwiddie an investor in the ohio company ?
",210,310
2026,"While en route , Washington learned of Trent 's retreat .Since Tanaghrisson had promised support to the British , Washington continued toward Fort Duquesne and met with the Mingo leader .Learning of a French scouting party in the area , Washington , with Tanaghrisson and his party , surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen .",Tanaghrisson had promised support to the British,"why did washington continue to fort duquesne ?
",63,110
2027,"While en route , Washington learned of Trent 's retreat .Since Tanaghrisson had promised support to the British , Washington continued toward Fort Duquesne and met with the Mingo leader .Learning of a French scouting party in the area , Washington , with Tanaghrisson and his party , surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen .",Washington continued toward Fort Duquesne and met with the Mingo leader .,"what did washington do after learning of trent ' s retreat ?
",114,186
2028,"An early important political response to the opening of hostilities was the convening of the Albany Congress in June and July , 1754 .The goal of the congress was to formalize a unified front in trade and negotiations with various Indians , since allegiance of the various tribes and nations was seen to be pivotal in the success in the war that was unfolding .The plan that the delegates agreed to was never ratified by the colonial legislatures nor approved of by the crown .",allegiance of the various tribes and nations was seen to be pivotal in the success in the war that was unfolding .,"why did the congress want to formalize a unified front ?
",247,360
2029,"An early important political response to the opening of hostilities was the convening of the Albany Congress in June and July , 1754 .The goal of the congress was to formalize a unified front in trade and negotiations with various Indians , since allegiance of the various tribes and nations was seen to be pivotal in the success in the war that was unfolding .The plan that the delegates agreed to was never ratified by the colonial legislatures nor approved of by the crown .",The goal of the congress was to formalize a unified front in trade and negotiations with various Indians,"what was the goal of the albany congress ?
",134,237
2030,"In conjunction , Shirley was made aware that the French were massing for an attack on Fort Oswego in his absence when he planned to attack Fort Niagara .As a response , Shirley left garrisons at Oswego , Fort Bull , and Fort Williams -LRB- the latter two located on the Oneida Carry between the Mohawk River and Wood Creek at present-day Rome , New York -RRB- .Supplies for use in the projected attack on Niagara were cached at Fort Bull .","a response , Shirley left garrisons at Oswego , Fort Bull , and Fort Williams -LRB- the latter two located on the Oneida Carry between the Mohawk River and Wood Creek at present-day Rome , New York -RRB- .","what did shirley do to prevent an attack on fort niagara ?
",156,360
2031,"In conjunction , Shirley was made aware that the French were massing for an attack on Fort Oswego in his absence when he planned to attack Fort Niagara .As a response , Shirley left garrisons at Oswego , Fort Bull , and Fort Williams -LRB- the latter two located on the Oneida Carry between the Mohawk River and Wood Creek at present-day Rome , New York -RRB- .Supplies for use in the projected attack on Niagara were cached at Fort Bull .","In conjunction , Shirley was made aware that the French were massing for an attack on Fort Oswego in his absence when he planned to attack Fort Niagara .","why did shirley leave garrisons at oswego and fort bull ?
",0,152
2032,"Monckton 's forces , including companies of Rogers ' Rangers , forcibly removed thousands of Acadians , chasing down many who resisted , and sometimes committing atrocities .More than any other factor , the cutting off of supplies to Louisbourg led to its demise .The Acadian resistance , in concert with native allies , including the Mi ` kmaq , was sometimes quite stiff , with ongoing frontier raids -LRB- against Dartmouth and Lunenburg among others -RRB- .",the cutting off of supplies to Louisbourg,"what led to the demise of the acadian resistance ?
",203,243
2033,"Monckton 's forces , including companies of Rogers ' Rangers , forcibly removed thousands of Acadians , chasing down many who resisted , and sometimes committing atrocities .More than any other factor , the cutting off of supplies to Louisbourg led to its demise .The Acadian resistance , in concert with native allies , including the Mi ` kmaq , was sometimes quite stiff , with ongoing frontier raids -LRB- against Dartmouth and Lunenburg among others -RRB- .",its demise,"what did the cutting off of supplies to louisbourg lead to ?
",252,261
2034,"Governor Vaudreuil , who harboured ambitions to become the French commander in chief -LRB- in addition to his role as governor -RRB- , acted during the winter of 1756 before those reinforcements arrived .Scouts had reported the weakness of the British supply chain , so he ordered an attack against the forts Shirley had erected at the Oneida Carry .In the March Battle of Fort Bull , French forces destroyed the fort and large quantities of supplies , including 45,000 pounds of gunpowder .",Scouts had reported the weakness of the British supply chain,"why did governor vaudreuil order an attack against the forts shirley had erected ?
",204,263
2035,"Governor Vaudreuil , who harboured ambitions to become the French commander in chief -LRB- in addition to his role as governor -RRB- , acted during the winter of 1756 before those reinforcements arrived .Scouts had reported the weakness of the British supply chain , so he ordered an attack against the forts Shirley had erected at the Oneida Carry .In the March Battle of Fort Bull , French forces destroyed the fort and large quantities of supplies , including 45,000 pounds of gunpowder .",he ordered an attack against the forts Shirley had erected at the Oneida Carry .,"what did governor vaudreuil do in response to the report of the weakness of the british supply chain ?
",270,349
2036,"French forces in the Ohio valley also continued to intrigue with Indians throughout the area , encouraging them to raid frontier settlements .This led to ongoing alarms along the western frontiers , with streams of refugees returning east to get away from the action .The new British command was not in place until July .","French forces in the Ohio valley also continued to intrigue with Indians throughout the area , encouraging them to raid frontier settlements","what did the french do in the ohio valley
",0,139
2037,"French forces in the Ohio valley also continued to intrigue with Indians throughout the area , encouraging them to raid frontier settlements .This led to ongoing alarms along the western frontiers , with streams of refugees returning east to get away from the action .The new British command was not in place until July .",ongoing alarms along the western frontiers,"what was the result of the french and indian intrigue ?
",154,195
2038,"Montcalm took bold action against his inertia .Building on Vaudreuil 's work harassing the Oswego garrison , Montcalm executed a strategic feint by moving his headquarters to Ticonderoga , as if to presage another attack along Lake George .With Abercrombie pinned down at Albany , Montcalm slipped away and led the successful attack on Oswego in August .",Building on Vaudreuil 's work harassing the Oswego garrison,"why did montcalm move his headquarters to ticonderoga ?
",47,105
2039,"Montcalm took bold action against his inertia .Building on Vaudreuil 's work harassing the Oswego garrison , Montcalm executed a strategic feint by moving his headquarters to Ticonderoga , as if to presage another attack along Lake George .With Abercrombie pinned down at Albany , Montcalm slipped away and led the successful attack on Oswego in August .","Montcalm executed a strategic feint by moving his headquarters to Ticonderoga , as if to presage another attack along Lake George .","what was montcalm ' s feint ?
",109,239
2040,"Montcalm took bold action against his inertia .Building on Vaudreuil 's work harassing the Oswego garrison , Montcalm executed a strategic feint by moving his headquarters to Ticonderoga , as if to presage another attack along Lake George .With Abercrombie pinned down at Albany , Montcalm slipped away and led the successful attack on Oswego in August .",moving his headquarters to Ticonderoga,"what was montcalm ' s strategic feint ?
",148,185
2041,"Montcalm took bold action against his inertia .Building on Vaudreuil 's work harassing the Oswego garrison , Montcalm executed a strategic feint by moving his headquarters to Ticonderoga , as if to presage another attack along Lake George .With Abercrombie pinned down at Albany , Montcalm slipped away and led the successful attack on Oswego in August .",", as if to presage another attack along Lake","why did montcalm move his headquarters to ticonderoga ?
",187,230
2042,"Loudoun , a capable administrator but a cautious field commander , planned one major operation for 1757 : an attack on New France 's capital , Quebec .Leaving a sizable force at Fort William Henry to distract Montcalm , he began organizing for the expedition to Quebec .He was then ordered by William Pitt , the Secretary of State responsible for the colonies , to attack Louisbourg first .",Leaving a sizable force at Fort William Henry to distract Montcalm,"how did loudoun prepare for the attack on quebec ?
",151,216
2043,"Loudoun , a capable administrator but a cautious field commander , planned one major operation for 1757 : an attack on New France 's capital , Quebec .Leaving a sizable force at Fort William Henry to distract Montcalm , he began organizing for the expedition to Quebec .He was then ordered by William Pitt , the Secretary of State responsible for the colonies , to attack Louisbourg first .",he began organizing for the expedition to Quebec .,"what did loudoun do after leaving fort william henry to distract montcalm ?
",220,269
2044,"When the withdrawal began , some of Montcalm 's Indian allies , angered at the lost opportunity for loot , attacked the British column , killing and capturing several hundred men , women , children , and slaves .The aftermath of the siege may have contributed to the transmission of smallpox into remote Indian populations ; as some Indians were reported to have traveled from beyond the Mississippi to participate in the campaign and returned afterward having been exposed to European carriers .Vaudreuil and Montcalm were minimally resupplied in 1758 , as the British blockade of the French coastline limited French shipping .",some Indians were reported to have traveled from beyond the Mississippi to participate in the campaign and returned afterward having been exposed to European carriers .,"what may have contributed to the spread of smallpox to remote indian populations ?
",328,495
2045,"When the withdrawal began , some of Montcalm 's Indian allies , angered at the lost opportunity for loot , attacked the British column , killing and capturing several hundred men , women , children , and slaves .The aftermath of the siege may have contributed to the transmission of smallpox into remote Indian populations ; as some Indians were reported to have traveled from beyond the Mississippi to participate in the campaign and returned afterward having been exposed to European carriers .Vaudreuil and Montcalm were minimally resupplied in 1758 , as the British blockade of the French coastline limited French shipping .",The aftermath of the siege may have contributed to the transmission of smallpox into remote Indian populations ;,"what did the aftermath of the siege do to the indian population ?
",212,323
2046,"A massive outbreak of smallpox among western tribes led many of them to stay away from trading in 1758 .While many parties to the conflict blamed others -LRB- the Indians blamed the French for bringing `` bad medicine '' as well as denying them prizes at Fort William Henry -RRB- , the disease was probably spread through the crowded conditions at William Henry after the battle .Montcalm focused his meager resources on the defense of the St .",bringing `` bad medicine '' as well as denying them,"what did the indians blame the french for ?
",193,243
2047,"A massive outbreak of smallpox among western tribes led many of them to stay away from trading in 1758 .While many parties to the conflict blamed others -LRB- the Indians blamed the French for bringing `` bad medicine '' as well as denying them prizes at Fort William Henry -RRB- , the disease was probably spread through the crowded conditions at William Henry after the battle .Montcalm focused his meager resources on the defense of the St .",While many parties to the conflict blamed others -LRB- the Indians blamed the French,"who blamed the french for bringing bad medicine ?
",104,187
2048,"Lawrence , with primary defenses at Carillon , Quebec , and Louisbourg , while Vaudreuil argued unsuccessfully for a continuation of the raiding tactics that had worked quite effectively in previous years .The British failures in North America , combined with other failures in the European theater , led to the fall from power of Newcastle and his principal military advisor , the Duke of Cumberland .Newcastle and Pitt joined in an uneasy coalition in which Pitt dominated the military planning .",other failures in the European theater,"what led to the fall of newcastle and the duke of cumberland ?
",260,297
2049,"Lawrence , with primary defenses at Carillon , Quebec , and Louisbourg , while Vaudreuil argued unsuccessfully for a continuation of the raiding tactics that had worked quite effectively in previous years .The British failures in North America , combined with other failures in the European theater , led to the fall from power of Newcastle and his principal military advisor , the Duke of Cumberland .Newcastle and Pitt joined in an uneasy coalition in which Pitt dominated the military planning .","the fall from power of Newcastle and his principal military advisor , the Duke of Cumberland","what did the failures in north america lead to ?
",308,399
2050,"In the aftermath of generally poor French results in most theaters of the Seven Years ' War in 1758 , France 's new foreign minister , the duc de Choiseul , decided to focus on an invasion of Britain , to draw British resources away from North America and the European mainland .The invasion failed both militarily and politically , as Pitt again planned significant campaigns against New France , and sent funds to Britain 's ally on the mainland , Prussia , and the French Navy failed in the 1759 naval battles at Lagos and Quiberon Bay .In one piece of good fortune , some French supply ships managed to depart France , eluding the British blockade of the French coast .","Pitt again planned significant campaigns against New France , and sent funds to Britain 's ally on the mainland , Prussia , and the French Navy","why did the invasion of france fail ?
",336,478
2051,"In the aftermath of generally poor French results in most theaters of the Seven Years ' War in 1758 , France 's new foreign minister , the duc de Choiseul , decided to focus on an invasion of Britain , to draw British resources away from North America and the European mainland .The invasion failed both militarily and politically , as Pitt again planned significant campaigns against New France , and sent funds to Britain 's ally on the mainland , Prussia , and the French Navy failed in the 1759 naval battles at Lagos and Quiberon Bay .In one piece of good fortune , some French supply ships managed to depart France , eluding the British blockade of the French coast .",The invasion failed both militarily and politically,"what did the invasion of britain fail to do ?
",279,329
2052,"The contemporaneous French philosopher Voltaire referred to Canada disparagingly as nothing more than a few acres of snow .The British , for their part , were happy to take New France , as defence of their North American colonies would no longer be an issue and also because they already had ample places from which to obtain sugar .Spain , which traded Florida to Britain to regain Cuba , also gained Louisiana , including New Orleans , from France in compensation for its losses .",they already had ample places from which to obtain sugar .,"why were the british happy to take new france ?
",275,332
2053,"The contemporaneous French philosopher Voltaire referred to Canada disparagingly as nothing more than a few acres of snow .The British , for their part , were happy to take New France , as defence of their North American colonies would no longer be an issue and also because they already had ample places from which to obtain sugar .Spain , which traded Florida to Britain to regain Cuba , also gained Louisiana , including New Orleans , from France in compensation for its losses .","The British , for their part , were happy to take New France , as defence of their North American colonies would no longer be an issue and","why was the british happy to take new france ?
",123,260
2054,"The contemporaneous French philosopher Voltaire referred to Canada disparagingly as nothing more than a few acres of snow .The British , for their part , were happy to take New France , as defence of their North American colonies would no longer be an issue and also because they already had ample places from which to obtain sugar .Spain , which traded Florida to Britain to regain Cuba , also gained Louisiana , including New Orleans , from France in compensation for its losses .",defence of their North American colonies would no longer be an issue and,"why were the british happy to take new france ?
",189,260
2055,"The contemporaneous French philosopher Voltaire referred to Canada disparagingly as nothing more than a few acres of snow .The British , for their part , were happy to take New France , as defence of their North American colonies would no longer be an issue and also because they already had ample places from which to obtain sugar .Spain , which traded Florida to Britain to regain Cuba , also gained Louisiana , including New Orleans , from France in compensation for its losses .","The British , for their part , were happy to take New France","were the british happy to take new france ?
",123,182
2056,"For many native populations , the elimination of French power in North America meant the disappearance of a strong ally and counterweight to British expansion , leading to their ultimate dispossession .The Ohio Country was particularly vulnerable to legal and illegal settlement due to the construction of military roads to the area by Braddock and Forbes .Although the Spanish takeover of the Louisiana territory -LRB- which was not completed until 1769 -RRB- had modest repercussions , the British takeover of Spanish Florida resulted in the westward migration of tribes that did not want to do business with the British , and a rise in tensions between the Choctaw and the Creek , historic enemies whose divisions the British at times exploited .",the construction of military roads to the area by Braddock and Forbes,"why was the ohio country particularly vulnerable to legal and illegal settlement ?
",286,354
2057,"For many native populations , the elimination of French power in North America meant the disappearance of a strong ally and counterweight to British expansion , leading to their ultimate dispossession .The Ohio Country was particularly vulnerable to legal and illegal settlement due to the construction of military roads to the area by Braddock and Forbes .Although the Spanish takeover of the Louisiana territory -LRB- which was not completed until 1769 -RRB- had modest repercussions , the British takeover of Spanish Florida resulted in the westward migration of tribes that did not want to do business with the British , and a rise in tensions between the Choctaw and the Creek , historic enemies whose divisions the British at times exploited .",The Ohio Country was particularly vulnerable to legal and illegal settlement,"why did braddock and forbes build military roads to the area ?
",202,277
2058,"Philosophers in antiquity used the concept of force in the study of stationary and moving objects and simple machines , but thinkers such as Aristotle and Archimedes retained fundamental errors in understanding force .In part this was due to an incomplete understanding of the sometimes non-obvious force of friction , and a consequently inadequate view of the nature of natural motion .A fundamental error was the belief that a force is required to maintain motion , even at a constant velocity .","In part this was due to an incomplete understanding of the sometimes non-obvious force of friction , and a","why did aristotle and archimedes retain fundamental errors in understanding force ?
",218,323
2059,"Philosophers in antiquity used the concept of force in the study of stationary and moving objects and simple machines , but thinkers such as Aristotle and Archimedes retained fundamental errors in understanding force .In part this was due to an incomplete understanding of the sometimes non-obvious force of friction , and a consequently inadequate view of the nature of natural motion .A fundamental error was the belief that a force is required to maintain motion , even at a constant velocity .","inadequate view of the nature of natural motion . A fundamental error was the belief that a force is required to maintain motion , even at a constant velocity","what was one of the reasons aristotle and archimedes were unable to understand the nature of natural motion ?
",-1,156
2060,", for heavy bodies to fall -RRB- , which led to `` natural motion '' , and unnatural or forced motion , which required continued application of a force .This theory , based on the everyday experience of how objects move , such as the constant application of a force needed to keep a cart moving , had conceptual trouble accounting for the behavior of projectiles , such as the flight of arrows .The place where the archer moves the projectile was at the start of the flight , and while the projectile sailed through the air , no discernible efficient cause acts on it .",the everyday experience of how objects move,"what was the theory based on ?
",176,218
2061,", for heavy bodies to fall -RRB- , which led to `` natural motion '' , and unnatural or forced motion , which required continued application of a force .This theory , based on the everyday experience of how objects move , such as the constant application of a force needed to keep a cart moving , had conceptual trouble accounting for the behavior of projectiles , such as the flight of arrows .The place where the archer moves the projectile was at the start of the flight , and while the projectile sailed through the air , no discernible efficient cause acts on it .","such as the constant application of a force needed to keep a cart moving , had conceptual trouble accounting for the behavior of projectiles , such as the flight of arrows .","what is the problem with this theory ?
",222,394
2062,"That is , the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity .By making rest physically indistinguishable from non-zero constant velocity , Newton 's First Law directly connects inertia with the concept of relative velocities .Specifically , in systems where objects are moving with different velocities , it is impossible to determine which object is `` in motion '' and which object is `` at rest '' .",making rest physically indistinguishable from non-zero constant velocity,"how does newton ' s first law connect inertia to relative velocities ?
",151,222
2063,"That is , the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity .By making rest physically indistinguishable from non-zero constant velocity , Newton 's First Law directly connects inertia with the concept of relative velocities .Specifically , in systems where objects are moving with different velocities , it is impossible to determine which object is `` in motion '' and which object is `` at rest '' .",", Newton 's First Law directly connects inertia with the concept of relative velocities .","how does newton ' s first law contradict aristotelian beliefs ?
",224,312
2064,"For instance , while traveling in a moving vehicle at a constant velocity , the laws of physics do not change from being at rest .A person can throw a ball straight up in the air and catch it as it falls down without worrying about applying a force in the direction the vehicle is moving .This is true even though another person who is observing the moving vehicle pass by also observes the ball follow a curving parabolic path in the same direction as the motion of the vehicle .",it falls down without worrying about applying a force in the direction the vehicle is moving .,"how can a person catch a ball while traveling at constant velocity ?
",195,288
2065,"For instance , while traveling in a moving vehicle at a constant velocity , the laws of physics do not change from being at rest .A person can throw a ball straight up in the air and catch it as it falls down without worrying about applying a force in the direction the vehicle is moving .This is true even though another person who is observing the moving vehicle pass by also observes the ball follow a curving parabolic path in the same direction as the motion of the vehicle .",A person can throw a ball straight up in the air and catch it,"what can happen to a ball while traveling in a moving vehicle without worrying about applying a force ?
",130,190
2066,"This is true even though another person who is observing the moving vehicle pass by also observes the ball follow a curving parabolic path in the same direction as the motion of the vehicle .It is the inertia of the ball associated with its constant velocity in the direction of the vehicle 's motion that ensures the ball continues to move forward even as it is thrown up and falls back down .From the perspective of the person in the car , the vehicle and everything inside of it is at rest : It is the outside world that is moving with a constant speed in the opposite direction .",it is thrown up and falls back down .,"the inertia of the ball ensures the ball continues to move forward even though what happens to the ball ?
",357,393
