,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
1919,1919," Islamism is a controversial concept not just because it posits a political role for Islam but also because its supporters believe their views merely reflect Islam, while the contrary idea that Islam is, or can be, apolitical is an error. Scholars and observers who do not believe that Islam is merely a political ideology include Fred Halliday, John Esposito and Muslim intellectuals like Javed Ahmad Ghamidi.","while the contrary idea that Islam is, or can be, apolitical is an error","why is islamism a controversial concept ?
",165,236,because its supporters believe their views merely reflect islam,0.09523809523809525
1920,1920,"Key to their thinking is the idea of empire ` informally if possible and formally if necessary. '""-LSB-attribution needed-RSB-Because of the resources made available by imperialism, the world 's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous. ",of the resources made available by,"why did the world ' s economy grow and become interconnected before world war i ?
",134,167,because of the resources made available by imperialism,0.8333333333333333
1921,1921,"Key to their thinking is the idea of empire ` informally if possible and formally if necessary. '""-LSB-attribution needed-RSB-Because of the resources made available by imperialism, the world 's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous. ","the world 's economy grew significantly and became much more interconnected in the decades before World War I, making the many imperial powers rich and prosperous","what happened to the world economy as a result of imperialism ?
",182,343,"because of the resources made available by imperialism , the world ' s economy grew significantly and became much more interconnected in the decades before world war i , making the many imperial powers rich and prosperous",0.8679245283018869
1922,1922," Pushing against an object on a frictional surface can result in a situation where the object does not move because the applied force is opposed by static friction, generated between the object and the table surface. For a situation with no movement, the static friction force exactly balances the applied force resulting in no acceleration.",the applied force is opposed by static friction,"why does pushing against an object on a frictional surface not move ?
",116,162,"because the applied force is opposed by static friction , generated between the object and the table surface",0.6666666666666666
1923,1923," Pushing against an object on a frictional surface can result in a situation where the object does not move because the applied force is opposed by static friction, generated between the object and the table surface. For a situation with no movement, the static friction force exactly balances the applied force resulting in no acceleration.",generated between the object and the table surface,"why is static friction opposed to the applied force ?
",165,214,"because the applied force is opposed by static friction , generated between the object and the table surface",0.6
1924,1924,"O 2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky, which is due to Rayleigh scattering of blue light). High-purity liquid O",Rayleigh scattering of blue light,"what causes the blue color of the sky ?
",146,178,caused by absorption in the red,0.0
1925,1925,"O 2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky, which is due to Rayleigh scattering of blue light). High-purity liquid O",2 are clear substances with a light sky-blue color caused by absorption in the red (in contrast with the blue color of the sky,"why is it called "" o 2 "" ?
",2,127,caused by absorption in the red,0.4
1926,1926," The unusually high concentration of oxygen gas on Earth is the result of the oxygen cycle. This biogeochemical cycle describes the movement of oxygen within and between its three main reservoirs on Earth: the atmosphere, the biosphere, and the lithosphere.",the oxygen cycle,"why is the unusually high concentration of oxygen gas on earth ?
",74,89,is the result of the oxygen cycle,0.5714285714285715
1927,1927," The unusually high concentration of oxygen gas on Earth is the result of the oxygen cycle. This biogeochemical cycle describes the movement of oxygen within and between its three main reservoirs on Earth: the atmosphere, the biosphere, and the lithosphere.",The unusually high concentration of oxygen gas on Earth,"what is the result of the oxygen cycle ?
",1,55,the unusually high concentration of oxygen gas,0.8571428571428571
1928,1928,"This recognition signal triggers a rapid killing response. The speed of the response is a result of signal amplification that occurs following sequential proteolytic activation of complement molecules, which are also proteases. After complement proteins initially bind to the microbe, they activate their protease activity, which in turn activates other complement proteases, and so on.","signal amplification that occurs following sequential proteolytic activation of complement molecules, which are also proteases","what causes the speed of the response ?
",100,225,[CLS] this recognition signal triggers a rapid killing response . the speed of the response is a result of signal amplification that occurs following sequential proteolytic activation of complement molecules,0.5499999999999999
1929,1929,"This recognition signal triggers a rapid killing response. The speed of the response is a result of signal amplification that occurs following sequential proteolytic activation of complement molecules, which are also proteases. After complement proteins initially bind to the microbe, they activate their protease activity, which in turn activates other complement proteases, and so on.",The speed of the response,"what is the result of signal amplification that occurs following sequential proteolytic activation of complement molecules ?
",59,83,rapid killing response,0.3333333333333333
1930,1930,"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling.",market demand,"why did the value of the dollar rise and fall ?
",316,328,according to market demand,0.6666666666666666
1931,1931,"On August 15, 1971, the United States unilaterally pulled out of the Bretton Woods Accord. The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand). Shortly thereafter, Britain followed, floating the pound sterling.","The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall","what happened when the us pulled out of the bretton woods accord ?
",91,301,"the us abandoned the gold exchange standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar , whose value was left to "" float "" ( rise and fall according to market demand ) . shortly thereafter , britain followed , floating the pound sterling",0.8571428571428571
1932,1932,"but they can refer questions to the EU court for a preliminary ruling. The CJEU 's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.",the principles it deems to be appropriate,"why does the cjeu have the ability to expand and develop the law ?
",268,308,according to the principles it deems to be appropriate,0.8571428571428571
1933,1933,"but they can refer questions to the EU court for a preliminary ruling. The CJEU 's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law according to the principles it deems to be appropriate. Arguably this has been done through both seminal and controversial judgments, including Van Gend en Loos, Mangold v Helm, and Kadi v Commission.","The CJEU 's duty is to ""ensure that in the interpretation and application of the Treaties the law is observed"", although realistically it has the ability to expand and develop the law","what is the duty of the cjeu ?
",71,253,""" ensure that in the interpretation and application of the treaties the law is observed",0.5945945945945945
1934,1934,"Packets are normally forwarded by intermediate network nodes asynchronously using first-in, first-out buffering, but may be forwarded according to some scheduling discipline for fair queuing, traffic shaping, or for differentiated or guaranteed quality of service, such as weighted fair queuing or leaky bucket. In case of a shared physical medium (such as radio or 10BASE5), the packets may be delivered according to a multiple access scheme. ",a multiple access scheme,"what happens in the case of a shared physical medium ?
",418,441,", the packets may be delivered according to a multiple access scheme",0.5
1935,1935,"Packets are normally forwarded by intermediate network nodes asynchronously using first-in, first-out buffering, but may be forwarded according to some scheduling discipline for fair queuing, traffic shaping, or for differentiated or guaranteed quality of service, such as weighted fair queuing or leaky bucket. In case of a shared physical medium (such as radio or 10BASE5), the packets may be delivered according to a multiple access scheme. ","In case of a shared physical medium (such as radio or 10BASE5), the packets may be delivered","what happens when packets are forwarded according to a multiple access scheme ?
",312,403,in case of a shared physical medium,0.5714285714285715
1936,1936,"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts ' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",the courts ' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments,"why is government funding of religious schools subject to restrictions ?
",303,418,preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status,0.1142857142857143
1937,1937,"Funding for private schools is generally provided through student tuition, endowments, scholarship/voucher funds, and donations and grants from religious organizations or private individuals. Government funding for religious schools is either subject to restrictions or possibly forbidden, according to the courts ' interpretation of the Establishment Clause of the First Amendment or individual state Blaine Amendments. Non-religious private schools theoretically could qualify for such funding without hassle, preferring the advantages of independent control of their student admissions and course content instead of the public funding they could get with charter status.",Government funding for religious schools is either subject to restrictions or possibly forbidden,"what happens to government funding of religious schools ?
",192,287,either subject to restrictions or possibly forbidden,0.7000000000000001
1938,1938,"As of 2010-LSB-update-RSB-, there were 821,784 people and 366,273 households in the city. Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census. Jacksonville has Florida 's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census.",the 2000 United States Census,"what reported the population of 5 , 751 in jacksonville ?
",199,227,"lsb - update - rsb - , there were 821 , 784 people and 366 , 273 households in the city . jacksonville has the country ' s tenth - largest arab population , with a total population of 5 , 751 according to the 2000 united states census . jacksonville has florida ' s largest filipino american community",0.17391304347826084
1939,1939,"As of 2010-LSB-update-RSB-, there were 821,784 people and 366,273 households in the city. Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751 according to the 2000 United States Census. Jacksonville has Florida 's largest Filipino American community, with 25,033 in the metropolitan area as of the 2010 Census.","Jacksonville has the country 's tenth-largest Arab population, with a total population of 5,751","what was the population of jacksonville in 2000 ?
",90,184,"5 , 751",0.0
1940,1940," Wealth concentration is a theoretical-LSB-according to whom?-RSB-process by which, under certain conditions, newly created wealth concentrates in the possession of already-wealthy individuals or entities.",whom?-RSB,"according to what does wealth concentration occur ?
",56,64,according to whom,0.0
1941,1941," Wealth concentration is a theoretical-LSB-according to whom?-RSB-process by which, under certain conditions, newly created wealth concentrates in the possession of already-wealthy individuals or entities.",Wealth concentration is a theoretical-LSB,"why is wealth concentration a theoretical - lsb ?
",1,41,"according to whom ? - rsb - process by which , under certain conditions , newly created wealth concentrates in the possession of already - wealthy individuals or entities",0.07692307692307693
1942,1942,"This contrasts with the formal style of ""Prayers"", which is the first item of business in meetings of the House of Commons. Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census. Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau.",the Scottish census,"what determines the balance of religious beliefs ?
",238,256,according to the scottish census,0.6666666666666666
1943,1943,"This contrasts with the formal style of ""Prayers"", which is the first item of business in meetings of the House of Commons. Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census. Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau.",Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs,"why is prayers the first item of business ?
",124,223,,0.0
1944,1944,"The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote. Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line. MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties.",the party line,"what do whips ensure that party members vote according to ?
",229,242,the party line,1.0
1945,1945,"The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote. Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line. MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties.","Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote","what happens when a party instructs members to vote according to the party line ?
",123,214,what,0.0
1946,1946,"It was re-established in April 1991, following the end of the post-war communist control of the country and the reintroduction of a free-market economy. Today, the Warsaw Stock Exchange (WSE) is, according to many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009. From 1991 until 2000, the stock exchange was, ironically, located in the building previously used as the headquarters of the Polish United Workers ' Party (PZPR).","many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009","why is the warsaw stock exchange the largest market in poland ?
",209,349,following the end of the post - war communist control of the country and the reintroduction of a free - market economy,0.2105263157894737
1947,1947,"It was re-established in April 1991, following the end of the post-war communist control of the country and the reintroduction of a free-market economy. Today, the Warsaw Stock Exchange (WSE) is, according to many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009. From 1991 until 2000, the stock exchange was, ironically, located in the building previously used as the headquarters of the Polish United Workers ' Party (PZPR).","Today, the Warsaw Stock Exchange (WSE) is","what is the largest market in the region ?
",153,193,warsaw stock exchange,0.6666666666666666
1948,1948,"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted.",the referendum in France and the referendum in the Netherlands,"why did the 2004 treaty establishing a constitution for europe never come into force ?
",221,282,as a result of the referendum in france and the referendum in the netherlands,0.8235294117647058
1949,1949,"Following the Nice Treaty, there was an attempt to reform the constitutional law of the European Union and make it more transparent; this would have also produced a single constitutional document. However, as a result of the referendum in France and the referendum in the Netherlands, the 2004 Treaty establishing a Constitution for Europe never came into force. Instead, the Lisbon Treaty was enacted.",the 2004 Treaty establishing a Constitution for Europe never came into force,"what happened as a result of the referendum in france and the dutch referendum ?
",285,360,"as a result of the referendum in france and the referendum in the netherlands , the 2004 treaty establishing a constitution for europe never came into force",0.6666666666666666
1950,1950,"Neutrophils are normally found in the bloodstream and are the most abundant type of phagocyte, normally representing 50% to 60% of the total circulating leukocytes. During the acute phase of inflammation, particularly as a result of bacterial infection, neutrophils migrate toward the site of inflammation in a process called chemotaxis, and are usually the first cells to arrive at the scene of infection. Macrophages are versatile cells that reside within tissues and produce a wide array of chemicals including enzymes, complement proteins, and regulatory factors such as interleukin 1.",bacterial infection,"why do neutrophils migrate to the site of inflammation ?
",233,251,as a result of bacterial infection,0.5714285714285715
1951,1951,"Neutrophils are normally found in the bloodstream and are the most abundant type of phagocyte, normally representing 50% to 60% of the total circulating leukocytes. During the acute phase of inflammation, particularly as a result of bacterial infection, neutrophils migrate toward the site of inflammation in a process called chemotaxis, and are usually the first cells to arrive at the scene of infection. Macrophages are versatile cells that reside within tissues and produce a wide array of chemicals including enzymes, complement proteins, and regulatory factors such as interleukin 1.","neutrophils migrate toward the site of inflammation in a process called chemotaxis, and are usually the first cells to arrive at the scene of infection","what happens during the acute phase of inflammation ?
",254,404,"during the acute phase of inflammation , particularly as a result of bacterial infection , neutrophils migrate toward the site of inflammation in a process called chemotaxis , and are usually the first cells to arrive at the scene of infection",0.7924528301886793
1952,1952,"Since ~ 3000 yr BP (= years Before Present), human impact is seen in the delta. As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up. This caused increased flooding and sedimentation, ending peat formation in the delta.",increasing land clearance (Bronze Age agriculture),"why has the sediment load of the rhine increased in central germany ?
",95,144,as a result of increasing land clearance ( bronze age agriculture,0.8
1953,1953,"Since ~ 3000 yr BP (= years Before Present), human impact is seen in the delta. As a result of increasing land clearance (Bronze Age agriculture), in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up. This caused increased flooding and sedimentation, ending peat formation in the delta.","in the upland areas (central Germany), the sediment load of the Rhine has strongly increased and delta growth has sped up","what happened as a result of increased land clearance ?
",147,267,"increased flooding and sedimentation , ending peat formation in the delta",0.2962962962962963
1954,1954,"During the First Sino-Japanese War in 1894, Japan absorbed Taiwan. As a result of the Russo-Japanese War in 1905, Japan took part of Sakhalin Island from Russia. Korea was annexed in 1910.",the Russo-Japanese War in 1905,"why did japan take part of sakhalin island from russia ?
",82,111,as a result of the russo - japanese war in 1905,0.5
1955,1955,"During the First Sino-Japanese War in 1894, Japan absorbed Taiwan. As a result of the Russo-Japanese War in 1905, Japan took part of Sakhalin Island from Russia. Korea was annexed in 1910.",Japan took part of Sakhalin Island from Russia,"what happened as a result of the russo - japanese war ?
",114,159,"as a result of the russo - japanese war in 1905 , japan took part of sakhalin island from russia",0.6666666666666666
1956,1956,"Torque is the rotation equivalent of force in the same way that angle is the rotational equivalent for position, angular velocity for velocity, and angular momentum for momentum. As a consequence of Newton 's First Law of Motion, there exists rotational inertia that ensures that all bodies maintain their angular momentum unless acted upon by an unbalanced torque. Likewise, Newton 's Second Law of Motion can be used to derive an analogous equation for the instantaneous angular acceleration of the rigid body:",Newton 's First Law of Motion,"why is there rotational inertia ?
",199,227,"as a consequence of newton ' s first law of motion , there exists rotational inertia that ensures that all bodies maintain their angular momentum unless acted upon by an unbalanced torque",0.35294117647058826
1957,1957,"Torque is the rotation equivalent of force in the same way that angle is the rotational equivalent for position, angular velocity for velocity, and angular momentum for momentum. As a consequence of Newton 's First Law of Motion, there exists rotational inertia that ensures that all bodies maintain their angular momentum unless acted upon by an unbalanced torque. Likewise, Newton 's Second Law of Motion can be used to derive an analogous equation for the instantaneous angular acceleration of the rigid body:",there exists rotational inertia that ensures that all bodies maintain their angular momentum unless acted upon by an unbalanced torque,"what happens as a consequence of newton ' s first law of motion
",230,363,there exists rotational inertia that ensures that all bodies maintain their angular momentum unless acted upon by an unbalanced torque,1.0
1958,1958,"By contrast to the ECJ 's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had ` even the slightest sense of responsibility '. This led to the creation of the European Anti-fraud Office. In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a $ 60m bribe in connection with a Tobacco Products Directive.","By contrast to the ECJ 's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had ` even the slightest sense of responsibility","why was the european anti - fraud office created ?
",0,185,after allegations that he received a $ 60m bribe in connection with a tobacco products directive,0.052631578947368425
1959,1959,"By contrast to the ECJ 's relaxed approach, a Committee of Independent Experts found that a culture had developed where few Commissioners had ` even the slightest sense of responsibility '. This led to the creation of the European Anti-fraud Office. In 2012 it investigated the Maltese Commissioner for Health, John Dalli, who quickly resigned after allegations that he received a $ 60m bribe in connection with a Tobacco Products Directive.",the creation of the European Anti-fraud Office,"what happened when a committee of independent experts found a culture where few commissioners had even the slightest sense of responsibility ?
",202,247,this led to the creation of the european anti - fraud office,0.5714285714285714
1960,1960,"Early advances in this field showed the existence of a liquid outer core (where shear waves were not able to propagate) and a dense solid inner core. These advances led to the development of a layered model of the Earth, with a crust and lithosphere on top, the mantle below (separated within itself by seismic discontinuities at 410 and 660 kilometers), and the outer core and inner core below that. More recently, seismologists have been able to create detailed images of wave speeds inside the earth in the same way a doctor images a body in a CT scan.",Early advances in this field showed the existence of a liquid outer core (where shear waves were not able to propagate) and a dense solid inner core,"why was the layered model of the earth created ?
",0,147,why,0.0
1961,1961,"Early advances in this field showed the existence of a liquid outer core (where shear waves were not able to propagate) and a dense solid inner core. These advances led to the development of a layered model of the Earth, with a crust and lithosphere on top, the mantle below (separated within itself by seismic discontinuities at 410 and 660 kilometers), and the outer core and inner core below that. More recently, seismologists have been able to create detailed images of wave speeds inside the earth in the same way a doctor images a body in a CT scan.",the development of a layered model of the Earth,"what happened when advances were made in the field of seismology ?
",172,218,,0.0
1962,1962,"More recently, seismologists have been able to create detailed images of wave speeds inside the earth in the same way a doctor images a body in a CT scan. These images have led to a much more detailed view of the interior of the Earth, and have replaced the simplified layered model with a much more dynamic model. ","More recently, seismologists have been able to create detailed images of wave speeds inside the earth in the same way a doctor images a body in a CT scan","why have seismologists been able to do this ?
",0,152,in the same way a doctor images a body in a ct scan,0.5454545454545454
1963,1963,"More recently, seismologists have been able to create detailed images of wave speeds inside the earth in the same way a doctor images a body in a CT scan. These images have led to a much more detailed view of the interior of the Earth, and have replaced the simplified layered model with a much more dynamic model. ",a much more detailed view of the interior of the Earth,"what has the images of wave speeds inside the earth led to ?
",180,233,a much more detailed view of the interior of the earth,1.0
1964,1964,"They will have to satisfy a number of infrastructure and human resource related criteria to get Recognition (a form of license) from the government. Critics of this system point out that this leads to corruption by school inspectors who check compliance and to fewer schools in a country that has the largest adult illiterate population in the world. While official data does not capture the real extent of private schooling in the country, various studies have reported unpopularity of government schools and an increasing number of private schools.",Critics of this system point out that,"why does this lead to corruption in schools ?
",149,185,why,0.0
1965,1965,"They will have to satisfy a number of infrastructure and human resource related criteria to get Recognition (a form of license) from the government. Critics of this system point out that this leads to corruption by school inspectors who check compliance and to fewer schools in a country that has the largest adult illiterate population in the world. While official data does not capture the real extent of private schooling in the country, various studies have reported unpopularity of government schools and an increasing number of private schools.",corruption by school inspectors who check compliance and to fewer schools in a country that has the largest adult illiterate population in the world,"what do critics of the system say happens to the schools ?
",201,348,,0.0
1966,1966,"Additionally, proteins such as NFIL3, which have been shown to be closely intertwined with both T-cell differentiation and our circadian rhythms, can be affected through the disturbance of natural light and dark cycles through instances of sleep deprivation, shift work, etc.. As a result, these disruptions can lead to an increase in chronic conditions such as heart disease, chronic pain, and asthma. ","proteins such as NFIL3, which have been shown to be closely intertwined with both T-cell differentiation and our circadian rhythms, can be affected through the disturbance of natural light and dark cycles through instances of sleep deprivation, shift work, etc.. As a result","why is there an increase in chronic conditions such as asthma ?
",14,287,why,0.0
1967,1967,"Additionally, proteins such as NFIL3, which have been shown to be closely intertwined with both T-cell differentiation and our circadian rhythms, can be affected through the disturbance of natural light and dark cycles through instances of sleep deprivation, shift work, etc.. As a result, these disruptions can lead to an increase in chronic conditions such as heart disease, chronic pain, and asthma. ","an increase in chronic conditions such as heart disease, chronic pain, and asthma","what happens as a result of disruption of natural light and dark cycles ?
",320,400,"can lead to an increase in chronic conditions such as heart disease , chronic pain , and asthma",0.888888888888889
1968,1968,"The party argued that the revenues from the oil were not benefitting Scotland as much as they should. The combined effect of these events led to Prime Minister Wilson committing his government to some form of devolved legislature in 1974. However, it was not until 1978 that final legislative proposals for a Scottish Assembly were passed by the United Kingdom Parliament.",combined effect of,"why did prime minister wilson commit his government to some form of devolved legislature ?
",106,123,the party argued that the revenues from the oil were not benefitting scotland as much as they should,0.0
1969,1969,"The party argued that the revenues from the oil were not benefitting Scotland as much as they should. The combined effect of these events led to Prime Minister Wilson committing his government to some form of devolved legislature in 1974. However, it was not until 1978 that final legislative proposals for a Scottish Assembly were passed by the United Kingdom Parliament.",Prime Minister Wilson committing his government to some form of devolved legislature in 1974,"what happened to the government in 1974 ?
",145,236,some form of devolved legislature,0.5263157894736842
1970,1970,"Eight years later, in 1909, there were 281,754 Jews (36.9%), 18,189 Protestants (2.4%) and 2,818 Mariavites (0.4%). This led to construction of hundreds of places of religious worship in all parts of the town. Most of them were destroyed in the aftermath of the Warsaw Uprising of 1944.","Eight years later, in 1909, there were 281,754 Jews (36.9%), 18,189 Protestants (2.4%) and 2,818 Mariavites (0.4%)","what percentage of the population was jewish in 1909 ?
",0,113,36 . 9 %,0.0
1971,1971,"Eight years later, in 1909, there were 281,754 Jews (36.9%), 18,189 Protestants (2.4%) and 2,818 Mariavites (0.4%). This led to construction of hundreds of places of religious worship in all parts of the town. Most of them were destroyed in the aftermath of the Warsaw Uprising of 1944.",construction of hundreds of places of religious worship in all parts of the town,"what happened as a result of the increase in religions ?
",128,207,most of them were destroyed in the aftermath of the warsaw uprising of 1944,0.32
1972,1972,"French forces in the Ohio valley also continued to intrigue with Indians throughout the area, encouraging them to raid frontier settlements. This led to ongoing alarms along the western frontiers, with streams of refugees returning east to get away from the action. ","French forces in the Ohio valley also continued to intrigue with Indians throughout the area, encouraging them to raid frontier settlements","what caused alarms along the western frontiers ?
",0,138,encouraging them to raid frontier settlements,0.4799999999999999
1973,1973,"French forces in the Ohio valley also continued to intrigue with Indians throughout the area, encouraging them to raid frontier settlements. This led to ongoing alarms along the western frontiers, with streams of refugees returning east to get away from the action. ",ongoing alarms along the western frontiers,"why did streams of refugees return east to get away from the action ?
",153,194,to get away from the action,0.0
1974,1974,"While the Treaties and Regulations will have direct effect (if clear, unconditional and immediate), Directives do not generally give citizens (as opposed to the member state) standing to sue other citizens. In theory, this is because TFEU article 288 says Directives are addressed to the member states and usually ""leave to the national authorities the choice of form and methods"" to implement. In part this reflects that directives often create minimum standards, leaving member states to apply higher standards.","TFEU article 288 says Directives are addressed to the member states and usually ""leave to the national authorities the choice of form and methods"" to implement","why do directives not give citizens standing to sue other citizens ?
",234,392,"because tfeu article 288 says directives are addressed to the member states and usually "" leave to the national authorities the choice of form and methods "" to implement",0.9787234042553191
1975,1975,"While the Treaties and Regulations will have direct effect (if clear, unconditional and immediate), Directives do not generally give citizens (as opposed to the member state) standing to sue other citizens. In theory, this is because TFEU article 288 says Directives are addressed to the member states and usually ""leave to the national authorities the choice of form and methods"" to implement. In part this reflects that directives often create minimum standards, leaving member states to apply higher standards.","the Treaties and Regulations will have direct effect (if clear, unconditional and immediate), Directives do not generally give citizens (as opposed to the member state) standing to sue other citizens. In theory","why are directives not binding on other citizens ?
",6,215,"because tfeu article 288 says directives are addressed to the member states and usually "" leave to the national authorities the choice of form and methods "" to implement",0.22222222222222224
1976,1976,A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service.,competition between workers drives down the wage,"why would there be a low wage for a job like dish - washing or customer service ?
",194,241,because competition between workers drives down the wage,0.923076923076923
1977,1977,A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or customer service.,A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job,"why is there a low wage for a job ?
",0,175,because competition between workers drives down the wage,0.10526315789473685
1978,1978,"A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk.",competition between employers for employees will drive up the wage,"why will there be high wages for a job where there is a large need for the positions ?
",170,235,because competition between employers for employees will drive up the wage,0.9473684210526316
1979,1979,"A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job. This is because competition between employers for employees will drive up the wage. Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk.","A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job","why will competition between employers drive up the wage ?
",0,151,because,0.0
1980,1980,"Some Muslim communities had a Chinese surname which meant ""barracks"" and could also mean ""thanks"". Many Hui Muslims claim this is because that they played an important role in overthrowing the Mongols and it was given in thanks by the Han Chinese for assisting them. During the war fighting the Mongols, among the Ming Emperor Zhu Yuanzhang 's armies was the Hui Muslim Feng Sheng.",that they played an important role in overthrowing the Mongols and it was given in thanks by the Han Chinese for assisting,"why do many hui muslims claim they have a chinese surname ?
",138,259,because that they played an important role in overthrowing the mongols and it was given in thanks by the han chinese for assisting them,0.9500000000000001
1981,1981,"Some Muslim communities had a Chinese surname which meant ""barracks"" and could also mean ""thanks"". Many Hui Muslims claim this is because that they played an important role in overthrowing the Mongols and it was given in thanks by the Han Chinese for assisting them. During the war fighting the Mongols, among the Ming Emperor Zhu Yuanzhang 's armies was the Hui Muslim Feng Sheng.",Many Hui Muslims claim,"why did some muslim communities have a chinese surname ?
",99,120,because that they played an important role in overthrowing the mongols and it was given in thanks by the han chinese for assisting them,0.0
1982,1982,"Resolving force vectors into components of a set of basis vectors is often a more mathematically clean way to describe forces than using magnitudes and directions. This is because, for orthogonal components, the components of the vector sum are uniquely determined by the scalar addition of the components of the individual vectors. Orthogonal components are independent of each other because forces acting at ninety degrees to each other have no effect on the magnitude or direction of the other.","for orthogonal components, the components of the vector sum are uniquely determined by the scalar addition of the components of the individual vectors","why is resolving force vectors into components of a set of basis vectors a more mathematically clean way to describe forces ?
",181,330,"because , for orthogonal components , the components of the vector sum are uniquely determined by the scalar addition of the components of the individual vectors",0.972972972972973
1983,1983,"Resolving force vectors into components of a set of basis vectors is often a more mathematically clean way to describe forces than using magnitudes and directions. This is because, for orthogonal components, the components of the vector sum are uniquely determined by the scalar addition of the components of the individual vectors. Orthogonal components are independent of each other because forces acting at ninety degrees to each other have no effect on the magnitude or direction of the other.",Resolving force vectors into components of a set of basis vectors is often a more mathematically clean way to describe forces than using magnitudes and directions,"why is there a better way to describe forces ?
",0,161,"because , for orthogonal components , the components of the vector sum are uniquely determined by the scalar addition of the components of the individual vectors",0.186046511627907
