,Pattern_id,Text,Cause,Effect,cause_question,effect_question
834,98,The Lucas -- Lehmer test is particularly fast for numbers of this form .This is why the largest known prime has almost always been a Mersenne prime since the dawn of electronic computers .The following table gives the largest known primes of the mentioned types .,-- Lehmer test is particularly fast for numbers of this form,the largest known prime has almost always been a Mersenne prime since the dawn of electronic computers .,"why is the largest known prime almost always a mersenne prime ?
","why is the lucas - - lehmer test particularly fast ?
"
835,15,", their greatest common divisor is one .If this necessary condition is satisfied , Dirichlet 's theorem on arithmetic progressions asserts that the progression contains infinitely many primes .The picture below illustrates this with q = 9 : the numbers are `` wrapped around '' as soon as a multiple of 9 is passed .",this necessary condition is satisfied,Dirichlet 's theorem on arithmetic progressions asserts that the progression contains infinitely many primes .,"when does dirichlet ' s theorem on arithmetic progressions state that the progression contains infinitely many primes ?
","what happens if their greatest common divisor is one ?
"
836,47,"is divisible by n .Several public-key cryptography algorithms , such as RSA and the Diffie -- Hellman key exchange , are based on large prime numbers -LRB- for example , 512-bit primes are frequently used for RSA and 1024-bit primes are typical for Diffie -- Hellman ..",large prime numbers,512-bit primes are frequently used for RSA and 1024-bit primes are typical for Diffie -- Hellman .,"rsa and the diffie - - hellman key exchange are based on what ?
","what are two examples of primes used in rsa ?
"
837,15,"The logic for this is believed to be that the prime number intervals between emergences make it very difficult for predators to evolve that could specialize as predators on Magicicadas .If Magicicadas appeared at a non-prime number intervals , say every 12 years , then predators appearing every 2 , 3 , 4 , 6 , or 12 years would be sure to meet them .Over a 200-year period , average predator populations during hypothetical outbreaks of 14 - and 15-year cicadas would be up to 2 % higher than during outbreaks of 13 - and 17-year cicadas .",Magicicadas appeared at a non-prime number intervals,"say every 12 years , then predators appearing every 2 , 3 , 4 , 6 , or 12 years would be sure to meet them .","what would cause predators to appear every 12 years ?
","how often would predators appear at non - prime number intervals ?
"
838,82,"Though small , this advantage appears to have been enough to drive natural selection in favour of a prime-numbered life-cycle for these insects .The concept of prime number is so important that it has been generalized in different ways in various branches of mathematics .Generally , `` prime '' indicates minimality or indecomposability , in an appropriate sense .",The concept of prime number is so important,it has been generalized in different ways in various branches of mathematics .,"why has the concept of prime number been generalized in different ways in various branches of mathematics ?
","what has happened to the concept of prime number ?
"
839,67,"It is either Q or the finite field with p elements , whence the name .Often a second , additional meaning is intended by using the word prime , namely that any object can be , essentially uniquely , decomposed into its prime components .For example , in knot theory , a prime knot is a knot that is indecomposable in the sense that it can not be written as the knot sum of two nontrivial knots .","using the word prime , namely that any object can be",", essentially uniquely , decomposed into its prime components .","what is the second meaning of the word prime ?
","what is the second meaning of the word prime ?
"
840,14,"Prime numbers give rise to two more general concepts that apply to elements of any commutative ring R , an algebraic structure where addition , subtraction and multiplication are defined : prime elements and irreducible elements .An element p of R is called prime element if it is neither zero nor a unit -LRB- i .e .",it is neither zero nor a unit -LRB- i .,An element p of R is called prime element,"what is the definition of a prime element ?
","what is it called when an element p of r is neither zero nor unit - lrb - i . e . ?
"
841,14,", does not have a multiplicative inverse -RRB- and satisfies the following requirement : given x and y in R such that p divides the product xy , then p divides x or y .An element is irreducible if it is not a unit and can not be written as a product of two ring elements that are not units .The fundamental theorem of arithmetic continues to hold in unique factorization domains .",it is not a unit and can not be written as a product of two ring elements that are not units .,An element is irreducible,"how is an element irreducible ?
","what is it called when an element is not a unit and can ' t be written as a product of two ring elements that are not units ?
"
842,71,"20 km -RRB- .The river length is significantly shortened from the river 's natural course due to number of canalisation projects completed in the 19th and 20th century .-LSB- note 7 -RSB- The `` total length of the Rhine '' , to the inclusion of Lake Constance and the Alpine Rhine is more difficult to measure objectively ; it was cited as 1,232 kilometres -LRB- 766 miles -RRB- by the Dutch Rijkswaterstaat in 2010 .",number of canalisation projects,completed in the 19th and 20th century .,"why is the river shortened from its natural course ?
","why is the river shortened from its natural course ?
"
843,29,"The cold water flows near the surface and at first does n't mix with the warmer , green waters of Upper Lake .But then , at the so-called Rheinbrech , the Rhine water abruptly falls into the depths because of the greater density of cold water .The flow reappears on the surface at the northern -LRB- German -RRB- shore of the lake , off the island of Lindau .","But then , at the so-called Rheinbrech , the Rhine water abruptly falls into the depths",". The flow reappears on the surface at the northern -LRB- German -RRB- shore of the lake , off the island of Lindau","what happens when the rhine water mixes with the warmer waters of upper lake ?
","where does the rheinbrech reappear ?
"
844,80,"Depending on the water level , this flow of the Rhine water is clearly visible along the entire length of the lake .The Rhine emerges from Lake Constance , flows generally westward , as the Hochrhein , passes the Rhine Falls , and is joined by its major tributary , the river Aare .The Aare more than doubles the Rhine 's water discharge , to an average of nearly 1,000 m3/s -LRB- 35,000 cu ft/s -RRB- , and provides more than a fifth of the discharge at the Dutch border .","the Hochrhein , passes the Rhine Falls , and is joined by its major tributary , the river Aare .","The Rhine emerges from Lake Constance , flows generally westward","how does the rhine emerge from lake constance ?
","how does the rhine emerge from lake constance ?
"
845,80,"Legally , the Central Bridge is the boundary between High and Upper Rhine .The river now flows North as Upper Rhine through the Upper Rhine Plain , which is about 300 km long and up to 40 km wide .The most important tributaries in this area are the Ill below of Strasbourg , the Neckar in Mannheim and the Main across from Mainz .","Upper Rhine through the Upper Rhine Plain , which is about 300 km long and up to 40 km",The river now flows North,"where does the river now flow north ?
","what direction does the river now flow ?
"
846,80,"Most of Luxembourg and a very small part of Belgium also drain to the Rhine via the Moselle .As it approaches the Dutch border , the Rhine has an annual mean discharge of 2,290 m3/s -LRB- 81,000 cu ft/s -RRB- and an average width of 400 m -LRB- 1,300 ft -RRB- .Between Bingen and Bonn , the Middle Rhine flows through the Rhine Gorge , a formation which was created by erosion .","it approaches the Dutch border , the Rhine has an annual mean discharge of 2,290 m3/s -LRB- 81,000 cu ft/s -RRB- and an average width of 400 m -LRB- 1,300 ft -RRB- .",Most of Luxembourg and a very small part of Belgium also drain to the Rhine via the Moselle .,"what is the mean discharge of the rhine as it approaches the dutch border ?
","does the moselle drain to the rhine ?
"
847,80,"Near Krefeld , the river crosses the Uerdingen line , the line which separates the areas where Low German and High German are spoken .From here , the situation becomes more complicated , as the Dutch name Rijn no longer coincides with the main flow of water .Two thirds of the water flow volume of the Rhine flows farther west , through the Waal and then , via the Merwede and Nieuwe Merwede -LRB- De Biesbosch -RRB- , merging with the Meuse , through the Hollands Diep and Haringvliet estuaries , into the North Sea .",the Dutch name Rijn no longer coincides with the main flow of water .,"From here , the situation becomes more complicated","why is the name rijn more complicated ?
","what happens when the river crosses the uerdingen line ?
"
848,80,"Two thirds of the water flow volume of the Rhine flows farther west , through the Waal and then , via the Merwede and Nieuwe Merwede -LRB- De Biesbosch -RRB- , merging with the Meuse , through the Hollands Diep and Haringvliet estuaries , into the North Sea .The Beneden Merwede branches off , near Hardinxveld-Giessendam and continues as the Noord , to join the Lek , near the village of Kinderdijk , to form the Nieuwe Maas ; then flows past Rotterdam and continues via Het Scheur and the Nieuwe Waterweg , to the North Sea .The Oude Maas branches off , near Dordrecht , farther down rejoining the Nieuwe Maas to form Het Scheur .","the Noord , to join the Lek , near the village of Kinderdijk , to form the Nieuwe Maas ; then flows past Rotterdam and continues via Het Scheur and the Nieuwe Waterweg , to the North Sea .","The Beneden Merwede branches off , near Hardinxveld-Giessendam and continues","where does the beneden merwede end ?
","where does the beneden merwede branch off ?
"
849,44,"The name Rijn , from here on , is used only for smaller streams farther to the north , which together formed the main river Rhine in Roman times .Though they retained the name , these streams no longer carry water from the Rhine , but are used for draining the surrounding land and polders .From Wijk bij Duurstede , the old north branch of the Rhine is called Kromme Rijn -LRB- `` Bent Rhine '' -RRB- past Utrecht , first Leidse Rijn -LRB- `` Rhine of Leiden '' -RRB- and then , Oude Rijn -LRB- `` Old Rhine '' -RRB- .",draining the surrounding land and polders,"Though they retained the name , these streams no longer carry water from the Rhine , but are used","what are the smaller streams used for ?
","do the smaller streams carry water from the rhine ?
"
850,79,"The Rhine-Meuse Delta , the most important natural region of the Netherlands begins near Millingen aan de Rijn , close to the Dutch-German border with the division of the Rhine into Waal and Nederrijn .Since the Rhine contributes most of the water , the shorter term Rhine Delta is commonly used .However , this name is also used for the river delta where the Rhine flows into Lake Constance , so it is clearer to call the larger one Rhine-Meuse delta , or even Rhine -- Meuse -- Scheldt delta , as the Scheldt ends in the same delta .","the Rhine contributes most of the water ,","The Rhine-Meuse Delta , the most important natural region of the Netherlands begins near Millingen aan de Rijn , close to the Dutch-German border with the division of the Rhine into Waal and Nederrijn .","why is the shorter term rhine delta commonly used ?
","where does the most important natural region of the netherlands begin ?
"
851,0,"Since the Rhine contributes most of the water , the shorter term Rhine Delta is commonly used .However , this name is also used for the river delta where the Rhine flows into Lake Constance , so it is clearer to call the larger one Rhine-Meuse delta , or even Rhine -- Meuse -- Scheldt delta , as the Scheldt ends in the same delta .The shape of the Rhine delta is determined by two bifurcations : first , at Millingen aan de Rijn , the Rhine splits into Waal and Pannerdens Kanaal , which changes its name to Nederrijn at Angeren , and second near Arnhem , the IJssel branches off from the Nederrijn .","However , this name is also used for the river delta where the Rhine flows into Lake Constance","it is clearer to call the larger one Rhine-Meuse delta , or even Rhine -- Meuse -- Scheldt delta , as the Scheldt ends in the same delta .","why is the shorter term rhine delta used ?
","what is another name for the river delta where the rhine flows into lake constance ?
"
852,80,"Since the Rhine contributes most of the water , the shorter term Rhine Delta is commonly used .However , this name is also used for the river delta where the Rhine flows into Lake Constance , so it is clearer to call the larger one Rhine-Meuse delta , or even Rhine -- Meuse -- Scheldt delta , as the Scheldt ends in the same delta .The shape of the Rhine delta is determined by two bifurcations : first , at Millingen aan de Rijn , the Rhine splits into Waal and Pannerdens Kanaal , which changes its name to Nederrijn at Angeren , and second near Arnhem , the IJssel branches off from the Nederrijn .",the Scheldt ends in the same delta .,"it is clearer to call the larger one Rhine-Meuse delta , or even Rhine -- Meuse -- Scheldt delta","why is the name rhine - meuse - - scheldt delta used ?
","what is another name for the delta where the rhine flows into lake constance ?
"
853,80,"This creates three main flows , two of which change names rather often .The largest and southern main branch begins as Waal and continues as Boven Merwede -LRB- `` Upper Merwede '' -RRB- , Beneden Merwede -LRB- `` Lower Merwede '' -RRB- , Noord River -LRB- `` North River '' -RRB- , Nieuwe Maas -LRB- `` New Meuse '' -RRB- , Het Scheur -LRB- `` the Rip '' -RRB- and Nieuwe Waterweg -LRB- `` New Waterway '' -RRB- .The middle flow begins as Nederrijn , then changes into Lek , then joins the Noord , thereby forming Nieuwe Maas .","Waal and continues as Boven Merwede -LRB- `` Upper Merwede '' -RRB- , Beneden Merwede -LRB- ``",The largest and southern main branch begins,"what is the name of the largest and southern main branch ?
","where does the largest and southern main branch begin ?
"
854,80,"The largest and southern main branch begins as Waal and continues as Boven Merwede -LRB- `` Upper Merwede '' -RRB- , Beneden Merwede -LRB- `` Lower Merwede '' -RRB- , Noord River -LRB- `` North River '' -RRB- , Nieuwe Maas -LRB- `` New Meuse '' -RRB- , Het Scheur -LRB- `` the Rip '' -RRB- and Nieuwe Waterweg -LRB- `` New Waterway '' -RRB- .The middle flow begins as Nederrijn , then changes into Lek , then joins the Noord , thereby forming Nieuwe Maas .The northern flow keeps the name IJssel until it flows into Lake IJsselmeer .","Nederrijn , then changes into Lek , then joins the Noord , thereby forming Nieuwe Maas .",The middle flow begins,"what happens to the middle flow ?
","what begins as nederrijn ?
"
855,83,"Before the St .Elizabeth 's flood -LRB- 1421 -RRB- , the Meuse flowed just south of today 's line Merwede-Oude Maas to the North Sea and formed an archipelago-like estuary with Waal and Lek .This system of numerous bays , estuary-like extended rivers , many islands and constant changes of the coastline , is hard to imagine today .","Elizabeth 's flood -LRB- 1421 -RRB- , the Meuse flowed just south",the North Sea and formed an archipelago-like estuary with Waal and Lek .,"when did the meuse form an archipelago - like estuary with waal and lek ?
","where did the meuse flow before the st . elizabeth ' s flood ?
"
856,17,"From 1421 to 1904 , the Meuse and Waal merged further upstream at Gorinchem to form Merwede .For flood protection reasons , the Meuse was separated from the Waal through a lock and diverted into a new outlet called `` Bergse Maas '' , then Amer and then flows into the former bay Hollands Diep .The hydrography of the current delta is characterized by the delta 's main arms , disconnected arms -LRB- Hollandse IJssel , Linge , Vecht , etc .","From 1421 to 1904 , the Meuse and Waal merged further upstream at Gorinchem to form Merwede","the Meuse was separated from the Waal through a lock and diverted into a new outlet called `` Bergse Maas '' , then Amer and then flows into the former bay Hollands","when did the meuse and waal merge ?
","what happened to the meuse to create merwede ?
"
857,76,"The Rhine-Meuse Delta is a tidal delta , shaped not only by the sedimentation of the rivers , but also by tidal currents .This meant that high tide formed a serious risk because strong tidal currents could tear huge areas of land into the sea .Before the construction of the Delta Works , tidal influence was palpable up to Nijmegen , and even today , after the regulatory action of the Delta Works , the tide acts far inland .",strong tidal currents could tear huge areas of land into the sea .,This meant that high tide formed a serious risk,"why did high tide form a serious risk ?
","why was the rhine - meuse delta chosen for the delta works ?
"
858,76,"During this time , the lower Rhine flowed roughly west through the Netherlands and extended to the southwest , through the English Channel and finally , to the Atlantic Ocean .The English Channel , the Irish Channel and most of the North Sea were dry land , mainly because sea level was approximately 120 m -LRB- 390 ft -RRB- lower than today .Most of the Rhine 's current course was not under the ice during the last Ice Age ; although , its source must still have been a glacier .",sea level was approximately 120 m -LRB- 390 ft -RRB- lower than today .,"The English Channel , the Irish Channel and most of the North Sea were dry land , mainly","why were the english channel , irish channel , and north sea dry land during the last ice age ?
","why did the lower rhine flow to the southwest ?
"
859,80,"The loess or wind-blown dust over that tundra , settled in and around the Rhine Valley , contributing to its current agricultural usefulness .As northwest Europe slowly began to warm up from 22,000 years ago onward , frozen subsoil and expanded alpine glaciers began to thaw and fall-winter snow covers melted in spring .Much of the discharge was routed to the Rhine and its downstream extension .","northwest Europe slowly began to warm up from 22,000 years ago onward , frozen subsoil and expanded alpine glaciers began to thaw and fall-winter snow covers melted in spring .","or wind-blown dust over that tundra , settled in and around the Rhine Valley , contributing to its current agricultural usefulness .","why did the loess settle in the rhine valley ?
","what is loess ?
"
860,82,"Since 7500 yr ago , a situation with tides and currents , very similar to present has existed .Rates of sea-level rise had dropped so far , that natural sedimentation by the Rhine and coastal processes together , could compensate the transgression by the sea ; in the last 7000 years , the coast line was roughly at the same location .In the southern North Sea , due to ongoing tectonic subsidence , the sea level is still rising , at the rate of about 1 -- 3 cm -LRB- 0 .",Rates of sea-level rise had dropped so far,"natural sedimentation by the Rhine and coastal processes together , could compensate the transgression by the sea ; in the last 7000 years , the coast line was roughly at the same location .","why did natural sedimentation by the rhine and coastal processes together compensate the transgression by the sea ?
","why did sea level rise drop so far ?
"
861,71,"Rates of sea-level rise had dropped so far , that natural sedimentation by the Rhine and coastal processes together , could compensate the transgression by the sea ; in the last 7000 years , the coast line was roughly at the same location .In the southern North Sea , due to ongoing tectonic subsidence , the sea level is still rising , at the rate of about 1 -- 3 cm -LRB- 0 .39 -- 1 .",ongoing tectonic subsidence,"the sea level is still rising , at the rate of about 1 -- 3 cm -LRB- 0 .","why is the sea level rising in the southern north sea ?
","how much is the sea level rising in the southern north sea ?
"
862,80,"At the begin of the Holocene -LRB- ~ 11,700 years ago -RRB- , the Rhine occupied its Late-Glacial valley .As a meandering river , it reworked its ice-age braidplain .As sea-level continued to rise in the Netherlands , the formation of the Holocene Rhine-Meuse delta began -LRB- ~ 8,000 years ago -RRB- .","a meandering river , it reworked its ice-age braidplain .","At the begin of the Holocene -LRB- ~ 11,700 years ago -RRB- , the Rhine occupied its Late-Glacial valley .","why did the rhine occupy its late - glacial valley ?
","when did the rhine occupy its late glacial valley ?
"
863,80,"As a meandering river , it reworked its ice-age braidplain .As sea-level continued to rise in the Netherlands , the formation of the Holocene Rhine-Meuse delta began -LRB- ~ 8,000 years ago -RRB- .Coeval absolute sea-level rise and tectonic subsidence have strongly influenced delta evolution .","sea-level continued to rise in the Netherlands , the formation of the Holocene Rhine-Meuse delta began -LRB- ~ 8,000 years ago -RRB- .","As a meandering river , it reworked its ice-age braidplain .","when did the holocene rhine - meuse delta form ?
","what happened to the rhine - meuse river as a river ?
"
864,60,"Since ~ 3000 yr BP -LRB- = years Before Present -RRB- , human impact is seen in the delta .As a result of increasing land clearance -LRB- Bronze Age agriculture -RRB- , in the upland areas -LRB- central Germany -RRB- , the sediment load of the Rhine has strongly increased and delta growth has sped up .This caused increased flooding and sedimentation , ending peat formation in the delta .",increasing land clearance -LRB- Bronze Age agriculture -RRB-,"in the upland areas -LRB- central Germany -RRB- , the sediment load of the Rhine has strongly increased and delta growth has sped up .","what has caused the sediment load of the rhine to increase ?
","what happened as a result of increased land clearance ?
"
865,79,"At present , the branches Waal and Nederrijn-Lek discharge to the North Sea , through the former Meuse estuary , near Rotterdam .The river IJssel branch flows to the north and enters the IJsselmeer , formerly the Zuider Zee brackish lagoon ; however , since 1932 , a freshwater lake .The discharge of the Rhine is divided among three branches : the River Waal -LRB- 6/9 of total discharge -RRB- , the River Nederrijn -- Lek -LRB- 2/9 of total discharge -RRB- and the River IJssel -LRB- 1/9 of total discharge -RRB- .","1932 , a freshwater lake . The discharge of the Rhine is divided among three branches : the River Waal -LRB- 6/9 of total discharge -RRB- , the River Nederrijn -- Lek -LRB- 2/9 of total discharge -RRB- and the River IJssel -LRB- 1/9 of total discharge -RRB-","The river IJssel branch flows to the north and enters the IJsselmeer , formerly the Zuider Zee brackish lagoon ; however","the ijsselmeer has been what since 1932 ?
","where does the ijssel branch of the rhine flow to ?
"
866,79,"The numerous historic castles in Rhineland-Palatinate attest to the importance of the river as a commercial route .Since the Peace of Westphalia , the Upper Rhine formed a contentious border between France and Germany .Establishing `` natural borders '' on the Rhine was a long-term goal of French foreign policy , since the Middle Ages , though the language border was -- and is -- far more to the west .","the Peace of Westphalia , the Upper Rhine formed a contentious border between France and Germany .",The numerous historic castles in Rhineland-Palatinate attest to the importance of the river as a commercial route .,"since what treaty has the upper rhine formed a contentious border between france and germany ?
","what is the importance of the rhine as a commercial route ?
"
867,86,"The Confederation of the Rhine was established by Napoleon , as a French client state , in 1806 and lasted until 1814 , during which time it served as a significant source of resources and military manpower for the First French Empire .In 1840 , the Rhine crisis , prompted by French prime minister Adolphe Thiers 's desire to reinstate the Rhine as a natural border , led to a diplomatic crisis and a wave of nationalism in Germany .At the end of World War I , the Rhineland was subject to the Treaty of Versailles .",French prime minister Adolphe Thiers 's desire to reinstate the Rhine as a natural border,a diplomatic crisis and a wave of nationalism in Germany,"what prompted the rhine crisis ?
","what did the rhine crisis lead to ?
"
868,0,"The allies left the Rhineland , in 1930 and the German army re-occupied it in 1936 , which was enormously popular in Germany .Although the allies could probably have prevented the re-occupation , Britain and France were not inclined to do so , a feature of their policy of appeasement to Hitler .In World War II , it was recognised that the Rhine would present a formidable natural obstacle to the invasion of Germany , by the Western Allies .","Although the allies could probably have prevented the re-occupation , Britain and France were not inclined to do","a feature of their policy of appeasement to Hitler . In World War II , it was recognised that the Rhine would present a formidable natural obstacle to the invasion of Germany , by the Western Allies","were the allies able to prevent the re - occupation of the rhineland ?
","why were britain and france not inclined to occupy the rhineland ?
"
869,72,"For the next three hundred years , Scotland was directly governed by the Parliament of Great Britain and the subsequent Parliament of the United Kingdom , both seated at Westminster , and the lack of a Parliament of Scotland remained an important element in Scottish national identity .Suggestions for a ` devolved ' Parliament were made before 1914 , but were shelved due to the outbreak of the First World War .A sharp rise in nationalism in Scotland during the late 1960s fuelled demands for some form of home rule or complete independence , and in 1969 prompted the incumbent Labour government of Harold Wilson to set up the Kilbrandon Commission to consider the British constitution .",the outbreak of the First World War,"Suggestions for a ` devolved ' Parliament were made before 1914 , but were shelved","why were suggestions for a devolved parliament shelved in 1914 ?
","were there any proposals for a devolved parliament before 1914 ?
"
870,95,"The party argued that the revenues from the oil were not benefitting Scotland as much as they should .The combined effect of these events led to Prime Minister Wilson committing his government to some form of devolved legislature in 1974 .However , it was not until 1978 that final legislative proposals for a Scottish Assembly were passed by the United Kingdom Parliament .",combined effect of,Prime Minister Wilson committing his government to some form of devolved legislature in 1974,"what led to prime minister wilson committing his government to some form of devolved legislature ?
","what did the combined effect of oil revenues and devolved legislature lead to ?
"
871,75,"9 % of the eligible voting population did not , or had been unable to , vote .Throughout the 1980s and 1990s , demand for a Scottish Parliament grew , in part because the government of the United Kingdom was controlled by the Conservative Party , while Scotland itself elected relatively few Conservative MPs .In the aftermath of the 1979 referendum defeat , the Campaign for a Scottish Assembly was initiated as a pressure group , leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches , political parties and representatives of industry taking part .",the government of the United Kingdom was controlled by the Conservative Party,while Scotland itself elected relatively few Conservative MPs .,"why did demand for a scottish parliament grow in the 1980s and 1990s ?
","why did the demand for a scottish parliament grow ?
"
872,81,"In the aftermath of the 1979 referendum defeat , the Campaign for a Scottish Assembly was initiated as a pressure group , leading to the 1989 Scottish Constitutional Convention with various organisations such as Scottish churches , political parties and representatives of industry taking part .Publishing its blueprint for devolution in 1995 , the Convention provided much of the basis for the structure of the Parliament .Since September 2004 , the official home of the Scottish Parliament has been a new Scottish Parliament Building , in the Holyrood area of Edinburgh .",Publishing its blueprint for devolution in 1995,the Convention provided much of the basis for the structure of the Parliament .,"when did the convention provide the basis for the structure of the scottish parliament ?
","what did the 1989 scottish constitutional convention do for the scottish parliament ?
"
873,79,"Publishing its blueprint for devolution in 1995 , the Convention provided much of the basis for the structure of the Parliament .Since September 2004 , the official home of the Scottish Parliament has been a new Scottish Parliament Building , in the Holyrood area of Edinburgh .The Scottish Parliament building was designed by Spanish architect Enric Miralles in partnership with local Edinburgh Architecture firm RMJM which was led by Design Principal Tony Kettle .","September 2004 , the official home of the Scottish Parliament has been a new Scottish Parliament Building , in the Holyrood area of Edinburgh .","Publishing its blueprint for devolution in 1995 , the Convention provided much of the basis for the structure of the Parliament .","where is the scottish parliament currently located ?
","what did the convention provide for the structure of the parliament
"
874,48,"Some of the principal features of the complex include leaf-shaped buildings , a grass-roofed branch merging into adjacent parkland and gabion walls formed from the stones of previous buildings .Throughout the building there are many repeated motifs , such as shapes based on Raeburn 's Skating Minister .Crow-stepped gables and the upturned boat skylights of the Garden Lobby , complete the unique architecture .",Raeburn 's Skating Minister,"Throughout the building there are many repeated motifs , such as shapes","what are the shapes in the building based on ?
","what type of motifs can be found throughout the building ?
"
875,80,"Following the move to Holyrood in 2004 this building was demolished .The former Midlothian County Buildings facing Parliament Square , High Street and George IV Bridge in Edinburgh -LRB- originally built as the headquarters of the pre-1975 Midlothian County Council -RRB- housed the Parliament 's visitors ' centre and shop , whilst the main hall was used as the Parliament 's principal committee room .After each election to the Scottish Parliament , at the beginning of each parliamentary session , Parliament elects one MSP to serve as Presiding Officer , the equivalent of the speaker -LRB- currently Tricia Marwick -RRB- , and two MSPs to serve as deputies -LRB- currently Elaine Smith and John Scott -RRB- .","the headquarters of the pre-1975 Midlothian County Council -RRB- housed the Parliament 's visitors ' centre and shop , whilst the main hall was used as the Parliament 's principal committee room .","Midlothian County Buildings facing Parliament Square , High Street and George IV Bridge in Edinburgh -LRB- originally built","what was the purpose of the former midlothian county buildings ?
","where was the parliament ' s visitors ' centre and shop located ?
"
876,80,"A vote clerk sits in front of the Presiding Officer and operates the electronic voting equipment and chamber clocks .As a member of the Scottish Parliamentary Corporate Body , the Presiding Officer is responsible for ensuring that the Parliament functions effectively and has the staff , property and resources it requires to operate .Convening the Parliamentary Bureau , which allocates time and sets the work agenda in the chamber , is another of the roles of the Presiding Officer .","a member of the Scottish Parliamentary Corporate Body , the Presiding Officer is responsible for ensuring that the Parliament functions effectively and has the staff , property and resources it requires to operate .",A vote clerk sits in front of the Presiding Officer and operates the electronic voting equipment and chamber clocks .,"what is the role of the presiding officer in scottish parliament ?
","what is the role of a vote clerk in scotland ?
"
877,80,"Of the total 131 seats , 129 are occupied by the Parliament 's elected MSPs and 2 are seats for the Scottish Law Officers -- the Lord Advocate and the Solicitor General for Scotland , who are not elected members of the Parliament but are members of the Scottish Government .As such the Law Officers may attend and speak in the plenary meetings of the Parliament but , as they are not elected MSPs , can not vote .Members are able to sit anywhere in the debating chamber , but typically sit in their party groupings .","such the Law Officers may attend and speak in the plenary meetings of the Parliament but , as they are not elected MSPs , can not vote .","Parliament 's elected MSPs and 2 are seats for the Scottish Law Officers -- the Lord Advocate and the Solicitor General for Scotland , who are not elected members of the Parliament but are members of the Scottish Government .","are the scottish law officers able to vote ?
","who occupies the 129 seats in the scottish parliament ?
"
878,77,"Presented to the Scottish Parliament by the Queen upon its official opening in July 1999 , the mace is displayed in a glass case suspended from the lid .At the beginning of each sitting in the chamber , the lid of the case is rotated so that the mace is above the glass , to symbolise that a full meeting of the Parliament is taking place .Parliament typically sits Tuesdays , Wednesdays and Thursdays from early January to late June and from early September to mid December , with two-week recesses in April and October .","At the beginning of each sitting in the chamber , the lid of the case is rotated","the mace is above the glass , to symbolise that a full meeting of the Parliament is taking place .","how is the mace used to represent a full meeting of the scottish parliament ?
","how is the mace displayed in the scottish parliament ?
"
879,72,"Chamber debates and committee meetings are open to the public .Entry is free , but booking in advance is recommended due to limited space .Meetings are broadcast on the Parliament 's own channel Holyrood .",limited space,"Entry is free , but booking in advance is recommended","why is booking in advance recommended ?
","are chamber debates and committee meetings free ?
"
880,55,"This contrasts with the formal style of `` Prayers '' , which is the first item of business in meetings of the House of Commons .Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs according to the Scottish census .Invitations to address Parliament in this manner are determined by the Presiding Officer on the advice of the parliamentary bureau .",the Scottish census,Speakers are drawn from across Scotland and are chosen to represent the balance of religious beliefs,"who determines the balance of religious beliefs in the house of commons ?
","how are the speakers chosen for prayers ?
"
881,14,"Typically , ministers or party leaders open debates , with opening speakers given between 5 and 20 minutes , and succeeding speakers allocated less time .The Presiding Officer can reduce speaking time if a large number of members wish to participate in the debate .Debate is more informal than in some parliamentary systems .",a large number of members wish to participate in the debate .,The Presiding Officer can reduce speaking time,"when can a presiding officer reduce speaking time in a debate ?
","what can happen if a large number of members want to participate in a debate ?
"
882,68,"This `` Decision Time '' is heralded by the sounding of the division bell , which is heard throughout the Parliamentary campus and alerts MSPs who are not in the chamber to return and vote .At Decision Time , the Presiding Officer puts questions on the motions and amendments by reading out the name of the motion or amendment as well as the proposer and asking `` Are we all agreed ., to which the chamber first votes orally .",reading out the name of the motion or amendment as well as the proposer and asking `` Are we all agreed,"At Decision Time , the Presiding Officer puts questions on the motions and amendments","how does the presiding officer put questions on motions and amendments ?
","what happens when the presiding officer reads out the name of the motion or amendment ?
"
883,15,", to which the chamber first votes orally .If there is audible dissent , the Presiding Officer announces `` There will be a division '' and members vote by means of electronic consoles on their desks .Each MSP has a unique access card with a microchip which , when inserted into the console , identifies them and allows them to vote .",there is audible dissent,the Presiding Officer announces `` There will be a division '' and members vote by means of electronic consoles on their desks,"when does the presiding officer announce there will be a division ?
","what happens when there is audible dissent in the chamber ?
"
884,5,"Each MSP has a unique access card with a microchip which , when inserted into the console , identifies them and allows them to vote .As a result , the outcome of each division is known in seconds .The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote .","Each MSP has a unique access card with a microchip which , when inserted into the console , identifies them and allows them to vote",the outcome of each division is known in seconds .,"how does a msp vote ?
","how long does it take for a msp to vote on a console ?
"
885,79,"As a result , the outcome of each division is known in seconds .The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote .Parties entrust some MSPs , known as whips , with the task of ensuring that party members vote according to the party line .","political parties normally instruct members which way to vote . Parties entrust some MSPs , known as whips , with the task of ensuring that party members vote according to the party line",The outcome of most votes can be predicted beforehand,"how can the outcome of most votes be predicted ?
","why is the outcome of each division known in seconds ?
"
