,Unnamed: 0,Unnamed: 0.1,PatternID,Text,Cause,Effect,cause_question,effect_question
797,797,855,67,"The innate leukocytes include the phagocytes (macrophages, neutrophils, and dendritic cells), mast cells, eosinophils, basophils, and natural killer cells. These cells identify and eliminate pathogens, either by attacking larger pathogens through contact or by engulfing and then killing microorganisms. Innate cells are also important mediators in the activation of the adaptive immune system.",attacking larger pathogens through contact,or by engulfing and then killing,"how do innate leukocytes identify and eliminate pathogens ?
","how do innate leukocytes identify and eliminate pathogens ?
"
798,798,856,67,"It is either Q or the finite field with p elements, whence the name. Often a second, additional meaning is intended by using the word prime, namely that any object can be, essentially uniquely, decomposed into its prime components. For example, in knot theory, a prime knot is a knot that is indecomposable in the sense that it cannot be written as the knot sum of two nontrivial knots.","using the word prime, namely that any object can be","essentially uniquely, decomposed into its prime components","what is the second meaning of the word prime ?
","what happens to an object when the word prime is used ?
"
799,799,858,67,"These attacks resonated with conservative Muslims and the problem did not go away with Saddam 's defeat either, since American troops remained stationed in the kingdom, and a de facto cooperation with the Palestinian-Israeli peace process developed. Saudi Arabia attempted to compensate for its loss of prestige among these groups by repressing those domestic Islamists who attacked it (bin Laden being a prime example), and increasing aid to Islamic groups (Islamist madrassas around the world and even aiding some violent Islamist groups) that did not, but its pre-war influence on behalf of moderation was greatly reduced. One result of this was a campaign of attacks on government officials and tourists in Egypt, a bloody civil war in Algeria and Osama bin Laden 's terror attacks climaxing in the 9/11 attack.","repressing those domestic Islamists who attacked it (bin Laden being a prime example), and increasing aid to Islamic groups (Islamist madrassas around the world and even aiding some violent Islamist groups) that did not",but its pre-war influence on behalf of moderation was greatly reduced,"what did saudi arabia do to compensate for its loss of prestige among islamic groups ?
","what happened to saudi arabia ' s pre - war influence ?
"
800,800,859,67,"This imaginative geography relies on an essentializing discourse that represents neither the diversity nor the social reality of the East. Rather, by essentializing the East, this discourse uses the idea of place-based identities to create difference and distance between ""we"" the West and ""them"" the East, or ""here"" in the West and ""there"" in the East. This difference was particularly apparent in textual and visual works of early European studies of the Orient that positioned the East as irrational and backward in opposition to the rational and progressive West.",essentializing the East,"this discourse uses the idea of place-based identities to create difference and distance between ""we"" the West and ""them"" the East, or ""here"" in the West and ""there"" in the East","why does the geography rely on place - based identities ?
","what happens when essentializing the east ?
"
801,801,860,67,"Montcalm took bold action against his inertia. Building on Vaudreuil 's work harassing the Oswego garrison, Montcalm executed a strategic feint by moving his headquarters to Ticonderoga, as if to presage another attack along Lake George. With Abercrombie pinned down at Albany, Montcalm slipped away and led the successful attack on Oswego in August.",moving his headquarters to Ticonderoga,as if to presage another attack along Lake,"what was montcalm ' s strategic feint ?
","why did montcalm move his headquarters to ticonderoga ?
"
802,802,861,67,"That is, the first law contradicts the intuitive Aristotelian belief that a net force is required to keep an object moving with constant velocity. By making rest physically indistinguishable from non-zero constant velocity, Newton 's First Law directly connects inertia with the concept of relative velocities. Specifically, in systems where objects are moving with different velocities, it is impossible to determine which object is ""in motion"" and which object is ""at rest"".",making rest physically indistinguishable from non-zero constant velocity,Newton 's First Law directly connects inertia with the concept of relative velocities,"why does newton ' s first law connect inertia with the concept of relative velocities ?
","why is it possible to determine which object is in motion and which is at rest ?
"
803,803,862,67,"General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales. With some justification, Newton 's second law can be taken as a quantitative definition of mass by writing the law as an equality; the relative units of force and mass then are fixed. ",writing the law as an equality,; the relative units of force and mass then are,"why can newton ' s second law be taken as a quantitative definition of mass ?
","why is newton ' s second law a quantitative definition of mass ?
"
804,804,863,67,"Such experiments demonstrate the crucial properties that forces are additive vector quantities: they have magnitude and direction. When two forces act on a point particle, the resulting force, the resultant (also called the net force), can be determined by following the parallelogram rule of vector addition: the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram. The magnitude of the resultant varies from the difference of the magnitudes of the two forces to their sum, depending on the angle between their lines of action.",following the parallelogram rule of vector addition,": the addition of two vectors represented by sides of a parallelogram, gives an equivalent resultant vector that is equal in magnitude and direction to the transversal of the parallelogram","how is the resultant determined ?
","what happens when two forces act on a point particle ?
"
805,805,864,67,"Michael Faraday and James Clerk Maxwell demonstrated that electric and magnetic forces were unified through one consistent theory of electromagnetism. In the 20th century, the development of quantum mechanics led to a modern understanding that the first three fundamental forces (all except gravity) are manifestations of matter (fermions) interacting by exchanging virtual particles called gauge bosons. This standard model of particle physics posits a similarity between the forces and led scientists to predict the unification of the weak and electromagnetic forces in electroweak theory subsequently confirmed by observation.",exchanging virtual particles,called gauge bosons,"what happens to gauge bosons ?
","what are virtual particles called ?
"
806,806,865,67," Through combining the definition of electric current as the time rate of change of electric charge, a rule of vector multiplication called Lorentz 's Law describes the force on a charge moving in a magnetic field. The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge.",combining the definition of electric current as the time rate of change of electric charge,a rule of vector multiplication called Lorentz 's Law describes the force on a charge moving in a magnetic field,"why does lorentz ' s law describe the force on a charge ?
","what happens when the definition of electric current is combined with a magnetic field ?
"
807,807,866,67,"Ideal strings transmit tension forces instantaneously in action-reaction pairs so that if two objects are connected by an ideal string, any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object. By connecting the same string multiple times to the same object through the use of a set-up that uses movable pulleys, the tension force on a load can be multiplied. For every string that acts on a load, another factor of the tension force in the string acts on the load.",connecting the same string multiple times to the same object through the use of a set-up that uses movable pulleys,the tension force on a load can be multiplied,"how can the tension force on a load be multiplied ?
","what happens when a string is connected multiple times to the same object ?
"
808,808,867,72,"The two AAA Auto Clubs of the state, the California State Automobile Association and the Automobile Club of Southern California, choose to simplify matters by dividing the state along the lines where their jurisdictions for membership apply, as either northern or southern California, in contrast to the three-region point of view. Another influence is the geographical phrase South of the Tehachapis, which would split the southern region off at the crest of that transverse range, but in that definition, the desert portions of north Los Angeles County and eastern Kern and San Bernardino Counties would be included in the southern California region due to their remoteness from the central valley and interior desert landscape. ",their remoteness from the central valley and interior desert landscape,"Another influence is the geographical phrase South of the Tehachapis, which would split the southern region off at the crest of that transverse range, but in that definition, the desert portions of north Los Angeles County and eastern Kern and San Bernardino Counties would be included in the southern California region","why are the desert portions of north los angeles county and eastern kern and san bernardino counties included in the southern california region ?
","what would happen if the two aaa auto clubs split the state in two ?
"
809,809,868,72,"As of the 2010 United States Census, southern California has a population of 22,680,010. Despite a reputation for high growth rates, southern California 's rate grew less than the state average of 10.0% in the 2000s as California 's growth became concentrated in the northern part of the state due to a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region. ","a stronger, tech-oriented economy in the Bay Area and an emerging Greater Sacramento region",California 's growth became concentrated in the northern part of the state,"why did california ' s growth become concentrated in the northern part of the state ?
","why did southern california ' s rate of growth lessen in the 2000s ?
"
810,810,869,72,"The new package included four channels formerly available free-to-air, broadcasting on Astra 's satellites, as well as introducing new channels. The service continued until the closure of BSkyB 's analogue service on 27 September 2001, due to the launch and expansion of the Sky Digital platform. Some of the channels did broadcast either in the clear or soft encrypted (whereby a Videocrypt decoder was required to decode, without a subscription card) prior to their addition to the Sky Multichannels package.",the launch and expansion of the Sky Digital platform,The service continued until the closure of BSkyB 's analogue service on 27 September 2001,"why did bskyb close its analogue service ?
","what happened to bskyb ' s analogue service ?
"
811,811,870,72,"On Thursday 18 May 2006, and continuing through the weekend before launch, people were reporting that BSkyB had either cancelled or rescheduled its installation. Finally, the BBC reported that 17,000 customers had yet to receive the service due to failed deliveries. On 31 March 2012, Sky announced the total number of homes with Sky+HD was 4,222,000.",failed deliveries,"Finally, the BBC reported that 17,000 customers had yet to receive the service","why were 17 , 000 customers not able to receive sky + hd ?
","what happened to sky + hd customers after failed deliveries ?
"
812,812,871,72,"The announcement came a day after Setanta Sports confirmed that it would launch in March as a subscription service on the digital terrestrial platform, and on the same day that NTL 's services re-branded as Virgin Media. However, industry sources believe BSkyB will be forced to shelve plans to withdraw its channels from Freeview and replace them with subscription channels, due to possible lost advertising revenue. ",possible lost advertising revenue,"However, industry sources believe BSkyB will be forced to shelve plans to withdraw its channels from Freeview and replace them with subscription channels","why do industry sources believe bskyb will be forced to withdraw its channels from freeview ?
","what happened to bskyb ' s freeview channels ?
"
813,813,872,72,"This expedient has since been generally considered satisfactory for most purposes and makes possible the use of the simpler Stephenson, Joy and Walschaerts motions. Corliss, and later, poppet valve gears had separate admission and exhaust valves driven by trip mechanisms or cams profiled so as to give ideal events; most of these gears never succeeded outside of the stationary marketplace due to various other issues including leakage and more delicate mechanisms. ",various other issues including leakage and more delicate mechanisms,give ideal events; most of these gears never succeeded outside of the stationary marketplace,"why did poppet valve gears never succeed outside of the stationary marketplace ?
","why were the separate admission and exhaust valves driven by trip mechanisms or cams profiled ?
"
814,814,873,72,"The working fluid in a Rankine cycle can operate as a closed loop system, where the working fluid is recycled continuously, or may be an ""open loop"" system, where the exhaust steam is directly released to the atmosphere, and a separate source of water feeding the boiler is supplied. Normally water is the fluid of choice due to its favourable properties, such as non-toxic and unreactive chemistry, abundance, low cost, and its thermodynamic properties. Mercury is the working fluid in the mercury vapor turbine.",its favourable properties,Normally water is the fluid of choice,"why is water the preferred fluid in a rankine cycle ?
","why is water used in a rankine cycle ?
"
815,815,874,72,"The adoption of compounding was common for industrial units, for road engines and almost universal for marine engines after 1880; it was not universally popular in railway locomotives where it was often perceived as complicated. This is partly due to the harsh railway operating environment and limited space afforded by the loading gauge (particularly in Britain, where compounding was never common and not employed after 1930). However, although never in the majority, it was popular in many other countries.","the harsh railway operating environment and limited space afforded by the loading gauge (particularly in Britain, where compounding was never common and not employed after 1930)",This is partly,"why was compounding not commonly used in railway locomotives ?
","why was compounding not popular in railway locomotives ?
"
816,816,875,72,"When Corliss was given the Rumford medal the committee said that ""no one invention since Watt 's time has so enhanced the efficiency of the steam engine"". In addition to using 30% less steam, it provided more uniform speed due to variable steam cut off, making it well suited to manufacturing, especially cotton spinning. ","variable steam cut off, making it well suited to manufacturing, especially cotton spinning","In addition to using 30% less steam, it provided more uniform speed","why did corliss ' engine provide more uniform speed ?
","why was corliss ' s invention so well suited to manufacturing ?
"
817,817,876,72,"Commissioners have various privileges, such as being exempt from member state taxes (but not EU taxes), and having immunity from prosecution for doing official acts. Commissioners have sometimes been found to have abused their offices, particularly since the Santer Commission was censured by Parliament in 1999, and it eventually resigned due to corruption allegations. This resulted in one main case, Commission v Edith Cresson where the European Court of Justice held that a Commissioner giving her dentist a job, for which he was clearly unqualified, did in fact not break any law.",corruption allegations,and it eventually resigned,"why did the santer commission resign ?
","what happened to the santer commission ?
"
818,818,877,72,"The Computer Science Network (CSNET) was a computer network funded by the U.S. National Science Foundation (NSF) that began operation in 1981. Its purpose was to extend networking benefits, for computer science departments at academic and research institutions that could not be directly connected to ARPANET, due to funding or authorization limitations. It played a significant role in spreading awareness of, and access to, national networking and was a major milestone on the path to development of the global Internet.",funding or authorization limitations,"Its purpose was to extend networking benefits, for computer science departments at academic and research institutions that could not be directly connected to ARPANET","why was the computer science network not able to be used ?
","why was the csnet created ?
"
819,819,878,72,"When a rock crystallizes from melt (magma and/or lava), it is an igneous rock. This rock can be weathered and eroded, and then redeposited and lithified into a sedimentary rock, or be turned into a metamorphic rock due to heat and pressure that change the mineral content of the rock which gives it a characteristic fabric. The sedimentary rock can then be subsequently turned into a metamorphic rock due to heat and pressure and is then weathered, eroded, deposited, and lithified, ultimately becoming a sedimentary rock.",heat and pressure that change the mineral content of the rock which gives it a characteristic fabric,"This rock can be weathered and eroded, and then redeposited and lithified into a sedimentary rock, or be turned into a metamorphic rock","why is a rock turned into a metamorphic rock ?
","what happens to an igneous rock when it crystallizes ?
"
820,820,879,72,"It is generally agreed within the legal community, and is often believed within the activist community, that a suspect 's talking to criminal investigators can serve no useful purpose, and may be harmful. However, some civil disobedients have nonetheless found it hard to resist responding to investigators ' questions, sometimes due to a lack of understanding of the legal ramifications, or due to a fear of seeming rude. Also, some civil disobedients seek to use the arrest as an opportunity to make an impression on the officers.",a fear of seeming rude,"However, some civil disobedients have nonetheless found it hard to resist responding to investigators ' questions, sometimes due to a lack of understanding of the legal ramifications, or","why do some civil disobedients resist responding to investigators ' questions ?
","why do some civil disobedients refuse to answer investigators ' questions ?
"
821,821,880,72,"It is generally agreed within the legal community, and is often believed within the activist community, that a suspect 's talking to criminal investigators can serve no useful purpose, and may be harmful. However, some civil disobedients have nonetheless found it hard to resist responding to investigators ' questions, sometimes due to a lack of understanding of the legal ramifications, or due to a fear of seeming rude. Also, some civil disobedients seek to use the arrest as an opportunity to make an impression on the officers.",a lack of understanding of the legal ramifications,"However, some civil disobedients have nonetheless found it hard to resist responding to investigators ' questions, sometimes","why do some civil disobedients resist responding to investigators ' questions ?
","why do some civil disobedients refuse to answer investigators questions ?
"
822,822,881,72,"An example of this would be jobs such as dish-washing or customer service. Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job. A job where there are few able or willing workers (low supply), but a large need for the positions (high demand), will result in high wages for that job.",the expendable nature of the worker in relation to his or her particular job,Competition amongst workers tends to drive down wages,"why does competition amongst workers drive down wages ?
","what happens when there is expendable nature of the worker ?
"
823,823,882,72,"Examples of this would include jobs that require highly developed skills, rare abilities, or a high level of risk. Competition amongst employers tends to drive up wages due to the nature of the job, since there is a relative shortage of workers for the particular position. Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members.",the nature of the job,Competition amongst employers tends to drive up wages,"why does competition amongst employers drive up wages ?
","what happens when there is a relative shortage of workers for a job ?
"
824,824,883,72,"Although the traditional Chinese elite were not given their share of power, the Mongols and the Semuren (various allied groups from Central Asia and the western end of the empire) largely remained strangers to the mainstream Chinese culture, and this dichotomy gave the Yuan regime a somewhat strong ""colonial"" coloration. The unequal treatment is possibly due to the fear of transferring power to the ethnic Chinese under their rule. The Mongols and Semuren were given certain advantages in the dynasty, and this would last even after the restoration of the imperial examination in the early 14th century.",the fear of transferring power to the ethnic Chinese under their rule,The unequal treatment is possibly,"why was the unequal treatment given to the mongols and semuren ?
","why was there a fear of transferring power to the ethnic chinese under the yuan dynasty ?
"
825,825,884,72,"As people age, two things happen that negatively affect their vitamin D levels. First, they stay indoors more due to decreased activity levels. This means that they get less sun and therefore produce less cholecalciferol via UVB radiation.",decreased activity levels,"First, they stay indoors more","why do people stay indoors more as they age ?
","what happens as people age that negatively affects their vitamin d levels ?
"
826,826,885,72,"First, inflammation would cause serious cognitive and physical impairments if it were to occur during wake times. Second, inflammation may occur during sleep times due to the presence of melatonin. Inflammation causes a great deal of oxidative stress and the presence of melatonin during sleep times could actively counteract free radical production during this time.",the presence of melatonin,"Second, inflammation may occur during sleep times","why does inflammation occur during sleep times ?
","what happens when melatonin is present ?
"
827,827,886,72,"However, the harmonic series 1+1/2+1/3+1/4+... diverges (i.e., exceeds any given number), so there must be infinitely many primes. Another example of the richness of the zeta function and a glimpse of modern algebraic number theory is the following identity (Basel problem), due to Euler, ",Euler,Another example of the richness of the zeta function and a glimpse of modern algebraic number theory is the following identity (Basel problem),"who created the identity ( basel problem ) ?
","what is an example of the richness of the zeta function ?
"
828,828,887,72,"For the next three hundred years, Scotland was directly governed by the Parliament of Great Britain and the subsequent Parliament of the United Kingdom, both seated at Westminster, and the lack of a Parliament of Scotland remained an important element in Scottish national identity. Suggestions for a ` devolved ' Parliament were made before 1914, but were shelved due to the outbreak of the First World War. A sharp rise in nationalism in Scotland during the late 1960s fuelled demands for some form of home rule or complete independence, and in 1969 prompted the incumbent Labour government of Harold Wilson to set up the Kilbrandon Commission to consider the British constitution.",the outbreak of the First World War,"Suggestions for a ` devolved ' Parliament were made before 1914, but were shelved","why was the idea of a devolved parliament shelved ?
","what happened during the first world war ?
"
829,829,888,72,"Chamber debates and committee meetings are open to the public. Entry is free, but booking in advance is recommended due to limited space. Meetings are broadcast on the Parliament 's own channel Holyrood.tv and on the BBC 's parliamentary channel BBC Parliament.",limited space,"Entry is free, but booking in advance is recommended","why is booking in advance recommended ?
","why are chamber debates and committee meetings open to the public ?
"
830,830,889,72,"Given the geographical distribution of population in Scotland, this results in constituencies of a smaller area in the Central Lowlands, where the bulk of Scotland 's population live, and much larger constituency areas in the north and west of the country, which have a low population density. The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors, due to their dispersed population and distance from the Scottish Parliament in Edinburgh. If a Constituency MSP resigns from Parliament, this triggers a by-election in his or her constituency, where a replacement MSP is returned from one of the parties by the plurality system.",their dispersed population and distance from the Scottish Parliament in Edinburgh,"The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors","why are the island archipelagos of orkney , shetland and the western isles so small ?
","why is there a smaller number of electors ?
"
831,831,890,72,"The Islamic Republic has also maintained its hold on power in Iran in spite of US economic sanctions, and has created or assisted like-minded Shia terrorist groups in Iraq, Egypt, Syria, Jordan (SCIRI) and Lebanon (Hezbollah) (two Muslim countries that also have large Shiite populations). During the 2006 Israel-Lebanon conflict, the Iranian government enjoyed something of a resurgence in popularity amongst the predominantly Sunni ""Arab street,"" due to its support for Hezbollah and to President Mahmoud Ahmadinejad 's vehement opposition to the United States and his call that Israel shall vanish. ",its support for Hezbollah and to President Mahmoud Ahmadinejad 's vehement opposition to the United States and his call that Israel shall vanish,"During the 2006 Israel-Lebanon conflict, the Iranian government enjoyed something of a resurgence in popularity amongst the predominantly Sunni ""Arab street","why did iran enjoy a resurgence in popularity during the 2006 israel - lebanon conflict ?
","what happened to iran ' s popularity during the 2006 lebanon conflict ?
"
832,832,891,72," In Afghanistan, the mujahideen 's victory against the Soviet Union in the 1980s did not lead to justice and prosperity, due to a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth. In 1992, the Democratic Republic of Afghanistan ruled by communist forces collapsed, and democratic Islamist elements of mujahdeen founded the Islamic State of Afghanistan.","a vicious and destructive civil war between political and tribal warlords, making Afghanistan one of the poorest countries on earth","In Afghanistan, the mujahideen 's victory against the Soviet Union in the 1980s did not lead to justice and prosperity","why did afghanistan ' s victory against the soviet union not lead to justice and prosperity ?
","why is afghanistan one of the poorest countries on earth ?
"
833,833,892,72,This idea from Lenin stresses how important new political world order has become in our modern era. Geopolitics now focuses on states becoming major economic players in the market; some states today are viewed as empires due to their political and economic authority over other nations. ,their political and economic authority over other nations,Geopolitics now focuses on states becoming major economic players in the market; some states today are viewed as empires,"why are some states viewed as empires ?
","what happens when states have political and economic authority over other nations ?
"
834,834,893,72,"However, this internal colonialism faced resistance, as external colonialism did, but the anti-colonial presence was far less prominent due to the nearly complete dominance that the United States was able to assert over both indigenous peoples and African-Americans. In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient, ""due to their backward living, lack of democracy and the violation of women 's rights. The western world forgets during this process of converting the other that enlightenment and democracy are concepts that not all will agree upon"".",their backward living,"In his lecture on April 16, 2003, Edward Said made a bold statement on modern imperialism in the United States, whom he described as using aggressive means of attack towards the contemporary Orient","why did edward said say the us was using aggressive means of attack against the orient ?
","what did edward said do in 2003 ?
"
835,835,894,72,"The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial proportions of close-to-wilderness areas (natural forests, wetlands along the Vistula) as well as arable land, meadows and forests. Bielany Forest, located within the borders of Warsaw, is the remaining part of the Masovian Primeval Forest.","the location of Warsaw within the border region of several big floral regions comprising substantial proportions of close-to-wilderness areas (natural forests, wetlands along the Vistula) as well as arable land, meadows and forests",The species richness is mainly,"why is warsaw ' s flora so rich ?
","why is the flora of warsaw rich in species ?
"
836,836,895,72,"Like many cities in Central and Eastern Europe, infrastructure in Warsaw suffered considerably during its time as an Eastern Bloc economy--though it is worth mentioning that the initial Three-Year Plan to rebuild Poland (especially Warsaw) was a major success, but what followed was very much the opposite. However, over the past decade Warsaw has seen many improvements due to solid economic growth, an increase in foreign investment as well as funding from the European Union. In particular, the city 's metro, roads, sidewalks, health care facilities and sanitation facilities have improved markedly.","solid economic growth, an increase in foreign investment as well as funding from the European Union","However, over the past decade Warsaw has seen many improvements","why has the infrastructure in warsaw improved over the past decade ?
","what happened to warsaw ' s infrastructure over the past decade ?
"
837,837,896,72,"For many native populations, the elimination of French power in North America meant the disappearance of a strong ally and counterweight to British expansion, leading to their ultimate dispossession. The Ohio Country was particularly vulnerable to legal and illegal settlement due to the construction of military roads to the area by Braddock and Forbes. Although the Spanish takeover of the Louisiana territory (which was not completed until 1769) had modest repercussions, the British takeover of Spanish Florida resulted in the westward migration of tribes that did not want to do business with the British, and a rise in tensions between the Choctaw and the Creek, historic enemies whose divisions the British at times exploited.",the construction of military roads to the area by Braddock and Forbes,The Ohio Country was particularly vulnerable to legal and illegal settlement,"why was the ohio country vulnerable to legal and illegal settlement ?
","why did braddock and forbes build military roads to the area ?
"
838,838,897,72,"This is why, for example, astronauts experience weightlessness when in free-fall orbit around the Earth, and why Newton 's Laws of Motion are more easily discernible in such environments. If an astronaut places an object with mass in mid-air next to himself, it will remain stationary with respect to the astronaut due to its inertia. This is the same thing that would occur if the astronaut and the object were in intergalactic space with no net force of gravity acting on their shared reference frame.",its inertia,it will remain stationary with respect to the astronaut,"why will an object remain stationary with respect to the astronaut ?
","what happens when an astronaut places an object with mass in mid - air next to him ?
"
839,839,898,72,"Newton, however, realized that since all celestial bodies followed the same laws of motion, his law of gravity had to be universal. Succinctly stated, Newton 's Law of Gravitation states that the force on a spherical object of mass due to the gravitational pull of mass is ",the gravitational pull of mass,"Succinctly stated, Newton 's Law of Gravitation states that the force on a spherical object of mass","what causes the force on a spherical object of mass ?
","why was newton ' s law of gravity universal ?
"
840,840,899,72,"The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:",the magnetic field,This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (,"what causes the magnetic force ?
","what happens when a unified electromagnetic force acts on a charge ?
"
841,841,900,72,"The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:",the electric field,This force can be written as a sum of the electrostatic force (,"why is the electrostatic force caused ?
","what happens when there is a connection between electricity and magnetism ?
"
842,842,901,82,"Traveling south on Interstate 5, the main gap to continued urbanization is Camp Pendleton. The cities and communities along Interstate 15 and Interstate 215 are so inter-related that Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire. To the east, the United States Census Bureau considers the San Bernardino and Riverside County areas, Riverside-San Bernardino area as a separate metropolitan area from Los Angeles County.",The cities and communities along Interstate 15 and Interstate 215 are so inter-related,Temecula and Murrieta have as much connection with the San Diego metropolitan area as they do with the Inland Empire,"why do temecula and murrieta have as much connection with the san diego metropolitan area as the inland empire ?
","why are the cities and communities along interstate 15 and interstate 215 so related ?
"
843,843,902,82,"Each year, the southern California area has about 10,000 earthquakes. Nearly all of them are so small that they are not felt. Only several hundred are greater than magnitude 3.0, and only about 15--20 are greater than magnitude 4.0.",Nearly all of them are so small,they are not felt,"why are most of the earthquakes not felt ?
","why are most of the earthquakes so small ?
"
844,844,903,82," In 2004, declassified documents revealed that the U.S. was so distraught by the rise in oil prices and being challenged by under-developed countries that they briefly considered military action to forcibly seize Middle Eastern oilfields in late 1973. Although no explicit plan was mentioned, a conversation between U.S. Secretary of Defense James Schlesinger and British Ambassador to the United States Lord Cromer revealed Schlesinger had told him that ""it was no longer obvious to him that the U.S. could not use force.""","In 2004, declassified documents revealed that the U.S. was so distraught",they briefly considered military action to forcibly seize Middle Eastern oilfields in late 1973,"why did the us consider seizing middle eastern oilfields in 1973 ?
","what happened when the us was upset by the rise in oil prices ?
"
845,845,904,82,"The view of the German Constitutional Court from the Solange I and Solange II decisions is that if the EU does not comply with its basic constitutional rights and principles (particularly democracy, the rule of law and the social state principles) then it cannot override German law. However, as the nicknames of the judgments go, ""so long as"" the EU works towards the democratisation of its institutions, and has a framework that protects fundamental human rights, it would not review EU legislation for compatibility with German constitutional principles. Most other member states have expressed similar reservations.","However, as the nicknames of the judgments go, ""so long","protects fundamental human rights, it would not review EU legislation for compatibility with German constitutional principles","why does the german constitutional court believe the eu cannot override german law ?
","why does the german constitutional court believe the eu can override german law ?
"
846,846,905,82,"For a phylum with relatively few species, ctenophores have a wide range of body plans. Coastal species need to be tough enough to withstand waves and swirling sediment particles, while some oceanic species are so fragile that it is very difficult to capture them intact for study. In addition oceanic species do not preserve well, and are known mainly from photographs and from observers ' notes.","Coastal species need to be tough enough to withstand waves and swirling sediment particles, while some oceanic species are so fragile",it is very difficult to capture them intact for study,"why is it very difficult to capture ctenophores intact ?
","why are some oceanic species so fragile ?
"
847,847,906,82,"A molecular phylogeny analysis in 2001, using 26 species, including 4 recently discovered ones, confirmed that the cydippids are not monophyletic and concluded that the last common ancestor of modern ctenophores was cydippid-like. It also found that the genetic differences between these species were very small--so small that the relationships between the Lobata, Cestida and Thalassocalycida remained uncertain. This suggests that the last common ancestor of modern ctenophores was relatively recent, and perhaps was lucky enough to survive the Cretaceous--Paleogene extinction event 65.5 million years ago while other lineages perished.",It also found that the genetic differences between these species were very small,"the relationships between the Lobata, Cestida and Thalassocalycida remained uncertain","why were the relationships between the lobata , cestida and thalassocalycida uncertain ?
","what happened when the genetic differences between the cydippids were small ?
"
848,848,907,82,"Symptoms are high fevers and purple skin patches (purpura due to disseminated intravascular coagulation). In cases of pneumonic and particularly septicemic plague, the progress of the disease is so rapid that there would often be no time for the development of the enlarged lymph nodes that were noted as buboes. ","In cases of pneumonic and particularly septicemic plague, the progress of the disease is so rapid",there would often be no time for the development of the enlarged lymph nodes that were noted as buboes,"why would there be no time for the development of enlarged lymph nodes ?
","what happens in cases of pneumonic and septicemic plague ?
"
849,849,908,82,"Before 1350, there were about 170,000 settlements in Germany, and this was reduced by nearly 40,000 by 1450. In 1348, the plague spread so rapidly that before any physicians or government authorities had time to reflect upon its origins, about a third of the European population had already perished. In crowded cities, it was not uncommon for as much as 50% of the population to die.","In 1348, the plague spread so rapidly","before any physicians or government authorities had time to reflect upon its origins, about a third of the European population had already perished","why did about a third of the european population die from the plague ?
","what happened when the plague spread so rapidly in 1348 ?
"
850,850,909,82,"Despite the high position given to Muslims, some policies of the Yuan Emperors severely discriminated against them, restricting Halal slaughter and other Islamic practices like circumcision, as well as Kosher butchering for Jews, forcing them to eat food the Mongol way. Toward the end, corruption and the persecution became so severe that Muslim generals joined Han Chinese in rebelling against the Mongols. The Ming founder Zhu Yuanzhang had Muslim generals like Lan Yu who rebelled against the Mongols and defeated them in combat.","Toward the end, corruption and the persecution became so severe",Muslim generals joined Han Chinese in rebelling against the Mongols,"why did muslim generals join han chinese in rebelling against the mongols ?
","what happened to muslim generals at the end of the yuan dynasty ?
"
851,851,910,82," The concept of prime number is so important that it has been generalized in different ways in various branches of mathematics. Generally, ""prime"" indicates minimality or indecomposability, in an appropriate sense.",The concept of prime number is so important,it has been generalized in different ways in various branches of mathematics,"why has the concept of prime number been generalized in different ways in various branches of mathematics ?
","why is the concept of prime number so important ?
"
